title,description,creator,date,date is approximate?,scientific name,subject,subject (lcsh),subject (lctgm),location,location (lcsh),region,collection,source,identifier,digital identifier,rights,rightsstatement,format original,type,format,date digital,digitization specifications,scanner technician,metadata cataloger,metadata assistants,collection administrator,filename,latitude,longitude,oclc number,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
"Arrowroot, 1952",View of Arrowroot,"Laughlin, Kyle (1905-1984)",1952,,Maranta arundinacea,flower (plant material),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Wildflowers--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-269, Slide 99-H-014-011",99-H-014-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Kevin Dobbins,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,,,669842296,2009-06-23,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1205,1205,1206.jpg,/spec_kl/image/1206.jpg,spec_kl1205
"Asotin Creek (Wash.), 1944 [1]","Aerial view of Asotin Creek; Camera settings: 1/125, F:8, G filter","Laughlin, Kyle (1905-1984)",1944-08-27,,,aerial photography;canyons,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Aerial photography -- Washington (State); Rivers -- Washington (State);",,Washington;Asotin County,United States--Washington--Asotin County,Asotin,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet G-001, Slide 99-G-001-007",99-G-001-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.244863,-117.312698,669842197,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/663,663,1033.jpg,/spec_kl/image/1033.jpg,spec_kl663
"Asotin Creek (Wash.), 1944 [2]","Aerial view near Asotin Creek; Camera settings: 1/125, F:8, G filter","Laughlin, Kyle (1905-1984)",1944-08-27,,,aerial photography;canyons,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Aerial photography -- Washington (State); Rivers -- Washington (State);",,Washington;Asotin County,United States--Washington--Asotin County,Asotin,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet G-001, Slide 99-G-001-008",99-G-001-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.244863,-117.312698,669842230,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/664,664,1034.jpg,/spec_kl/image/1034.jpg,spec_kl664
Aspen trees in the fall [1],Image shows aspen trees in an unknown location.,"Laughlin, Kyle (1905-1984)",1960,y,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 852, Negative 99-852-002",99-852-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842663,2009-12-02,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1366,1366,1367.jpg,/spec_kl/image/1367.jpg,spec_kl1366
Aspen trees in the fall [2],Image shows aspen trees in an unknown location.,"Laughlin, Kyle (1905-1984)",1960,y,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 852, Negative 99-852-003",99-852-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842980,2009-12-02,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1367,1367,1368.jpg,/spec_kl/image/1368.jpg,spec_kl1367
Aspen trees in the fall [3],Color image of aspen trees in the fall in an unknown location.,"Laughlin, Kyle (1905-1984)",1960,y,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 865, Negative 99-865-003",99-865-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 color film negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842594,2009-12-02,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1404,1404,1405.jpg,/spec_kl/image/1405.jpg,spec_kl1404
Aspen trees in the fall [4],Color image of aspen trees in the fall in an unknown location.,"Laughlin, Kyle (1905-1984)",1960,y,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 865, Negative 99-865-004",99-865-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 color film negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842304,2009-12-02,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1405,1405,1406.jpg,/spec_kl/image/1406.jpg,spec_kl1405
"Bannack (Mont.), Cemetery, 1959 [1]","Cemetery at Bannack, Montana","Laughlin, Kyle (1905-1984)",1959-08-04,,,cemeteries,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Cemeteries -- Montana; Sepulchral monuments;",Tombs & sepulchral monuments;,Montana;Beaverhead County,United States--Montana--Beaverhead County,Mill Point,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-005",99-C-257-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,45.163029,-112.997131,669842987,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1013,1013,966.jpg,/spec_kl/image/966.jpg,spec_kl1013
"Bannack (Mont.), Cemetery, 1959 [2]","Cemetery at Bannack, Montana","Laughlin, Kyle (1905-1984)",1959-08-04,,,cemeteries,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Cemeteries -- Montana; Sepulchral monuments;",Tombs & sepulchral monuments;,Montana;Beaverhead County,United States--Montana--Beaverhead County,Mill Point,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-006",99-C-257-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,45.163029,-112.997131,669842973,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1014,1014,967.jpg,/spec_kl/image/967.jpg,spec_kl1014
"Bannack (Mont.), Log buildings, 1959","Old log building in Bannack, Montana","Laughlin, Kyle (1905-1984)",1959-08-04,,,buildings (structures),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Buildings -- Montana; Bannack (Mont);",,Montana;Beaverhead County,United States--Montana--Beaverhead County,Mill Point,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-007",99-C-257-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,45.163029,-112.997131,669840470,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1015,1015,968.jpg,/spec_kl/image/968.jpg,spec_kl1015
"Bannack Pass (Mont.), 1959",Looking into Montana from Bannack Pass. Mountains are seen in the distance.,"Laughlin, Kyle (1905-1984)",1959-08-04,,,mountain passes,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Mountains -- Montana;",Passes (Landforms);,Montana;Beaverhead County,United States--Montana--Beaverhead County,Mill Point,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-008",99-C-257-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,45.163029,-112.997131,669843019,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1016,1016,969.jpg,/spec_kl/image/969.jpg,spec_kl1016
"Beaverhead Mountains (Idaho), 1959 [1]",Beaverhead Mountains from the upper end of the Big Hole Basin,"Laughlin, Kyle (1905-1984)",1959,,,mountains,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Mountains -- Idaho; Mountains -- Montana; Beaverhead Mountains (Idaho and Mont);",,Idaho;Lemhi County,United States--Idaho--Lemhi County,Scott Peak,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-003",99-C-257-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,44.348142,-112.839203,669842475,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1011,1011,964.jpg,/spec_kl/image/964.jpg,spec_kl1011
"Beaverhead Mountains (Idaho), 1959 [2]",Beaverhead Mountains from the upper end of the Big Hole Basin,"Laughlin, Kyle (1905-1984)",1959,,,mountains,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Mountains -- Idaho; Mountains -- Montana; Beaverhead Mountains (Idaho and Mont);",,Idaho;Lemhi County,United States--Idaho--Lemhi County,Scott Peak,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-257, Slide 99-C-257-004",99-C-257-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,44.348142,-112.839203,669842247,2009-05-26,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1012,1012,965.jpg,/spec_kl/image/965.jpg,spec_kl1012
Beezie [1],Beezie,"Laughlin, Kyle (1905-1984)",1946,,,groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Children--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 825, Negative 99-825-003",99-825-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669840538,2009-10-14,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1311,1311,1312.jpg,/spec_kl/image/1312.jpg,spec_kl1311
Beezie [2],Beezie,"Laughlin, Kyle (1905-1984)",1946,,,groups of people;highchairs,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Children--Idaho;,Idaho,United States--Idaho,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 827, Negative 99-827-002",99-827-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669843025,2009-10-14,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1316,1316,1317.jpg,/spec_kl/image/1317.jpg,spec_kl1316
Beezie [3],"Image shows Beezie, as a child, sitting on the grass.","Laughlin, Kyle (1905-1984)",1946,y,,groups of people,"Idaho -- Social life and customs -- Pictorial works; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Children--Idaho;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,Moscow East,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 828, Negative 99-828-003",99-828-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669843057,2009-12-02,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1318,1318,1319.jpg,/spec_kl/image/1319.jpg,spec_kl1318
"Bertha, 1939",Picture of Bertha,"Laughlin, Kyle (1905-1984)",1939,,,groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 804, Negative 99-804-002",99-804-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x4 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669842523,2009-10-14,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1272,1272,1273.jpg,/spec_kl/image/1273.jpg,spec_kl1272
"Bessie, 1939",Picture of Bessie,"Laughlin, Kyle (1905-1984)",1939,,,groups of people;chairs,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho;,Idaho;Latah County;Moscow,United States--Idaho--Latah County--Moscow,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 803, Negative 99-803-001",99-803-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x4 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669842555,2009-10-14,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1269,1269,1270.jpg,/spec_kl/image/1270.jpg,spec_kl1269
Big Creek Baldy Lookout (Mont.) [1],Image is from Big Creek Baldy Lookout in Montana.,"Laughlin, Kyle (1905-1984)",1950,y,,trees,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",,Montana;Lincoln County,United States--Montana--Lincoln County,Pink Mountain,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 843, Negative 99-843-003",99-843-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,48.413187,-115.510383,669840530,2009-12-02,2015-09-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1342,1342,1343.jpg,/spec_kl/image/1343.jpg,spec_kl1342
