title,description,creator,contributors,source,date,date is approximate,subject,location,latitude,longitude,identifier,rights,rightsstatement,type,format,format-original,language,file name,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
competing at the Fossil Bowl,"Tim Fleener competing at the Fossil bowl at Clarkia, Idaho.",,Dusty Fleener,Joyce Fleener family photo album,1983-01-01,Yes,portraits; motocross; sports,United States -- Idaho -- Shoshone County -- Clarkia,46.990725,-116.276135,CH_FleenerD_007,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/553,553,554.jp2,/lcheritage/image/554.jp2,lcheritage553
Fleener family photo,"A photograph of the Fleener family. Names read as subjects appear, left to right, front to back: Fleener, Juanita Kay; Fleener, Phillip; Fleener, Timothy Paul; Fleener, Marva Joyce; Fleener, Loyal Ivan; Fleener, Craig Loyal.","Briney, Skip",Dusty Fleener,Joyce Fleener family photo album,1969-01-01,Yes,families; holidays; houses,United States -- Idaho -- Latah County -- Moscow,46.789007,-117.032004,CH_FleenerD_003,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/554,554,555.jp2,/lcheritage/image/555.jp2,lcheritage554
Dustin and Shannen Fleener at birthday party,"Dustin Fleener sits in front of his birthday cake, while Shannen Fleener stands beside him for Dustin's 2nd birthday.","Fleener, Joyce",Dusty Fleener,Joyce Fleener family photo album,1985-08-28,,children; birthdays; parties (events),United States -- Idaho -- Latah County -- Moscow,46.789175,-117.032015,CH_FleenerD_018,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/555,555,556.jp2,/lcheritage/image/556.jp2,lcheritage555
Shannen Fleener's 2nd birthday,Shannen Fleener sits in front of her teddy bear birthday cake for her 2nd birthday.,"Cappellen, Edna",Dusty Fleener,Joyce Fleener family photo album,1982-01-01,Yes,portraits; birthday; children; party,United States -- Idaho -- Latah County -- Moscow,46.789326,-117.03206,CH_FleenerD_014,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/556,556,557.jp2,/lcheritage/image/557.jp2,lcheritage556
Timothy Paul Fleener snowmobiling,Tim Fleener snowmobiling in Idaho.,,Dusty Fleener,Joyce Fleener family photo album,1982-01-01,Yes,portraits; outdoors; forests; snowmobiles; sports,United States -- Idaho -- Latah County -- Moscow,46.803161,-116.867219,CH_FleenerD_008,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/557,557,558.jp2,/lcheritage/image/558.jp2,lcheritage557
Vernon and Alice Briney 50th anniversary,"Friends gathered for the 50th Anniversary celebration for Vernon and Alice Briney (Marva Joyce Fleener's parents). The party was the same day as the Mount St. Helens eruption. Names read as subjects appear, left to right: Fleener,  Timothy Paul; Fleener,  Marva Joyce; Betts, Alma.",,Dusty Fleener,Joyce Fleener family photo album,1980-05-18,,group portraits; anniversary,United States -- Idaho -- Kootenai County -- Hayden,47.743929,-116.802656,CH_FleenerD_016,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/558,558,559.jp2,/lcheritage/image/559.jp2,lcheritage558
Vernon and Alice Briney 50th anniversary [2],Vernon and Alice Briney posing for photos in front of their cake at their 50th anniversary celebration.,,Dusty Fleener,Joyce Fleener family photo album,1980-05-18,,marriage; rural communities; parties,United States -- Idaho -- Kootenai County -- Hayden,47.743445,-116.800403,CH_FleenerD_019,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/559,559,560.jp2,/lcheritage/image/560.jp2,lcheritage559
Carol and Christy Fleener,Carol and Christy Fleener pose for a photograph.,,Dusty Fleener,Joyce Fleener family photo album,1985-01-01,Yes,group portraits; children,United States -- Idaho -- Latah County -- Moscow,46.789218,-117.031892,CH_FleenerD_006,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/560,560,561.jp2,/lcheritage/image/561.jp2,lcheritage560
Dustin Fleener,Portrait of Dustin Fleener as an infant.,"Fleener, Joyce",Dusty Fleener,Joyce Fleener family photo album,1983-01-01,Yes,portraits; children; childhood,United States -- Idaho -- Latah County -- Moscow,46.789563,-117.032308,CH_FleenerD_004,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/561,561,562.jp2,/lcheritage/image/562.jp2,lcheritage561
Portrait of Timothy Paul Fleener,Tim Fleener pre-Willie Nelson's performance at the ASUI Kibbie Dome in 1977.,,Dusty Fleener,Joyce Fleener family photo album,1977-01-01,Yes,portraits; performance,United States -- Idaho -- Latah County -- Moscow,46.788632,-117.031756,CH_FleenerD_012,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/562,562,563.jp2,/lcheritage/image/563.jp2,lcheritage562
Dora Otter Fleener,Portrait of Dora Otter Fleener wearing a red dress and flowered corsage.,,Dusty Fleener,Joyce Fleener family photo album,1978-01-01,Yes,local histories; women; clothing; churches,United States -- Idaho -- Latah County -- Moscow,46.789617,-117.031401,CH_FleenerD_005,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/563,563,564.jp2,/lcheritage/image/564.jp2,lcheritage563
Estes Road and rail line,Estes Road from the Fleener property looking southeast from present day home. The rail line in the background was functional at the time. The pond has since been filled in by Loyal Ivan Fleener.,,Dusty Fleener,Joyce Fleener family photo album,1967-01-01,Yes,landscape; snow; winter; homestead,United States -- Idaho -- Latah County -- Moscow,46.788133,-117.032175,CH_FleenerD_134,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/564,564,565.jp2,/lcheritage/image/565.jp2,lcheritage564
Fleener family dogs,"Deafy (nickname, derived from a Latin name from a character in Marva Joyce Fleener's childhood Latin textbook) and Tabitha.",,Dusty Fleener,Joyce Fleener family photo album,1967-01-01,Yes,animals; farming; buildings (structures),United States -- Idaho -- Latah County -- Moscow,46.789898,-117.031508,CH_FleenerD_135,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/565,565,566.jp2,/lcheritage/image/566.jp2,lcheritage565
Tim and Phillip Fleener at Selway,Tim and Phillip Fleener exploring the area on the Selway trip.,,Dusty Fleener,Joyce Fleener family photo album,1970-01-01,Yes,forests; holidays; families,United States -- Idaho -- Idaho County -- Elk City,46.044301,-115.283736,CH_FleenerD_136,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/566,566,567.jp2,/lcheritage/image/567.jp2,lcheritage566
Loree Fleener and Loyal Fleener,Loree and Loyal Fleener as children with unknown Fleener family dog.,,Dusty Fleener,Joyce Fleener family photo album,1938-01-01,Yes,group portraits; children; animals,United States -- Washington -- Whitman County -- Estes Road,46.794917,-117.041544,CH_FleenerD_137,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/567,567,568.jp2,/lcheritage/image/568.jp2,lcheritage567
Loyal Ivan Fleener,Loyal Ivan Fleener custom farming during high school years with unknown dog.,,Dusty Fleener,Joyce Fleener family photo album,1945-01-01,Yes,tractors; farming; fields; animals,United States -- Idaho -- Latah County -- Moscow,46.791075,-117.033528,CH_FleenerD_138,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/568,568,569.jp2,/lcheritage/image/569.jp2,lcheritage568
Fleener family portrait,"Family portrait with """"The Fleener Seven."""" Names read as subjects appear, left to right, front to back: Fleener, Loree; Fleener, Dora Otter; Fleener, Ansel; Fleener, Loyal Ivan; Fleener, Jeanette; Fleener, Johnny; Fleener, Sam; Fleener, Bonnie; Fleener, Glenda.",,Dusty Fleener,Joyce Fleener family photo album,1941-01-01,Yes,group portraits; families,United States -- Idaho -- Latah County -- Moscow,46.794944,-117.041462,CH_FleenerD_139,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/569,569,570.jp2,/lcheritage/image/570.jp2,lcheritage569
Craig Fleener in football gear,Portrait of Craig Fleener as a Moscow High School football player.,,Dusty Fleener,Joyce Fleener family photo album,1972-01-01,Yes,portraits; sport; football; fields; outdoors,United States -- Idaho -- Latah County -- Moscow,46.789992,-117.031017,CH_FleenerD_140,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/570,570,571.jp2,/lcheritage/image/571.jp2,lcheritage570
Ansel Fleener,Ansel Fleener sits reading in a chair.,,Dusty Fleener,Joyce Fleener family photo album,1960-01-01,Yes,portraits; rural communities' literaries,United States -- Idaho -- Latah County -- Moscow,46.791629,-117.034806,CH_FleenerD_141,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/571,571,572.jp2,/lcheritage/image/572.jp2,lcheritage571
Ansel and Loyal Fleener,Ansel Fleener and his son Loyal atop a tractor.,,Dusty Fleener,Joyce Fleener family photo album,1945-01-01,Yes,tractors; farming; children; workers; work,United States -- Idaho -- Latah County -- Moscow,46.792367,-117.034952,CH_FleenerD_142,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/572,572,573.jp2,/lcheritage/image/573.jp2,lcheritage572
Unknown child,Unknown child's first birthday. The toddler stands beside a table on which a birthday cake with a single candle sits.,,Dusty Fleener,Joyce Fleener family photo album,1930-01-01,Yes,families; parties; childhood; homestead,United States -- Idaho -- Latah County -- Moscow,46.794701,-117.042144,CH_FleenerD_143,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/573,573,574.jp2,/lcheritage/image/574.jp2,lcheritage573
Marion and Bertha Rosenfelt with Alice and Vernon Briney,"Marion and Bertha Rosenfelt pose for a photo with Alice and Vernon Briney. Marion and Alice were brother and sister. The photo was taken at Fleener farm, located on Estes Road in Moscow, Idaho.",,Dusty Fleener,Joyce Fleener family photo album,1955-01-01,Yes,families; farming; automobiles; clothing,United States -- Idaho -- Latah County -- Moscow,46.789547,-117.031256,CH_FleenerD_144,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/574,574,575.jp2,/lcheritage/image/575.jp2,lcheritage574
Loyal Fleener in a wagon,"Loyal Fleener as a youth, riding in a wagon.",,Dusty Fleener,Joyce Fleener family photo album,1930-01-01,Yes,childhood; children; wagons,United States -- Idaho -- Latah County -- Moscow,46.789493,-117.031634,CH_FleenerD_146,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/575,575,576.jp2,/lcheritage/image/576.jp2,lcheritage575
Marva Joyce Briney,Marva Joyce Briney as a youth. An older Model Ford AA can be seen in the background.,,Dusty Fleener,Joyce Fleener family photo album,1930-01-01,Yes,children; automobiles; forests; clothing,United States -- Idaho -- Kootenai County -- Coeur d'Alene,47.690594,-116.744401,CH_FleenerD_147,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/576,576,577.jp2,/lcheritage/image/577.jp2,lcheritage576
Juanita Kay Fleener as a child,Juanita Kay Fleener in a dress made by Alice Briney. Juanita was adopted by Marva Joyce and Loyal Ivan Fleener from Korea via the Holt Adoption Agency.,,Dusty Fleener,Joyce Fleener family photo album,1969-01-01,Yes,portraits; children,United States -- Idaho -- Latah County -- Moscow,46.789251,-117.031394,CH_FleenerD_148,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/577,577,578.jp2,/lcheritage/image/578.jp2,lcheritage577
Joyce and Dustin Fleener,Joyce Fleener holding Dustin Fleener.,"Fleener, Loyal Ivan",Dusty Fleener,Joyce Fleener family photo album,1983-01-01,yes,portraits; children,United States -- Idaho -- Latah County -- Moscow,46.790078,-117.031661,CH_FleenerD_017,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/578,578,579.jp2,/lcheritage/image/579.jp2,lcheritage578
Ansel Fleener sits reading,Ansel Fleener sits at a table reading. A turkey can be seen either on a placemat or a table cloth in front of him.,,Dusty Fleener,Joyce Fleener family photo album,1960-01-01,Yes,holidays; literaries; homemakers,United States -- Idaho -- Latah County -- Moscow,46.789309,-117.031852,CH_FleenerD_145,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/579,579,580.jp2,/lcheritage/image/580.jp2,lcheritage579
Timothy Paul Fleener on snowmobile,Tim Fleener snowmobiling in Idaho.,,Dusty Fleener,Joyce Fleener family photo album,1982-01-01,Yes,portraits; outdoors; forests; snowmobiles; sports,United States -- Idaho -- Latah County -- Moscow,46.802011,-116.868516,CH_FleenerD_009,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/580,580,581.jp2,/lcheritage/image/581.jp2,lcheritage580
Timothy Paul Fleener dressed as Willie Nelson,Tim Fleener dressed for Willie Nelson's performance at the ASUI Kibbie Dome in 1977.,,Dusty Fleener,Joyce Fleener family photo album,1977-01-01,Yes,portraits; performance,United States -- Idaho -- Latah County -- Moscow,46.789817,-117.031603,CH_FleenerD_013,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/581,581,582.jp2,/lcheritage/image/582.jp2,lcheritage581
Phillip Fleener on tractor,Phil Fleener atop TD6 International Harvester tractor. Note previous owner's modification of adding a turbocharger to the top of the tractor's hood. Palouse farmers would modify tractors that were orignally intended for flat land farming to adapt them for the rolling hills. Barber Engineering dry fertilizer spreader in background.,,Dusty Fleener,Joyce Fleener family photo album,1980-01-01,Yes,portraits; tractor; farming,United States -- Idaho -- Latah County -- Moscow,46.789574,-117.031909,CH_FleenerD_011,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/582,582,583.jp2,/lcheritage/image/583.jp2,lcheritage582
Timothy Paul Fleener on tractor,Tim Fleener atop TEREX tractor.,,Dusty Fleener,Joyce Fleener family photo album,1982-01-01,Yes,portraits; tractor; construction,United States -- Idaho -- Latah County -- Moscow,46.79138,-117.025794,CH_FleenerD_010,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/583,583,584.jp2,/lcheritage/image/584.jp2,lcheritage583
Timothy Paul Fleener on tractor [2],"Tim Fleener atop TEREX tractor. Grain silos, """"Chief,"""" and transport augers in background were similar to models that Loyal Fleener, Craig Fleener and Tim Fleener built around Idaho for Ed Christiansen of Moscow, Idaho. Ed used areas of Fleener property to stage silos and augors for assembly. The combine shed on present day Fleener property also came from Ed Christiansen. White and green steel fertilizer tank that is also in background came from Don Costello who owned Empire Farm Chemicals in Moscow, Idaho.",,Dusty Fleener,Joyce Fleener family photo album,1982-01-01,yes,tractors; farming; farmers; pets (domestic animals),United States -- Idaho -- Latah County -- Moscow,46.791242,-117.029311,CH_FleenerD_020,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/584,584,585.jp2,/lcheritage/image/585.jp2,lcheritage584
Fleener combine at harvest,"Gleaner MH2 Combine. Loyal Fleener never did buy an MH combine, waited for the MH2 combines to come out. Two varieties of wheat planted in rows, creating the patterns in the background of the field - 1 red awned wheat, 1 white awned wheat. Estes Warehouse and  in background.",,Dusty Fleener,Joyce Fleener family photo album,1978-01-01,Yes,combines; harvesting; farming; farmers; farming equipment,United States -- Idaho -- Latah County -- Moscow,46.788629,-117.030694,CH_FleenerD_021,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/585,585,586.jp2,/lcheritage/image/586.jp2,lcheritage585
Dustin Fleener and stuffed animal,"Dustin Fleener at Edna Cappellan's home. Edna was Juanita Fleener's close friend, prior to Juanita's death in 1989.","Cappellen, Edna",Dusty Fleener,Joyce Fleener family photo album,1985-01-01,Yes,portraits; children,United States -- Idaho -- Latah County -- Moscow,46.776743,-117.023442,CH_FleenerD_015,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/586,586,587.jp2,/lcheritage/image/587.jp2,lcheritage586
Fleener combine,MH2 Combine at harvest.,,Dusty Fleener,Joyce Fleener family photo album,1982-01-01,Yes,combines; harvesting; farming; farmers; farming equipment,United States -- Idaho -- Latah County -- Moscow,46.792108,-117.029852,CH_FleenerD_023,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/587,587,588.jp2,/lcheritage/image/588.jp2,lcheritage587
Fleener combines in the fields at harvest,MH2 Combines at harvest.,,Dusty Fleener,Joyce Fleener family photo album,1982-01-01,Yes,combines; harvesting; farming; farmers; farming equipment,United States -- Idaho -- Latah County -- Moscow,46.791707,-117.02918,CH_FleenerD_024,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/588,588,589.jp2,/lcheritage/image/589.jp2,lcheritage588
Motor Bike Race,Tim Fleener and possibly Stanley Hawley racking bikes at the Clarkia Fossil Bowl.,,Dusty Fleener,Joyce Fleener family photo album,1983-01-01,Yes,group portraits; motocross; race; bikes; forest,United States -- Idaho -- Shoshone County -- Clarkia,46.989238,-116.276658,CH_FleenerD_025,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by Donor. For more information, please contact University of Idaho Library, Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image;Stillimage,image/jpg,Photograph,eng,,,2017-05-10,2017-05-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lcheritage/id/589,589,590.jp2,/lcheritage/image/590.jp2,lcheritage589
