objectid,title,description,date,date is approximate?,creator,subject,latitude,longitude,donor,digital collection,source,finding aid,identifier,rights,rightsstatement,format original,type,format,language,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path
priestlake246,Spill dam at Torelle Falls,"View of the spill dam at Torelle Falls on Priest River, Idaho. Donated by Viv Beardmore through Priest Lake Museum. Date: 1912",1912,y,,falls;rivers;winter,48.178417,-116.998966,Viv Beardmore through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-06-29,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/246,246,320.jp2,/priestlake/image/320.jp2
priestlake296,Splitting shingles at CCC headquarters,Two men working to split shingles at CCC headquarters. Donated by Red Gasterneau through Priest Lake Museum.,1942,,,workers;construction;building;lumber;civillian conservation corps;ccc,48.566973,-116.934078,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-45,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/296,296,366.jp2,/priestlake/image/366.jp2
priestlake361,Spring team,Spring team pulling a wagon. Donated by Dewey Huot through Priest Lake Museum.,1926,y,,horses;wagons (cargo vehicles);mountains,48.480111,-116.844771,Dewey Huot through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-11-21,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/361,361,82.jp2,/priestlake/image/82.jp2
priestlake82,Steamboat Banshee,Steamboat Banshee. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.,1910,y,,shores (landforms);boats;mountains,48.537913,-116.92013,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-12,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/82,82,173.jp2,/priestlake/image/173.jp2
priestlake4,Steamboat Kaniksu,Steamboat Kaniksu. Donated by Harriet (Klein) Allen through Priest Lake Museum.,1922,y,,boats;lakes (bodies of water);mountains,48.480272,-116.851498,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-35,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/4,4,102.jp2,/priestlake/image/102.jp2
priestlake5,Steamboat Kaniksu at dock,Steamboat Kaniksu sitting at a dock. Donated by Harriet (Klein) Allen through Priest Lake Museum.,1922,y,,boats;docks;steamboat,48.480499,-116.851369,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-33,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,7x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/5,5,103.jp2,/priestlake/image/103.jp2
priestlake217,Steamboat Tyee,"Side view of the steamboat Tyee on Priest Lake, Idaho. Donated by Russ Bishop through Priest Lake Museum.",1939,y,,lakes (bodies of water);boats;steamboat,48.481468,-116.851986,Russ Bishop through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-05-06,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,7x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/217,217,295.jp2,/priestlake/image/295.jp2
priestlake174,Steamboat Tyee at dock,"The steamboat Tyee tied up at the dock. Coolin, Idaho.",1932,,,docks;lakes (bodies of water);boats;steamboats,48.480517,-116.851399,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-26-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/174,174,256.jp2,/priestlake/image/256.jp2
priestlake64,Steamboat Tyee at Marina,View of the steamboat Tyee sitting at a marina. Donated by Paul Weber through Priest Lake Museum.,1922,y,,boats;marinas;lake;water;steamboat,48.480367,-116.85138,Paul Weber through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-19-03,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/64,64,157.jp2,/priestlake/image/157.jp2
priestlake214,Steamboat Tyee II,The steamboat Tyee II tied up at a dock. Donated by Russ Bishop through Priest Lake Museum.,1950,,,docks;lakes (bodies of water);boats,48.480744,-116.85077,Russ Bishop through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-05-04,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,7x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/214,214,292.jp2,/priestlake/image/292.jp2
priestlake101,Steamboat Tyee II under construction,The steamboat Tyee II while it is under construction. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.,1944,,,boats;construction;steamboat,48.480871,-116.849079,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-20,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/101,101,190.jp2,/priestlake/image/190.jp2
priestlake224,Steamboat Tyee pulling log boom,"View of steamboat Tyee pulling a log boom on Priest Lake, Idaho. Donated by Russ Bishop through Priest Lake Museum.",1945,y,,boats;lakes (bodies of water);logging;logs;timber,48.493167,-116.854641,Russ Bishop through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-05-13,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,7 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/224,224,300.jp2,/priestlake/image/300.jp2
priestlake340,Steamboat W. W. Slee,Steamboat W. W. Slee alongside a barge. Donated by Harriet (Klein) Allen through Priest Lake Museum.,1920,y,,lakes (bodies of water);boats;mountains,48.493797,-116.853161,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-14,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/340,340,63.jp2,/priestlake/image/63.jp2
priestlake350,Steamboat W. W. Slee near beach,The steamboat W. W. Slee near the beach. People can be seen on the beach and on the boat. Donated by Harriet (Klein) Allen through Priest Lake Museum.,1900,y,,boats;lakes (bodies of water);people;steamboat,48.475588,-116.871207,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-19,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/350,350,72.jp2,/priestlake/image/72.jp2
priestlake352,Steamboat W. W. Slee near beach,The steamboat W. W. Slee near the beach. People can be seen on the boat and along the shore. Lookout Mountain is in the background. Donated by Harriet (Klein) Allen through Priest Lake Museum.,1900,y,,boats;lakes (bodies of water);mountains;shores;people,48.740056,-116.842861,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-20,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/352,352,74.jp2,/priestlake/image/74.jp2
priestlake91,"Steamboat W. W. Slee on Priest Lake, Idaho","People on the steamboat W. W. Slee on Priest Lake, Idaho. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.",1900,y,,boats;lakes (bodies of water);mountains,48.506013,-116.885304,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-16,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/91,91,181.jp2,/priestlake/image/181.jp2
priestlake96,"Steamboat W. W. Slee tied up at dock. Coolin, Idaho.","The steamboat W. W. Slee tied up at a dock in Coolin, Idaho. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.",1916,,,boats;docks;steamboat,48.480146,-116.851729,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-18,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/96,96,186.jp2,/priestlake/image/186.jp2
priestlake9,Steamboat W. W. Slee under construction,Steamboat W.W. Slee under construction. Donated by Harriet (Klein) Allen through Priest Lake Museum.,1935,y,,construction;boats;steamboats;boating,48.496442,-116.891044,Harriet (Klein) Allen through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-41,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/9,9,107.jp2,/priestlake/image/107.jp2
priestlake58,"Steamboats W. W. Slee and Kaniksu at Lion Head, Priest Lake, Idaho.","View of steamboats W. W. Slee and Kaniksu at Lion Head in Priest Lake, Idaho.",1910,y,,shores (landforms);boats;mountains,48.742291,-116.833602,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-18-07,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,7 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/58,58,151.jp2,/priestlake/image/151.jp2
priestlake263,Tarp roof,Tarp roof on a CCC camp building. Donated by Red Gasterneau through Priest Lake Museum.,1935,y,,construction;ccc;roof;civillian convservation corps,48.571511,-116.919311,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-17,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/263,263,336.jp2,/priestlake/image/336.jp2
priestlake142,Teams digging out hill for new Leonard Paul store,"A team of horses digging out the hill for a new Leonard Paul store. Coolin, Idaho. Donated by Marjorie Paul Roberts via Priest Lake Museum.",1925,y,,workers;construction;horses,48.48356,-116.84656,Marjorie Paul Roberts via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-36,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/142,142,227.jp2,/priestlake/image/227.jp2
priestlake144,Teams pulling sand down to marina,"A team of horses pulling sand down to the marina area from Leonard Paul store. Coolin, Idaho. Donated by Marjorie Paul Roberts via Priest Lake Museum.",1926,y,,horses;shores (landforms);beach;sand;workers,48.481333,-116.84697,Marjorie Paul Roberts via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-37,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/144,144,229.jp2,/priestlake/image/229.jp2
priestlake145,"Temp Kerr, Scotty Winslow, Leo Bruno and Staton Finch","Temp Kerr, Scotty Winslow, Leo Bruno and Staton Finch posing in an automobile in Nordman, Idaho. The Brunos came to Nordman in October 1946. Donated by Dorothy Bruno through Priest Lake Museum.",1947,y,,automobiles;people;men,48.633928,-116.946035,Dorothy Bruno through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-04-08,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/145,145,23.jp2,/priestlake/image/23.jp2
priestlake268,Tent frames,Frames without tent walls. Donated by Red Gasterneau through Priest Lake Museum.,1935,y,,camps (temporary settlements);civilian conservation corps;ccc;tents,48.571538,-116.919379,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-20,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/268,268,340.jp2,/priestlake/image/340.jp2
priestlake241,Tents and rowboat near shore,"Tents and rowboat along the shore. Priest Lake, Idaho.",1938,y,,tents (portable buildings);boats;camping,48.49225,-116.890025,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-06-24,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,7x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/241,241,316.jp2,/priestlake/image/316.jp2
priestlake292,Tents at Kalispell Bay,"View of tents at the Kalispell Bay Blister Rust Control (BRC) camp. Priest Lake, Idaho. Donated by Red Gasterneau through Priest Lake Museum.",1959,,,tents (portable buildings);camps (temporary settlements);blister rust,48.559844,-116.925244,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-41,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/292,292,362.jp2,/priestlake/image/362.jp2
priestlake90,The Fish Family,The Fish family on wooden walkway in front of cabins. Donated by Stan McClung through Priest Lake Museum.,1910,y,,families;cabins (houses);homestead,48.570177,-116.916997,Stan McClung through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-21-05,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/90,90,180.jp2,/priestlake/image/180.jp2
