file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,standardized-rights,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid
,Resettlement Program Aids Farm Families in Idaho,Cascade News,Article stating that about 2600 farm families in Idaho are being helped by federal resettlement programs.,1937-06-04,,,,resettlment programs; agriculture; soil conservation; public assistance and relief,McCall Public Library,Ada County;Boise,43.550529,-116.111685,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1937_06_04,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1597,1597,1598.pdf,/cccidaho/image/1598.pdf,cccidaho1597
,Big Fight Card Scheduled for Saturday Night,Cascade News,Article previewing the upcoming fight card scheduled for Saturday night at the Thunder Mountain grounds in Cascade.,1938-07-22,,,,recreation and entertainment; race and ethnicity; boxing; Camp Garden Valley; Camp Warm Lake,McCall Public Library,Valley County;Cascade,44.513661,-116.035149,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_07_22a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1598,1598,1599.pdf,/cccidaho/image/1599.pdf,cccidaho1598
,Cascade Nine Wins from Warm Lake,Cascade News,"Recap of Cascade's victory over Warm lake CCC camp at Warm Lake, Cascade retained a perfect record with a 13-6 win.",1938-07-22,,,,Camp Cascade; Camp Warm Lake; recreation and entertainment,McCall Public Library,Valley County;Warm Lake,44.654611,-115.669505,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_07_22b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1599,1599,1600.pdf,/cccidaho/image/1600.pdf,cccidaho1599
,Is Blowing Up,Cascade News,"Editorial about how the New Deal has not helped, in fact, it has hurt America.",1938-07-22,,,,Franklin D. Roosevelt; Idaho politics; New Deal,McCall Public Library,Valley County;Cascade,44.513846,-116.036876,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_07_22c,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1600,1600,1601.pdf,/cccidaho/image/1601.pdf,cccidaho1600
,"Harry L. Hopkins, WPA administrator, disclosed total works progress administration employment",Cascade News,"Collection of national news items from the Associated Press, including eliminating intercommerce barriers, WPA employment and the Secretary of Labor's plans for a nationwide rehabilitation program.",1938-07-29,,,,Works Progress Administration; employment,McCall Public Library,Valley County;Cascade,43.60051,-116.226626,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_07_29a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1601,1601,1602.pdf,/cccidaho/image/1602.pdf,cccidaho1601
,Drop That Ax!,Cascade News,Political cartoon about the unemployment problem in the country.,1938-07-29,,,,unemployment,McCall Public Library,Valley County;Cascade,44.519633,-116.044909,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_07_29b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1602,1602,1603.pdf,/cccidaho/image/1603.pdf,cccidaho1602
,We Go Down Hill Alone,Cascade News,Editorial about the new depression in the United States that has not affected the business state as much.,1938-08-19,,,,economy,McCall Public Library,Valley County;Cascade,44.518997,-116.049316,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_08_19a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1603,1603,1604.pdf,/cccidaho/image/1604.pdf,cccidaho1603
,Giddy App!!,Cascade News,Political cartoon about America's road to economic recovery.,1938-08-19,,,,economy,McCall Public Library,Valley County;Cascade,44.512115,-116.043462,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_08_19b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1604,1604,1605.pdf,/cccidaho/image/1605.pdf,cccidaho1604
,"Jobless Expenditures Climb, Says Parson",Cascade News,Announcement from Secretary of the State Chamber of Commerce L.F. Parsons that Idaho's relief population has increased 14.9 percent and relief expenditures gained 9.18 per cent.,1938-10-28,,,,unemployment,McCall Public Library,Ada County;Boise,43.635261,-116.269629,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_10_28a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1605,1605,1606.pdf,/cccidaho/image/1606.pdf,cccidaho1605
,PWA Jobs in Idaho Being Pushed by Regional Office,Cascade News,Article explaining that PWA jobs in the Northwest are beginning to be constructed quickly.,1938-10-28,,,,Public Works Administration; employment programs,McCall Public Library,Oregon;Multnomah County;Portland,45.471836,-122.62698,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_10_28b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1606,1606,1607.pdf,/cccidaho/image/1607.pdf,cccidaho1606
,Field Supervisors are Appointed for Idaho,Cascade News,Announcement stating that 10 more field supervisors will be implemented in Idaho due to increased demands for the Farm Security Administration from farmers who are unable to acquire credit.,1938-10-28,,,,Farm Security Administration,McCall Public Library,Valley County;Cascade,43.626672,-116.323884,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_10_28c,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1607,1607,1608.pdf,/cccidaho/image/1608.pdf,cccidaho1607
,Idaho Primitive Area Enlarged,Cascade News,"Column about the 145,000 acre increase to the 'Idaho Primitive Area,' a 1,232,744 acre plot that is being conserved.",1937-07-09,,,,Idaho Primitive Area; Indian Creek; Pistol Creek; Payette National Forest; Middle Fork of the Salmon River; Idaho National Forest,McCall Public Library,"Valley County;Payette National Forest;McCall, Idaho",45.146178,-114.721159,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1937_07_09,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1608,1608,1609.pdf,/cccidaho/image/1609.pdf,cccidaho1608
,Idahoans Elect Republican for Their Governor,Cascade News,"Article about the recent 1938 general elections, in which Whitehead and Bottolfsen were elected on the Republican ticket.",1938-12-03,,,,Idaho politics,McCall Public Library,Ada County;Boise,43.627309,-116.334173,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_12_03,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1609,1609,1610.pdf,/cccidaho/image/1610.pdf,cccidaho1609
,Work Begins on 63 Idaho PWA Projects,Cascade News,Article about the beginning of work on 63 projects which totalled expenditures of about $3.8 million.,1938-12-30,,,,Public Works Administration; employment programs,McCall Public Library,Oregon;Multnomah County;Portland,45.466058,-122.592648,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1938_12_30,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1610,1610,1611.pdf,/cccidaho/image/1611.pdf,cccidaho1610
,Largest Share of WPA Funds are Spent in 1936,Cascade News,"Column about WPA expenditures, especially spending in 1936, when the WPA put forth over $23 million.",1939-01-06,,,,Public Works Administration; employment programs,McCall Public Library,Ada County;Boise,43.666056,-116.205222,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_01_06,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1611,1611,1612.pdf,/cccidaho/image/1612.pdf,cccidaho1611
,Forests Cannot be Santa Claus Offical Advises,Cascade News,"Article about how America's forests may not be able to be used for Christmas trees anymore, due to timber shortages in the nation's forests.",1939-02-03,,,,forestry and forest practices,McCall Public Library,Valley County;Cascade,43.651072,-116.303593,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_02_03,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1612,1612,1613.pdf,/cccidaho/image/1613.pdf,cccidaho1612
,The Bigger Blow,Cascade News,Political cartoon about public opinion's role in scaring radicals.,1939-02-10,,,,politics,McCall Public Library,Valley County;Cascade,44.527525,-116.045441,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_02_10,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1613,1613,1614.pdf,/cccidaho/image/1614.pdf,cccidaho1613
,Valley Legislator Believes Relief is Biggest Job,Cascade News,Announcement that relief is the biggest problem facing the country today and that other program appropriations can wait.,1939-02-17,,,,politics; public assistance and relief,McCall Public Library,Valley County;Cascade,44.505899,-116.023493,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_02_17,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1614,1614,1615.pdf,/cccidaho/image/1615.pdf,cccidaho1614
,M-G-M Starts Filming Picture at Sylvan Beach; Valley County to Benefit from Big Payrolls,Cascade News,"Column about the filming of the upcoming, 'Northwest Passage' film in McCall.",1939-07-07,,,,entertainment; economy,McCall Public Library,"Valley County;McCall, Idaho",44.956611,-116.095434,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_07_07,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1615,1615,1616.pdf,/cccidaho/image/1616.pdf,cccidaho1615
,Worst Mormon Cricket Outbreak in Years Affects Twelve States,Cascade News,"Column about the worst Mormon cricket outbreak in history, an outbreak that affected 12 states due to heavy cricket migrations.",1937-07-23,,,,agriculture; pest and predator control,McCall Public Library,Ada County;Boise,43.533626,-116.24871,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1937_07_23a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1616,1616,1617.pdf,/cccidaho/image/1617.pdf,cccidaho1616
,Tuberculosis Cases Make Alarming Increase in Idaho Over Previous Year,Cascade News,Column about the increase of tuberculosis cases in Idaho to 139 afflicted.,1937-07-23,,,,injury and illness; public health,McCall Public Library,Ada County;Boise,43.677003,-116.276041,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1937_07_23b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1617,1617,1618.pdf,/cccidaho/image/1618.pdf,cccidaho1617
,"Over $50,000 Yearly for Idaho Wildlife Restoration",Cascade News,"Article about a federal wildlife restoration program, which will fund Idaho nearly $50,000 a year so the state can carry out an extensive fish and game program.",1937-09-17,,,,wildlife and wildlife management,McCall Public Library,Valley County;Cascade,44.522502,-116.048389,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1937_09_17,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1618,1618,1619.pdf,/cccidaho/image/1619.pdf,cccidaho1618
,MGM Makes Progress on Scene of Unit One,Cascade News,"Column about how Unit No. 1, the group featuring the principal stars, is nearly done with filming of 'Northwest Passage.'",1939-07-14,,,,entertainment; economy; Native Americans,McCall Public Library,"Valley County;McCall, Idaho",44.90108,-116.106511,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_07_14,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1619,1619,1620.pdf,/cccidaho/image/1620.pdf,cccidaho1619
,Youths Interested in CCC Enrollment Should Contact Public Assistance Office Immediately,Cascade News,Article outlining the positives that can come from enrolling youths in the CCC.,1939-09-01,,,,youth programs; employment,McCall Public Library,Valley County;Cascade,44.502669,-116.038916,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_09_01b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1620,1620,1621.pdf,/cccidaho/image/1621.pdf,cccidaho1620
,"Payette National Forest's Worst Fire in Five Years Cost $40,000 to Subdue",Cascade News,"Summation of the Payette National Forest's most recent fire, a disastrous blaze cause by a railroad spark that destroyed 6,000 acres before it was put under control, 48 hours after it started.",1939-09-08,,,,firefighting and prevention; forest fires,McCall Public Library,"Valley County;Payette National Forest;McCall, Idaho",44.085722,-116.128512,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_09_08,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1621,1621,1622.pdf,/cccidaho/image/1622.pdf,cccidaho1621
,Problems Common to Farmers Probed at FSA Meeting,Cascade News,"Recap of a Farm Security Administration meeting in Seaside, Oregon, in which officials discussed ways to keep American farmers secured on their land.",1939-09-15,,,,agriculture; Farm Security Administration; New Deal,McCall Public Library,Oregon;Clatsop County;Seaside,45.992147,-123.907608,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_09_15,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1622,1622,1623.pdf,/cccidaho/image/1623.pdf,cccidaho1622
,Congress Faces These Problems,Cascade News,"Graphic depicting problems congress faces, including debt limit, agricultural issues, defense spending and commerce.",1940-01-05,,,,economy; agriculture; national defense; commerce,McCall Public Library,Valley County;Cascade,44.510518,-116.038983,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_01_05a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1623,1623,1624.pdf,/cccidaho/image/1624.pdf,cccidaho1623
,"Well, Well, Look Who's Here",Cascade News,"Political cartoon depicting the year 1940 as a child who brings new elements to Mrs. America such as progress and peace, foreign-'ism' cleaner, business expansion and aids for government economy.",1940-01-05,,,,New Deal; politics,McCall Public Library,Valley County;Cascade,44.505123,-116.037289,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_01_05b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1624,1624,1625.pdf,/cccidaho/image/1625.pdf,cccidaho1624
,Plans to Establish Winter Sports Area Near Cascade Approach Extinction for Lack of Suitable Location,Cascade News,Article about the delay in construction of a recreational sports area near Cascade.,1940-01-12,,,,politics,McCall Public Library,Valley County;Cascade,44.483206,-115.998664,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_01_12a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1625,1625,1626.pdf,/cccidaho/image/1626.pdf,cccidaho1625
,Loans to Farmers Accomplish Much FSA Men Report,Cascade News,"Announcement that a new Farm Security Program, one that increases the net worth of farm families with supervised credit, has been implemented to over 4,930 Idaho farm families.",1939-07-21,,,,agriculture; New Deal; Farm Security Administration; farm labor camps,McCall Public Library,Valley County;Cascade,44.510084,-116.042713,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1939_07_21,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1626,1626,1627.pdf,/cccidaho/image/1627.pdf,cccidaho1626
,Not Solved Yet; Socialism Begins to Hurt,Cascade News,"Two editorial columns, the first about the first old-age retirement payments from the government, the second about issues with the Tennessee Valley Authority.",1940-01-12,,,,Social Security; Tennessee Valley Authority,McCall Public Library,Valley County;Cascade,44.503621,-116.029192,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_01_12b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1627,1627,1628.pdf,/cccidaho/image/1628.pdf,cccidaho1627
,Death Claims Senator Borah,Cascade News,"Front page article about the death of Idaho governor William E. Borah, the 'Lion of Idaho.'",1940-01-19,,,,William Borah; politics,McCall Public Library,Valley County;Cascade,44.519066,-116.048452,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_01_19,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1628,1628,1629.pdf,/cccidaho/image/1629.pdf,cccidaho1628
,Body of Youth Drowned at McCall Recovered Friday,Cascade News,"Announcement that the body of young William Brennan, a CCC enrollee who drowned in Payette Lake, was found by a searching party under 225 feet of water.",1940-02-02,,,,death,McCall Public Library,"Valley County;McCall, Idaho;Payette Lake",44.91332,-116.096495,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_02_02,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1629,1629,1630.pdf,/cccidaho/image/1630.pdf,cccidaho1629
,"$700,000 Appropriated for Cascade Dam; Funds Now Available for Actual Construction which will Begin Sometime After July 1",Cascade News,"Cover story about the planned construction of the Cascade dam, which will cost around $1.2 million.",1940-02-16,,,,Cascade Dam; New Deal,McCall Public Library,Valley County;Cascade,44.525996,-116.038078,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_02_16,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1630,1630,1631.pdf,/cccidaho/image/1631.pdf,cccidaho1630
,FSA Loans Benefit Many Farm Families in Valley County,Cascade News,"Column about FSA loans that have been given to farm families in need, totalling over $26,000.",1940-03-01,,,,agriculture; New Deal; Farm Security Administration,McCall Public Library,Valley County;Cascade,44.519203,-116.04439,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_03_01,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1631,1631,1632.pdf,/cccidaho/image/1632.pdf,cccidaho1631
,"Cascade Dam to get $1,100,000; Project to Begin as Soon as Funds are Released",Cascade News,Cover story about a $1.1 million appropriation to be signed off on by the president that will allow construction of the Cascade reservoir.,1940-05-17,,,,Cascade Dam; New Deal,McCall Public Library,Valley County;Cascade,44.514955,-116.033678,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_05_17a,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1632,1632,1633.pdf,/cccidaho/image/1633.pdf,cccidaho1632
,Cascade-Yellowpine Road to Open as Forest Crews Clear Path: Motorists Warned to Use Caution Until Surface Dries,Cascade News,"Announcement that the forest service and Stibnite mine crew have recently plowed open the Big Creek and Warm Lake summits, allowing for travel out of the Yellowpine, Warm Lake, Stibnite and Big Creek settlements.",1940-05-17,,,,firefighting and prevention; forest service; roads and road building,McCall Public Library,Valley County;Big Creek,45.131571,-115.341488,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_05_17b,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1633,1633,1634.pdf,/cccidaho/image/1634.pdf,cccidaho1633
,"40,000 Ponderosa Rine Planted Near Banks",Cascade News,"Column about the recent planting of over 40,000 Ponderosa pine trees by Garden Valley CCC crews on 55 acres of burned land in the North Fork Canyon.",1940-05-17,,,,reforestation; forestry and forest practices,McCall Public Library,Valley County;Cascade,44.930325,-116.019059,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_05_17c,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1634,1634,1635.pdf,/cccidaho/image/1635.pdf,cccidaho1634
,The Snag,Cascade News,"Political cartoon criticizing the government's planned economy, saying that it could hurt the public.",1940-05-17,,,,politics; New Deal; economy,McCall Public Library,Valley County;Cascade,44.510826,-116.039491,newspaper article,Civilian Conservation Corps in Idaho,application/pdf,McCall 1940_05_17d,text,McCall Public Library,eng,"In Copyright - Educational Use Permitted. . For more information, please contact University of Idaho Library Special Collections and Archives at libspec@uidaho.edu.",http://rightsstatements.org/vocab/NKC/1.0/,,2017-05-11,2017-05-11,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/1635,1635,1636.pdf,/cccidaho/image/1636.pdf,cccidaho1635
