title,creator,date,description,subject,location,location-lcsh,latitude,longitude,source,identifier,publisher,digital collection,holding institution,collection website,Language,date digital,type,format,rights,rightsstatement,digitization specifications,filename,OCLC number,Date created,Date modified,Reference URL,cdm-id,CONTENTdm file name,CONTENTdm file path,object-id
School For Rivitors [01] (Installation of turbines and generators),"Pomeroy, F.B.",1/21/1941,Men appear to be playing a game while on break.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Installation of turbines and generators,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.408722,-119.508622,"PG 94, Box 1, Installation of Turbines and Generators, 3 7614",94-3-7614,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054656,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1064,1064,1170.jp2,/crbproj/image/1170.jp2,crbp1064
School For Rivitors [02] (Installation of turbines and generators),"Pomeroy, F.B.",1/21/1941,Three workers at smelter,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Installation of turbines and generators,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.955392,-118.988292,"PG 94, Box 1, Installation of Turbines and Generators, 3 7613",94-3-7613,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055693,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1072,1072,1178.jp2,/crbproj/image/1178.jp2,crbp1072
Scroll Case In Place (Installation of turbines and generators),"Fuller, H.W.",2/15/1943,View of pit 6 showing scroll case in place. Photo taken from crane,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Installation of turbines and generators,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.959374,-118.973801,"PG 94, Box 1, Installation of Turbines and Generators, 3 11029",94-3-11029,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055162,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1016,1016,1122.jp2,/crbproj/image/1122.jp2,crbp1016
Shaft For Shasta Generator Being Lifted (Installation of turbines and generators),United States. Army. Corps of Engineers.,7/15/1942,Shaft for Shasta generator being lifted preparatory to seating upright in operating position for construction of rotor,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Installation of turbines and generators,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.960315,-118.974853,"PG 94, Box 1, Installation of Turbines and Generators, 3 10400",94-3-10400,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054719,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1026,1026,1132.jp2,/crbproj/image/1132.jp2,crbp1026
Stator Being Moved Into Place (Installation of turbines and generators),"Fuller, H.W.",5/22/1943,"Stator and bracket assembly for main unit L-6, weighing 335 tons, being lifted into its permanent position in bay 6. Two travelling cranes, with a lifting capacity of 375 tons each, are shown carrying the unit from its temporary point of assembly, between main units L-2 and L-3.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Installation of turbines and generators,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.959344,-118.973844,"PG 94, Box 1, Installation of Turbines and Generators, 3 11233",94-3-11233,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055125,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1025,1025,1131.jp2,/crbproj/image/1131.jp2,crbp1025
Worker Using Micrometer (Installation of turbines and generators),"Fuller, H.W.",5/26/1943,Workman using a micrometer on L-6 scroll case bolts after tightening.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Installation of turbines and generators,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.955665,-118.987185,"PG 94, Box 1, Installation of Turbines and Generators, 3 11244",94-3-11244,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055195,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1019,1019,1125.jp2,/crbproj/image/1125.jp2,crbp1019
Workers Install Scrollcase (Installation of turbines and generators),"Fuller, H.W.",11/9/1950,"Bureau workmen Stretching bolts on scroll case in east powerhouse at Grand Coulee Dam, Left to right; Walt Scott and Robert Bush",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Installation of turbines and generators,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.959363,-118.974262,"PG 94, Box 1, Installation of Turbines and Generators, 3 23051",94-3-23051,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055677,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1018,1018,1124.jp2,/crbproj/image/1124.jp2,crbp1018
Applying Oil (Powerhouse construction),"Pomeroy, F.B.",3/25/1949,"Terrazzo machine man applying linseed oil and turpentine to floor and base of Unit L-1, elevation 991, West Powerhouse. This oil is floated for at least six hours before being removed.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County,United States--Washington--Grant County,47.958803,-118.994862,"PG 94, Box 1, Powerhouse Construction,3 18761",94-3-18761,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055116,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1140,1140,1246.jp2,/crbproj/image/1246.jp2,crbp1140
Concrete Placement In Powerhouse (Powerhouse construction),United States. Army. Corps of Engineers.,1/20/1939,Men working inside powerhouse,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.961522,-118.97422,"PG 94, Box 1, Powerhouse Construction, 3 4755",94-3-4755,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055224,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1127,1127,1233.jp2,/crbproj/image/1233.jp2,crbp1127
Construction Of The R-1 Scroll Case (Powerhouse construction),"Pomeroy, F.B.",8/17/1948,Progress view of the stage of construction on the R-1 scroll case.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.961511,-118.97411,"PG 94, Box 1, Powerhouse Construction, 3 17703",94-3-17703,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055689,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1126,1126,1232.jp2,/crbproj/image/1232.jp2,crbp1126
East Powerhouse Foundation [01] (Powerhouse construction),"Pomeroy, F.B.",1/25/1941,View of the east powerhouse foundation with Grand Coulee in the background.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.961566,-118.97466,"PG 94, Box 1, Powerhouse Construction, 2 4060",94-2-4060,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055747,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1131,1131,1237.jp2,/crbproj/image/1237.jp2,crbp1131
East Powerhouse Foundation [02] (Powerhouse construction),"Pomeroy, F.B.",8/7/1941,Progress photos of the East Powerhouse as of date.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.961577,-118.97477,"PG 94, Box 1, Powerhouse Construction, 2 4483",94-2-4483,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055120,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1134,1134,1240.jp2,/crbproj/image/1240.jp2,crbp1134
Installing Reinforcing Steel (Powerhouse construction),"Pomeroy, F.B.",8/16/1949,"Feeder Canal. Specs. 2586. J.A. Terteling and Sons Inc., Contractors. This photograph was taken on the extreme west end of the Electric City Storage Yard. The sub-contractor, the Steel Construction Co., who have the contract with J.A. Terteling and Sons for furnishing and installing reinforcing steel is fabricating concrete support blocks for the reinforcing steel. In the left center of this photo are forms for 6' blocks and right center are forms for 2 3/4' blocks. The contractor will fill these forms with a mix of 2 1/2 of sand to 1 cement, then, after this has partially set, the blocks are cut up into desired sizes.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Electric City,United States--Washington--Grant County--Electric City,47.942818,-119.021437,"PG 94, Box 1, Powerhouse Construction, 3 19976",94-3-19976,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055221,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1133,1133,1239.jp2,/crbproj/image/1239.jp2,crbp1133
Laying Plywood For Pour In West Powerhouse (Powerhouse construction),"Roderick, J.D.",6/17/1949,"Residency No. 3, Specifications 2329, Unit R-3, Second Stage Concrete, Barrel Pour No. 9 to Elevation 977.0 and Pour No. 10 Elevation 978.87 Slab, Right Powerhouse. June 17, 1949. Contractor: Morrison-Knudsen Company, Inc. and Peter Kiewit Sons' Company. View looking down on Elevation 977.0, Barrel pour No. 9 completed to elevation 977.0 and carpenters laying plywood for ceiling of pour No. 10, Elevation 978.87 Slab. Work performed after the carpenters returned to work June 13, 1949.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.959611,-118.97611,"PG 94, Box 1, Powerhouse Construction,3 19421",94-3-19421,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055134,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1138,1138,1244.jp2,/crbproj/image/1244.jp2,crbp1138
Lowering Tube (Powerhouse construction),"Pomeroy, F.B.",1/2/1940,Lowering tube for placement in outlet works at elevation 1137.,Dam construction--Washington (State)--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.957208,-118.975142,"PG 94, Box 1, Powerhouse Construction, 3 5537",94-3-5537,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054673,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1165,1165,1271.jp2,/crbproj/image/1271.jp2,crbp1165
Outlet Tube Gate (Powerhouse construction),"Robinson, H.C.",2/29/1940,Outlet tube gate construction,Dam construction--Washington (State)--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.956791,-118.977352,"PG 94, Box 1, Powerhouse Construction, 3 5736",94-3-5736,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054639,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1166,1166,1272.jp2,/crbproj/image/1272.jp2,crbp1166
Penstock Liner (Powerhouse construction),"Robinson, H.C.",1/10/1940,East side of Penstock liner. Man inside liner gives scale.,Dam construction--Washington (State)--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.959363,-118.974499,"PG 94, Box 1, Powerhouse Construction, 3 5577",94-3-5577,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055681,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1168,1168,1274.jp2,/crbproj/image/1274.jp2,crbp1168
Pit #7 In West Powerhouse (Powerhouse construction),"Pomeroy, F.B.",2/14/1941,Looking up from pit #7 in West Powerhouse--natural illumination,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.959601,-118.97601,"PG 94, Box 1, Powerhouse Construction,2 3976",94-2-3976,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055660,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1137,1137,1243.jp2,/crbproj/image/1243.jp2,crbp1137
Powerhouse And Transformer Deck (Powerhouse construction),"Pomeroy, F.B.",4/28/1942,View of East Powerhouse and transformer deck with outlet tubes in background.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.961601,-118.97423,"PG 94, Box 1, Powerhouse Construction, 2 4312",94-2-4312,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054668,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1132,1132,1238.jp2,/crbproj/image/1238.jp2,crbp1132
Powerhouse Bays (Powerhouse construction),"Pomeroy, F.B.",2/23/1942,Bays 1-2 and 3 in East Powerhouse.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.961501,-118.97423,"PG 94, Box 1, Powerhouse Construction, 3 9838",94-3-9838,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054682,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1125,1125,1231.jp2,/crbproj/image/1231.jp2,crbp1125
Powerhouse Equipment (Powerhouse construction),United States. Army. Corps of Engineers.,9/9/1940,Close up view of unidentified equipment,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.956871,-118.977352,"PG 94, Box 1, Powerhouse Construction, 2 3898",94-2-3898,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055155,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1167,1167,1273.jp2,/crbproj/image/1273.jp2,crbp1167
Reinforcing Steel In Powerhouse (Powerhouse construction),"Robinson, H.C.",10/7/1940,General view of reinforcing steel at East Powerhouse base,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.961555,-118.97455,"PG 94, Box 1, Powerhouse Construction, 3 7087",94-3-7087,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055197,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1130,1130,1236.jp2,/crbproj/image/1236.jp2,crbp1130
Station Service From Balcony (Powerhouse construction),"Pomeroy, F.B.",8/1/1940,"The two 14,000 h.p. station-service turbines at the left powerhouse are embedded in concrete to elevation 951, the generator floor level.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.959622,-118.97622,"PG 94, Box 1, Powerhouse Construction,3 6705",94-3-6705,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054705,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1139,1139,1245.jp2,/crbproj/image/1245.jp2,crbp1139
Transformer Deck (Powerhouse construction),"Pomeroy, F.B.",12/29/1941,Transformer deck at East Powerhouse,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;;Powerhouse construction,Washington;Grant County;Grand Coulee Dam,United States--Washington--Grant County--Grand Coulee Dam,47.961588,-118.97488,"PG 94, Box 1, Powerhouse Construction, 3 9627",94-3-9627,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055639,8/17/2010,2/22/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1135,1135,1241.jp2,/crbproj/image/1241.jp2,crbp1135
