title,dates,start_date,end_date,year span,description,person of interest,document type,publisher,subject,location,file type,identifier_old,identifier,source,type,format,rightsstatement,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Pansy Jensen Folder,1962-01-14/1973-05-16,1962-01-14,1973-05-16,1962 - 1973,19 pages of family history documents containing and related to Pansy Jensen Scheline; Roseberry; Norwood; Long Valley - including: News articles; index; Oral History;,Pansy Jensen Scheline; Roseberry; Norwood; Long Valley,oral histories;newspaper clippings;,Long Valley Advocate;,Ranch; 4H Programs; Pioneer,Cascade,Family History Files,Jensen-Pansy,Jensen-Pansy,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/36,36,131.pdf,/mccall/image/131.pdf,mccall36
Hal and Dorothy Irwin Folder,1961-06-01,1961-06-01,,1961 - 1961,1 page of family history documents containing and related to Hal Irwin; Dorothy Irwin - including: photograph,Hal Irwin; Dorothy Irwin,photographs;,,Musician; Music,,Family History Files,Irwin-Hal-and-Dorothy,Irwin-Hal-and-Dorothy,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/37,37,132.pdf,/mccall/image/132.pdf,mccall37
Ben & Stella Johnson Folder,1956-08-16,1956-08-16,,1956 - 1956,7 pages of family history documents containing and related to Benjamin T. Johnson; Stella M. Standfish Johnson; Lloyd Johnson; Fay Johnson; - including: wedding anniversary; obit; photograph,Benjamin T. Johnson; Stella M. Standfish Johnson; Lloyd Johnson; Fay Johnson;,obituary;photographs;anniversary announcement;,,Swedish; Pioneer; Oil Dealer,Long Valley; McCall,Family History Files,Johnson-Ben-and-Stella,Johnson-Ben-and-Stella,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/38,38,133.pdf,/mccall/image/133.pdf,mccall38
Ken Johnson Folder,1976-04-19/2008-07-30,1976-04-19,2008-07-30,1976 - 2008,42 pages of family history documents containing and related to Ken Johnson; Naoma Johnson; Little Ski Hill; - including: Oral History; Centennial Birthday Article (Star News 7/30/2008); Index;,Ken Johnson; Naoma Johnson; Little Ski Hill;,oral histories;newspaper clippings;,Star News;,Forest Service; Brown's Tie and Lumber Mill; Wake Island Prisoner of War,McCall,Family History Files,Johnson-Ken,Johnson-Ken,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/39,39,134.pdf,/mccall/image/134.pdf,mccall39
Peter Johnson Folder,1988-12-11/2014-02-13,1988-12-11,2014-02-13,1988 - 2014,7 pages of family history documents containing and related to Peter T. Johnson; - including: Payette Lake; Bonneville Power administrator; Trus Joist Exec; obit,Peter T. Johnson;,obituary;,,Administrator for Bonneville Power; Sculptor; Payette Lake Water Quality,McCall; Payette Lake,Family History Files,Johnson-Peter,Johnson-Peter,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/40,40,135.pdf,/mccall/image/135.pdf,mccall40
Grace Munro Jones Folder,1919-03-15/1987-03-15,1919-03-15,1987-03-15,1919 - 1987,34 pages of family history documents containing and related to Grace Munro Jones; - including: Sheep industry in Weiser; Oral history; sheep ranching; index,Grace Munro Jones;,oral histories;,,Sheep Rancher; Cuddy Mountain,Cambridge,Family History Files,Jones-Grace-Munro,Jones-Grace-Munro,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/41,41,136.pdf,/mccall/image/136.pdf,mccall41
Dave Kalange Folder,1995-05-13,1995-05-13,,1995 - 1995,2 pages of family history documents containing and related to Dave Kalange - including: McCall kayaker; Star News article,Dave Kalange,newspaper clippings;,Star News;,Architect; Kayaker; World Traveler,McCall,Family History Files,Kalange-Dave,Kalange-Dave,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/42,42,137.pdf,/mccall/image/137.pdf,mccall42
Andrea Ann Kane Folder,1994-07-14/1995-08-17,1994-07-14,1995-08-17,1994 - 1995,7 pages of family history documents containing and related to Andrea Ann Kane - including: crime; car chase; news articles,Andrea Ann Kane,newspaper clippings;,,Crime; High Speed Chase,Long Valley; New Meadows,Family History Files,Kane-Andrea-Ann,Kane-Andrea-Ann,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/43,43,138.pdf,/mccall/image/138.pdf,mccall43
Joe Kasper Folder,1958-07-19/1995-05-31,1958-07-19,1995-05-31,1958 - 1995,8 pages of family history documents containing and related to Joseph Wm Kasper; Edith Elizabeth Ann Roberts Kasper; Margaret Kasper; R. Gordon Mills - including: memorial; obits; photographs,Joseph Wm Kasper; Edith Elizabeth Ann Roberts Kasper; Margaret Kasper; R. Gordon Mills,obituary;photographs;,,Browns Tie and Lumber Mill; Millwright,Bahamas,Family History Files,Kasper-Joe-Edith-Margaret-G,Kasper-Joe-Edith-Margaret-G,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/44,44,139.pdf,/mccall/image/139.pdf,mccall44
John J. Jr. and Sally Allen Folder,1987-11-04/1995-03-08,1987-11-04,1995-03-08,1987 - 1995,50 pages of family history documents containing and related to John J Allen Jr; Sally Allen - including: Mayor Allen; Oral History,John J Allen Jr; Sally Allen,oral histories;,,McCall Mayor; Judge; Congressman; Obituary,"Oakland, CA; McCall",Family History Files,Allen-John-J-Jr-and-Sally,Allen-John-J-Jr-and-Sally,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/45,45,14.pdf,/mccall/image/14.pdf,mccall45
Marion Kerby Folder,1976-04-12/1994-11-16,1976-04-12,1994-11-16,1976 - 1994,29 pages of family history documents containing and related to Marion B. Kerby; Cascade; Francis Edmund Kerby - including: Mother of the Year in 1958; Oral History; News articles; obit,Marion B. Kerby; Cascade; Francis Edmund Kerby,oral histories;obituary;newspaper clippings;,,Nova Scotian; Teacher; Logging,Cascade,Family History Files,Kerby-Marion,Kerby-Marion,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/46,46,140.pdf,/mccall/image/140.pdf,mccall46
Dr. Susan Kerr Folder,1930-01-01/1994-05-25,1930-01-01,1994-05-25,1930 - 1994,42 pages of family history documents containing and related to Dr. Susan Bruder Kerr; Warren; Edna Bruder; Johnny Kerr; Tommy Kerr; Nelle Tobias - including: Oral history; osteopathic physician; index;,Dr. Susan Bruder Kerr; Warren; Edna Bruder; Johnny Kerr; Tommy Kerr; Nelle Tobias,oral histories;,,Doctor,Long Valley; McCall,Family History Files,Kerr-Dr-Susan,Kerr-Dr-Susan,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/47,47,141.pdf,/mccall/image/141.pdf,mccall47
Carl Kerrick Folder,1993-10-28,1993-10-28,,1993 - 1993,1 page of family history documents containing and related to Carl Kerrick - including: Star News article,Carl Kerrick,newspaper clippings;,Star News;,Attorney; Judge,McCall,Family History Files,Kerrick-Carl,Kerrick-Carl,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/48,48,142.pdf,/mccall/image/142.pdf,mccall48
Mary Kessler Folder,1943-12-29,1943-12-29,,1943 - 1943,11 page of family history documents containing and related to Mary Kessler; Molly of the Mountains; Mrs. Bill Kessler; Charles Willey May; Aunt Molly Warm Springs - including: Memoir by Ruth T. Knight with poem by Mary Kessler; index,Mary Kessler; Molly of the Mountains; Mrs. Bill Kessler; Charles Willey May; Aunt Molly Warm Springs,,,Pioneer; Hunter; Trapper; Aviation,,Family History Files,Kessler-Mary,Kessler-Mary,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/49,49,143.pdf,/mccall/image/143.pdf,mccall49
William Killen Folder,1989-09-09,1989-09-09,,1989 - 1989,3 pages of family history documents containing and related to Bill Killen; Attorney; McCall Mayor - including: Statesman news article re State Personnel Commission,Bill Killen; Attorney; McCall Mayor,newspaper clippings;,Idaho Statesman;,Attorney;State Commissioner,McCall,Family History Files,Killen-William,Killen-William,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/50,50,144.pdf,/mccall/image/144.pdf,mccall50
Hank Knowles Folder,1981-10-01,1981-10-01,,1981 - 1981,5 pages of family history documents containing and related to Hank Knowles; Prisoner of War from McCall - including: Statesman news article,Hank Knowles; Prisoner of War from McCall,newspaper clippings;,Idaho Statesman;,Navy; World War II; Prisoner of War in Wake Island and Japan,,Family History Files,Knowles-Hank,Knowles-Hank,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/51,51,145.pdf,/mccall/image/145.pdf,mccall51
Matt & Flora Koskella Folder,1995-07-01,1995-07-01,,1995 - 1995,1 page of family history documents containing and related to Matt Koskella; Flora Koskella - including: Star News article of Finnish homesteaders' 100 year old ranch south of Donnelly; Flora a teacher,Matt Koskella; Flora Koskella,newspaper clippings;,Star News;,Finnish; Farming; Agriculture,Donnelly,Family History Files,Koskella-Matt-and-Flora,Koskella-Matt-and-Flora,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/52,52,146.pdf,/mccall/image/146.pdf,mccall52
Arvie & Ingrid Koskie Folder,1955-05-01/1980-06-17,1955-05-01,1980-06-17,1955 - 1980,24 pages of family history documents containing and related to Ingrid Koskie; Arvie Koskie; Wayne A. Koskie - including: Oral History; index; obituary; Finnish; storekeeper/teacher,Ingrid Koskie; Arvie Koskie; Wayne A. Koskie,oral histories;obituary;,,Finnish; Logging; Teacher,Donnelly,Family History Files,Koskie-Arvie-and-Ingrid,Koskie-Arvie-and-Ingrid,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/53,53,147.pdf,/mccall/image/147.pdf,mccall53
Larry Jarvis Folder,1993-12-15,1993-12-15,,1993 - 1993,2 pages of family history documents containing and related to Larry Jarvis; Thelma Jarvis - including: Finnish; Long Valley Advocate News article,Larry Jarvis; Thelma Jarvis,newspaper clippings;,Long Valley Advocate;,Finnish; Pioneer; Cattle Ranching,Long Valley,Family History Files,Jarvis-Larry,Jarvis-Larry,"McCall Public Library Family Records Collection, held in the Idaho Room at the library. (<a href='https://www.mccall.id.us/departments/library' target='_blank' rel='noopener'>https://www.mccall.id.us/departments/library</a>)",Text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,,,2016-10-28,2016-10-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/54,54,148.pdf,/mccall/image/148.pdf,mccall54
