title,opponent,abbreviation,sport,date,year,location,stadium,latitude,longitude,score,notes,identifier,original collection,digital collection,publisher,rights,standardized rights,format-original,format,type,duration,digital preservation filename,id number,disc number,youtube-id,reference url,cdm-id,object-id
"University of Idaho vs. Boise State University (Football), 11/21/1992",Boise State University,"Boise, IDSt",Football,1992-11-21,1992,"Boise, ID",Bronco Stadium,43.602798,-116.195833,62 - 16 (W),Wide version,"UG64-Boise, IDSt1992-1_25",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:34:49,"UG64-Boise, IDSt1992-1_25.avi",1_25,25,vubear4JMOY,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/126,126,vandalvideo126
"University of Idaho vs. University of Nevada, Las Vegas, NV (Football), 10/07/1978","University of Nevada, Las Vegas, NV",UNLV,Football,1978-10-07,1978,"Las Vegas, NV","Las Vegas, NV Silver Bowl",36.086389,-115.016667,14 - 53 (L),Offense-Defense-Offense-Defense,UG64-UNLV1978-1_80,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:46:10,UG64-UNLV1978-1_80.avi,1_80,80,kfCGEqWkJBc,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/127,127,vandalvideo127
"University of Idaho vs. Boise State University (Football), 11/26/1977",Boise State University,"Boise, IDSt",Football,1977-11-26,1977,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,14 - 44 (L),,"UG64-Boise, IDSt1977-1_9",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:25:09,"UG64-Boise, IDSt1977-1_9.avi",1_9,9,AgENIfWRSXE,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/128,128,vandalvideo128
"University of Idaho vs. University of Nevada, Las Vegas, NV (Football), 10/07/1978","University of Nevada, Las Vegas, NV",UNLV,Football,1978-10-07,1978,"Las Vegas, NV","Las Vegas, NV Silver Bowl",36.086389,-115.016667,14 - 53 (L),,UG64-UNLV1978-1_81,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:44:45,UG64-UNLV1978-1_81.avi,1_81,81,s2R5CfNJ-tE,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/129,129,vandalvideo129
"University of Idaho vs. University of Northern Illinois (Football), 09/20/1969",University of Northern Illinois,UNoIll,Football,1969-09-20,1969,"Dekalb, IL",Huskie Stadium,41.933889,-88.777778,30 - 47 (L),,UG64-UNoIll1969-1_82,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:20:25,UG64-UNoIll1969-1_82.avi,1_82,82,IAPnTCZ3SKI,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/130,130,vandalvideo130
"University of Idaho vs. University of Idaho State University (Basketball), 02/11/1978",Idaho State University,IdST-bb,Basketball,1978-02-11,1978,"Moscow, ID",Memorial Gymnasium,46.726389,-117.018056,84 - 82 (W),,UG64-IdST-bb1978-1_36,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:33:06,UG64-IdST-bb1978-1_36.avi,1_36,36,YKPSoMf_kIk,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/131,131,vandalvideo131
"University of Idaho vs. Boise State University (Football), 11/22/1997",Boise State University,"Boise, IDSt",Football,1997-11-22,1997,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,23 - 30 (L),Special plays version,"UG64-Boise, IDSt1997-1_31",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:55:54,"UG64-Boise, IDSt1977-1_31.avi",1_31,31,Ycs4WDCM1Bo,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/132,132,vandalvideo132
"University of Idaho vs. Ohio University (Football), 09/16/1972",Ohio University,Ohio,Football,1972-09-16,1972,"Moscow, ID",Idaho Stadium,46.726113,-117.015671,17 - 14 (W),,UG64-Ohio1972-1_37,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:38:27,UG64-Ohio1972-1_37.avi,1_37,37,isBqfp87hHE,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/133,133,vandalvideo133
"University of Idaho vs. Boise State University (Football), 11/20/1993",Boise State University,"Boise, IDSt",Football,1993-11-20,1993,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,49 - 16 (W),Wide version,"UG64-Boise, IDSt1993-1_27",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:24:02,"UG64-Boise, IDSt1993-1_27.avi",1_27,27,W5M9v1HLd4w,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/134,134,vandalvideo134
"University of Idaho vs. Ohio University (Football), 09/25/1976",Ohio University,Ohio,Football,1976-09-25,1976,"Athens, OH",Penden Stadium,39.321111,-82.102778,0 - 35 (L),,UG64-Ohio1976-1_39,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:26:05,UG64-Ohio1976-1_39.avi,1_39,39,5YbreG6sIoE,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/135,135,vandalvideo135
"University of Idaho vs. Central Michigan University  (Football), 09/12/1987",Central Michigan University,CentMI,Football,1987-09-12,1987,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,18 - 30 (L),,UG64-CentMI1987-1_34,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:27:01,UG64-CentMI1987-1_34.avi,1_34,34,Dhn1NIu-2pY,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/136,136,vandalvideo136
"University of Idaho vs. Boise State University (Football), 11/23/1991",Boise State University,"Boise, IDSt",Football,1991-11-23,1991,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,28 - 24 (W),Wide version,"UG64-Boise, IDSt1991-1_23",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,2:34:40,"UG64-Boise, IDSt1991-1_23.avi",1_23,23,KYJRPLUCn4g,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/137,137,vandalvideo137
"University of Idaho vs. Boise State University (Football), 11/21/1992",Boise State University,"Boise, IDSt",Football,1992-11-21,1992,"Boise, ID",Bronco Stadium,43.602798,-116.195833,62 - 16 (W),Tight version,"UG64-Boise, IDSt1992-1_26",Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:14:43,"UG64-Boise, IDSt1992-1_26.avi",1_26,26,V6CqFcp3GvE,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/138,138,vandalvideo138
"University of Idaho vs. Arizona State University (Football), 10/13/1956",Arizona State University,AzST,Football,1956-10-13,1956,"Moscow, ID",Neale Stadium,46.726113,-117.015671,0 - 41 (L),,UG64-AzST1956-1_2,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:33:23,UG64-AzST1956-1_2.avi,1_2,2,8Gs8B_FhqAg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/139,139,vandalvideo139
"University of Idaho vs. Central Michigan University  (Football), 09/13/1986",Central Michigan University,CentMI,Football,1986-09-13,1986,"Mount Pleasant, MI",Kelly/Shorts Stadium,43.5775,-84.770833,21 - 34 (L),,UG64-CentMI1986-1_33,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,5:58:39,UG64-CentMI1986-1_33.avi,1_33,33,qfe-Jm3d0_o,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/140,140,vandalvideo140
"University of Idaho vs. University of Northern Illinois (Football), 09/20/1969",University of Northern Illinois,UNoIll,Football,1969-09-20,1969,"Dekalb, IL",Huskie Stadium,41.933889,-88.777778,30 - 47 (L),,UG64-UNoIll1969-1_83,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:40:16,UG64-UNoIll1969-1_83.avi,1_83,83,4EH8ON5lfIY,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/141,141,vandalvideo141
"University of Idaho vs. University of Oregon (Football), 10/29/1966",University of Oregon,UOre,Football,1966-10-29,1966,"Boise, ID",Bronco Stadium,43.602798,-116.195833,7 - 28 (L),,UG64-UOre1966-1_92,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:14:34,UG64-UOre1966-1_92.avi,1_92,92,s9AR5V4e5lc,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/142,142,vandalvideo142
"University of Idaho vs. University of Northern Illinois (Football), 11/22/1975",University of Northern Illinois,UNoIll,Football,1975-11-22,1975,"Moscow, ID",Kibbie Dome,46.726113,-117.015671,25 - 24 (W),,UG64-UNoIll1975-1_86,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,2:55:16,UG64-UNoIll1975-1_86.avi,1_86,86,MiZuqnIsZXQ,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/143,143,vandalvideo143
"University of Idaho vs. University of Oregon (Football), 10/09/1948",University of Oregon,UOre,Football,1948-10-09,1948,"Moscow, ID",Neale Stadium,46.726113,-117.015671,8 - 15 (L),,UG64-UOre1948-1_90,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:30:42,UG64-UOre1948-1_90.avi,1_90,90,l3UCmLXUhOY,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/144,144,vandalvideo144
"University of Idaho vs. University of Oregon (Football), 10/19/1968",University of Oregon,UOre,Football,1968-10-19,1968,"Eugene, OR",Autzen Stadium,44.058333,-123.068611,8 - 23 (L),Disc 1,UG64-UOre1968-1_93,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:16:27,UG64-UOre1968-1_93.avi,1_93,93,RT1Vy0Bv2Ow,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/145,145,vandalvideo145
"University of Idaho vs. University of Northern Illinois (Football), 10/14/1972",University of Northern Illinois,UNoIll,Football,1972-10-14,1972,"Moscow, ID",Idaho Stadium,46.726113,-117.015671,31 - 13 (W),,UG64-UNoIll1972-1_84,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,2:31:40,UG64-UNoIll1972-1_84.avi,1_84,84,kO_kxFLtLok,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/146,146,vandalvideo146
"University of Idaho vs. University of Northern Illinois (Football), 11/16/1974",University of Northern Illinois,UNoIll,Football,1974-11-16,1974,"Dekalb, IL",Huskie Stadium,41.933889,-88.777778,21 - 27 (L),,UG64-UNoIll1974-1_85,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:40:17,UG64-UNoIll1974-1_85.avi,1_85,85,JqYSPkcJLMI,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/147,147,vandalvideo147
"University of Idaho vs. University of Oregon (Football), 11/05/1938",University of Oregon,UOre,Football,1938-11-05,1938,"Eugene, OR",Hayward Field,44.04225,-123.07067,6 - 19 (L),,UG64-UOre1938-1_87,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,0:28:34,UG64-UOre1938-1_87.avi,1_87,87,fBiGxvcwRkI,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/148,148,vandalvideo148
"University of Idaho vs. University of the Pacific (Football), 10/17/1970",University of the Pacific,UPac,Football,1970-10-17,1970,"Pullman, WA",Autzen Stadium,44.058333,-123.068611,10 - 17 (L),,UG64-UPac1970-1_97,Original Collection consisted of a series of 16mm Film reels.  This collection was digitized and put on DVD by Graham Warger in 2011. The DVD collection is referred to as the Collection on Vandal Training and Scouting Films - nwda-db.orbiscascade.org/findaid/ark:/80444/xv56115,Vandal Video Collection - Vandal Training and Scouting Films http://www.lib.uidaho.edu/digital/vandalvideo/,University of Idaho Digital Initiatives http://www.lib.uidaho.edu/digital/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu and University of Idaho Athletic Department.",http://rightsstatements.org/page/InC-EDU/1.0/?language=en,16mm Film,video/avi,Image;MovingImage,1:31:39,UG64-UPac1970-1_97.avi,1_97,97,BKDblJkPZ7I,http://digital.lib.uidaho.edu:80/cdm/ref/collection/vandalvideo/id/149,149,vandalvideo149
