title,creator,date,description,subject,location,region,latitude,longitude,source,identifier,publisher,digital collection,holding institution,collection website,Language,date digital,type,format,rights,rights (standardized),digitization specifications,filename,OCLC number,Date created,Date modified,Reference URL,cdm-id,CONTENTdm file name,CONTENTdm file path,object-id
Installation of turbines and generators--lowering the thrust,"Fuller, H.W.",1943-03-23,Part of the assembly of thrust bearing for generator Shasta L-8 being lowered into position,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955588,-118.985388,"PG 94, Box 1, Installation of Turbines and Generators, 3 11099",94-3-11099,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054636,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1049,1049,1155.jp2,/crbproj/image/1155.jp2,crbproj155
Installation of turbines and generators--lowering tubine,"Pomeroy, F.B.",1942-10-15,"Col. Basin Proj., Grand Coulee Dam.--Lowering the turbine runner for the No. 1 Shasta Dam generator, of 75,000 kw. Capacity, moved to Grand Coulee Dam with another machine of like size to expedite delivery of new power to Pacific Coast war industries. The wheel is seen as it is entering the well at el. 979. The weight of the runner with its 41 1/2' shaft is about 85 tons.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955708,-118.987775,"PG 94, Box 1, Installation of Turbines and Generators, 3 10737",94-3-10737,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055707,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1021,1021,1127.jp2,/crbproj/image/1127.jp2,crbproj127
Installation of turbines and generators--lowring a shaft into place [01],"Pomeroy, F.B.",1941-06-04,Men sighting through bolt holes to line them up as 74 ton shaft is lowered into place.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955378,-118.988537,"PG 94, Box 1, Installation of Turbines and Generators, 3 8589",94-3-8589,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055235,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1024,1024,1130.jp2,/crbproj/image/1130.jp2,crbproj130
Installation of turbines and generators--lowring a shaft into place [02],"Pomeroy, F.B.",1941-06-04,Lower face is shaft to water wheel--upper face is 74 ton shaft connecting to rotor shaft. Shaft above is being lowered into place. The two faces are being carefully cleaned and inspected to insure perfect union. There does not dare be any metal dust or grit. Faces are oiled.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955464,-118.987958,"PG 94, Box 1, Installation of Turbines and Generators, 3 8590",94-3-8590,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054659,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1023,1023,1129.jp2,/crbproj/image/1129.jp2,crbproj129
Installation of turbines and generators--man wipes wicket gates [01],"Pomeroy, F.B.",1947-06-28,"Wicket gates for L-8 turbine resting on generator deck. Mr. H.R. Ramm, U.S.B.R. cleaning and inspecting shafts",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955594,-118.985214,"PG 94, Box 1, Installation of Turbines and Generators, 3 16134",94-3-16134,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055699,2010-08-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1345,1345,1346.jp2,/crbproj/image/1346.jp2,crbproj451
Installation of turbines and generators--man wipes wicket gates [02],"Pomeroy, F.B.",1947-06-28,"Huge wicket gates stored on generator deck is wiped off by H.R. Ramm, U.S.B.R. foreman.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.956029,-118.987329,"PG 94, Box 1, Installation of Turbines and Generators, 3 16135",94-3-16135,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054645,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1037,1037,1143.jp2,/crbproj/image/1143.jp2,crbproj143
Installation of turbines and generators--men carry bolts,"Fuller, H.W.",1942-12-29,"Bolts and nuts weighing 193 pounds, couple the sections of the shafts for the two 75,000 kilowatt Shasta generators being installed in the Grand Coulee Dam left powerhouse. The bolts are five inches in diameter and 25 inches long. Each section of the two part shaft is provided with a flange, in which 16 holes have been bored. The bolts will be inserted in these openings, and the nuts, weighing 37 pounds each, attached. To tighten these, a huge steel wrench, three feet long, turned by the blows from a heavy sledge hammer, will be used. Before being seated, the bolts will be cooled to 80 below zero, and shrunk, in a compartment filled with dry ice. While in their contracted form, they will be inserted in the openings in the flanges of the shaft. When their temperature again rises and matches that of the surrounding atmosphere, the fit will be as near perfect as engineers are able to make it.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955529,-118.98828,"PG 94, Box 1, Installation of Turbines and Generators, 3 10940",94-3-10940,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054650,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1022,1022,1128.jp2,/crbproj/image/1128.jp2,crbproj128
Installation of turbines and generators--needle valve on base,"Fuller, H.W.",1944-11-24,"An 84-inch needle valve being placed on erection base in bay R-5 of the right powerhouse at Grand Coulee Dam. Eight of these needle valves, transferred from Boulder Dam, are being temporarily installed in the turbine pits by use of steel reducers (elbows) joining the valve with the 18-foot in diameter penstock tubes. A portion of the stream flow of the Columbia River is to be passed through those needle valves during the low water season. The flow through the needle valves, in addition to that portion of the river flow passing through the turbines in the left power house will make unnecessary the use of the spillway. This program of diversion will provide a minimum of turbulence in the water at the foot of the spillway section, facilitating future repair work to the concrete bucket or trough at the base of the spillway. At some future date, the needle valves will be replaced by 150,000 horsepower hydro-turbines, designed to propel 108,000 kilowatt hydroelectric generators.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955333,-118.988233,"PG 94, Box 1, Installation of Turbines and Generators, 3 12517",94-3-12517,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054753,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1077,1077,1183.jp2,/crbproj/image/1183.jp2,crbproj183
"Installation of turbines and generators--needle valve, elbow, and reducer in place","Fuller, H.W.",1945-01-02,"41 degree, cast steel elbow, installed between penstock reducer section and needle valve in bay R-9 of the right powerhouse at Grand Coulee Dam. Eight needle valves, each having an 84-inch discharge, are being installed in the right powerhouse. The portion of the Columbia River stream flow not used through the turbines in the left powerhouse, is to be passed through the needle valves installed in the right powerhouse during the low water season. This plan will eliminate the use of the spillway during certain months of the year, assuring a minimum of turbulence in the water downstream from the dam, to facilitate necessary repairs to the concrete spillway bucket.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.956009,-118.987309,"PG 94, Box 1, Installation of Turbines and Generators, 3 12633",94-3-12633,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055640,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1036,1036,1142.jp2,/crbproj/image/1142.jp2,crbproj142
Installation of turbines and generators--placing scroll case,"Robinson, H.C.",1941-08-21,Placing scroll case section L1 W. powerhouse,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.950533,-118.988933,"PG 94, Box 1, Installation of Turbines and Generators, 3 9012",94-3-9012,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055138,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1014,1014,1120.jp2,/crbproj/image/1120.jp2,crbproj120
Installation of turbines and generators--placing the last section of the scroll case,"Pomeroy, F.B.",1947-03-10,Placing the last section of the scroll case for L-7 turbine.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.959058,-118.97393,"PG 94, Box 1, Installation of Turbines and Generators, 3 15128",94-3-15128,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055598,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1017,1017,1123.jp2,/crbproj/image/1123.jp2,crbproj123
Installation of turbines and generators--riveting crew at work,"Pomeroy, F.B.",1942-02-23,"Riveting together the sections of the #1 Shasta turbine scroll case in pit 7. On the left is the heater. In the center, a man is bouncing a heated rivet to knock off the oxidized scale and on the right are the riveters waiting for the rivet.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955511,-118.985311,"PG 94, Box 1, Installation of Turbines and Generators, 3 10446",94-3-10446,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055176,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1075,1075,1181.jp2,/crbproj/image/1181.jp2,crbproj181
Installation of turbines and generators--rotor being installed [01],"Fuller, H.W.",1943-06-08,"Col. Basin Proj., Grand Coulee Dam.--Rotor for main generator unit L-6 in the west powerhouse at Grand Coulee Dam being carried to final position by two overhead travelling cranes using an equalizing beam. The rotor, 31 feet in diameter, weighing 535 tons, rotates at a speed of 120 revolutions per minute within stator, and develops 106,000 kilowatts of electrical energy.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.960344,-118.974844,"PG 94, Box 1, Installation of Turbines and Generators, 3 11272",94-3-11272,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055712,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1030,1030,1136.jp2,/crbproj/image/1136.jp2,crbproj136
Installation of turbines and generators--rotor being installed [02],"Pomeroy, F.B.",1942-02-02,Lowering the L-7 rotor into place,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.960366,-118.974866,"PG 94, Box 1, Installation of Turbines and Generators, 3 9749",94-3-9749,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055141,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1031,1031,1137.jp2,/crbproj/image/1137.jp2,crbproj137
Installation of turbines and generators--rotor near completion,"Pomeroy, F.B.",1941-07-05,Man stands on the rotor--which nears completion,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.956069,-118.987319,"PG 94, Box 1, Installation of Turbines and Generators, 3 8758",94-3-8758,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054743,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1035,1035,1141.jp2,/crbproj/image/1141.jp2,crbproj141
Installation of turbines and generators--school for rivitors [01],"Pomeroy, F.B.",1941-01-21,Men appear to be playing a game while on break.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.408722,-119.508622,"PG 94, Box 1, Installation of Turbines and Generators, 3 7614",94-3-7614,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054656,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1064,1064,1170.jp2,/crbproj/image/1170.jp2,crbproj170
Installation of turbines and generators--school for rivitors [02],"Pomeroy, F.B.",1941-01-21,Three workers at smelter,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955392,-118.988292,"PG 94, Box 1, Installation of Turbines and Generators, 3 7613",94-3-7613,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055693,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1072,1072,1178.jp2,/crbproj/image/1178.jp2,crbproj178
Installation of turbines and generators--scroll case in place,"Fuller, H.W.",1943-02-15,View of pit 6 showing scroll case in place. Photo taken from crane,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.959374,-118.973801,"PG 94, Box 1, Installation of Turbines and Generators, 3 11029",94-3-11029,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055162,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1016,1016,1122.jp2,/crbproj/image/1122.jp2,crbproj122
Installation of turbines and generators--shaft for Shasta generator being lifted,United States. Army. Corps of Engineers.,1942-07-15,Shaft for Shasta generator being lifted preparatory to seating upright in operating position for construction of rotor,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.960315,-118.974853,"PG 94, Box 1, Installation of Turbines and Generators, 3 10400",94-3-10400,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664054719,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1026,1026,1132.jp2,/crbproj/image/1132.jp2,crbproj132
Installation of turbines and generators--stator being moved into place,"Fuller, H.W.",1943-05-22,"Stator and bracket assembly for main unit L-6, weighing 335 tons, being lifted into its permanent position in bay 6. Two travelling cranes, with a lifting capacity of 375 tons each, are shown carrying the unit from its temporary point of assembly, between main units L-2 and L-3.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.959344,-118.973844,"PG 94, Box 1, Installation of Turbines and Generators, 3 11233",94-3-11233,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055125,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1025,1025,1131.jp2,/crbproj/image/1131.jp2,crbproj131
Installation of turbines and generators--worker using micrometer,"Fuller, H.W.",1943-05-26,Workman using a micrometer on L-6 scroll case bolts after tightening.,Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.955665,-118.987185,"PG 94, Box 1, Installation of Turbines and Generators, 3 11244",94-3-11244,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055195,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1019,1019,1125.jp2,/crbproj/image/1125.jp2,crbproj125
Installation of turbines and generators--workers install scrollcase,"Fuller, H.W.",1950-11-09,"Bureau workmen Stretching bolts on scroll case in east powerhouse at Grand Coulee Dam, Left to right; Walt Scott and Robert Bush",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County--Grand Coulee Dam,Grand Coulee Dam,47.959363,-118.974262,"PG 94, Box 1, Installation of Turbines and Generators, 3 23051",94-3-23051,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055677,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1018,1018,1124.jp2,/crbproj/image/1124.jp2,crbproj124
Powerhouse construction--applying oil,"Pomeroy, F.B.",1949-03-25,"Terrazzo machine man applying linseed oil and turpentine to floor and base of Unit L-1, elevation 991, West Powerhouse. This oil is floated for at least six hours before being removed.",Power plants--Washington (State)--Grand Coulee Dam--1940-1950;,United States--Washington--Grant County,Grand Coulee Dam,47.958803,-118.994862,"PG 94, Box 1, Powerhouse Construction,3 18761",94-3-18761,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Columbia River Basin Project Collection,University of Idaho Library Special Collections and Archives,http://www.lib.uidaho.edu/digital/crbp/,eng,2010-07,Image;StillImage,image/jpg,"Material produced by the United States Army Corp of Engineers. In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,200 dpi  grayscale jpg displayed. Scanned with Epson Expression 1640XL scanner using VueScan 8.6.35 scanning software. Master file is a 400 dpi Tiff.,,664055116,2010-08-17,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/crbproj/id/1140,1140,1246.jp2,/crbproj/image/1246.jp2,crbproj246
