title,creator,description,date,subject,source,ids,publisher,format-original,type,format,location,latitude,longitude,object-id
Planned Idaho Bridge to Serve Vast Forest Area,,Planned Idaho Bridge to Serve Vast Forest Area,7/1/1971,Idaho; Bridge; Forest;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-145,The Spokesman-Review,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,998
Outdoors Notebook,Jim Parsons,Plans for the Corps of Army Engineers to construct the dams of Clearwater river drainage.,11/21/1953,Army; Engineers; Dams; Clearwater;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-037,Coeur D'Alene Press,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,799
Dworshak Dam Project 2 (Possible bridge sites),,"Possible bridge sites and relocated county road. Note on back: 'During the planning stages we wanted a bridge across the main river just below Ahsahka. It was to be an Army construction type of bridge and we were working with the State Highway  to get it to be a bridge for public use. Army wanted it to haul  cement and route for workers to come to the job- a saving for labor transportation, etc. The state was to put some money into it and make it a public bridge, the Army wanted to tear it down after construction. To make a long story short, the state was willing but the Army backed out of the deal and elected to divert the travel across the bridge at Orofino rather than go to the expense of a new bridge. The markings are Army. This shows the forks of the river well. (A.B. Curtis)'",1965, road; bridge; 1965,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00695,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.515758,-116.298196,618
Benefit Seen From Dams,,Power development on the Clearwater river drainage can do much toward creation of a recreation area,2/7/1954,Power; Clearwater; River; Drainage;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-078,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,877
Another Paper Clouds Clearwater Issue,,Promoting construction of two dams on the Clearwater River by comparing them with a high Hells Canyon dam on the Snake River.,1/19/1954,Clearwater River; Hells Canyon; Snake River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-029,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,783
Advocate 3 Dams and Reservoirs,,Proposals for three big power dams and storage reservoirs in North Central Idaho were revealed,11/20/1953,Dams; Proposals;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-054,Coeur D'Alene Press,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,833
Outdoors Notebook,Jim Parsons,Proposals to build some dams in the Clearwater drainage.,11/26/1953,Clearwater drainage;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-005,Sandpoint News-Bulletin,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,735
Bruce's Eddy On Active Roll Tuesday,,Proposed Bruce's Eddy Dam on the Clearwater River in Idaho,1958-10-1958,Clearwater River; Bruce's Eddy Dam; Walla Walla;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-033,Walla Walla,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,791
"Bruce's Eddy Dam Project to 'Activate'",,Proposed Bruce's Eddy Dam on the Clearwater River in Idaho becomes an active project,10/18/1958,Bruce's Eddy Dam; Clearwater River; Active;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-034,Walla Walla,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,793
Agency Scope Boise Issue,Paul Ewing,Proposed interstate compact governing the Columbia basin,1/15/1954,Columbia basin; Interstate; Government;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-027,The Oregonian,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,779
Factsheet,Dravo Corporation,Quick facts pertaining to Dworshak Dam,7/3/1968,Dravo Corporation; ,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-056,,,text,application/pdf,Dworshak Dam (Idaho),,,508
Writer Prognosticates on Orofino Hearing,John Corlett,Report of the Army Engineers and Bureau of Reclamation on investigation of dam sites on the Snake River,11/15/1953,Army; Engineers; Dams; Snake River;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-043,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,811
Fish-and-Dams Agreement Reached for Snake River,Robert Smith,Report on what to do with the fish regarding the dams.,11/29/1953,Salmon River; Wildlife;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-008,Union Bulletin,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,741
Revised Bruces Eddy Bill,,Revised Bruces Eddy Bill,4/12/1956,"bert curtis; Smith, Allan, A.; Smith, Gray, Hill, and Rogers Law Offices; Bruces Eddy;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-030,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,73
The Washington Water Power Company,"Robinson, K.M.",Robinson expresses frustration at getting the Bruces Eddy Bill through Congress,6/21/1956,"bert curtis; Robinson, K.M.; Bruces Eddy; The Washington Water Power Company","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-036,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,86
The Washington Water Power Company,"Robinson, K.M.",Robinson offers comments on the revised Bruces Eddy Bill,6/5/1956,"bert curtis; Robinson, K.M.; Bruces Eddy; The Washington Water Power Company","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-035,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,84
Rock Work Slated Soon on Big Dworshak Dam,"Golden, James",Rock Work Slated Soon on Big Dworshak Dam,11/29/1964,Rock Work; ,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-095,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,1004
"S. 145, Senate Bill 145, 85th Congress, First Session",Sen. Henry Dworshak,"S. 145, Senate Bill 145, 85th Congress, First Session",1/7/1957,Columbia River Basin; Senate; Bill,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-1a-009,Senate,Government Bill,text,application/pdf,Dworshak Dam (Idaho),,,1025
Wildlife Federation Joining in Protest to Save Clearwater and Salmon for Anglers and Hunters,,S.O.S. is going to be broadcast by Coeur d'Alene wildlife federation,11/14/1958,S.O.S.; Wildlife Federation;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-070,Coeur D'Alene Press,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,863
Sen. Church Says He'll Filibuster for Bruce's Eddy,,"Sen. Frank Church, threatened a one man filibuster if the Bruce's Eddy Dam project in northern Idaho is left out of the omnibus rivers and harbors.",10/12/1962,Dworshak; Coeur d'Alene;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-098,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,917
Bruce's Eddy Dam Necessary Says Senator Dworshak,,Senator Dworshak refused to authorize construction of two dams on Snake river and Bruce's Eddy dam,2/5/1958,Dams; Snake River; Bruce's Eddy;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-063,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,849
Dworshak Dam Project 41 (Senator Jordan),,"Senator Jordan makes the main speech at ground-breaking ceremony. Behind him are Mr. Gerry Schupe, general contractor for Dravo Corp. winner of the contract, and Jack Carter.",1966,  Ground-breaking ceremony; Senator Jordan; speech; Mr. Gerry Schupe; Dravo Corporation; contract; Jack Carter,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00768,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,527
Dworshak Dam Project 52 (Senator ),,"Senator Len B. Jordan, A.B. Curtis, & Hiram Fong in Washington, D.C. Note on image: 'To Bert Curtis Best Regards and Good Luck on Bruce's Eddy  Len Jordan 9-19-62'",1962,"  Senator Len B. Jordan; A.B. Curtis; Hiram Fong; Washington, D.C.; Bruce's Eddy","PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00781,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),38.889859,-77.008935,539
Dworshak Dam Project 65 (Start of diversion tunnel),,Shows start of the diversion tunnel,1966,  start; diversion tunnel,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00796,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,549
Dworshak Dam Project 50 (Three-cableway system),"Cronk & Associates, Angwin, Ca.","Shows three-cableway system to place concrete in dam. Photo of artist's drawing. Note on back: 'Artist's painting of three-cableway system being used to place concrete in Dworshak Dam.  It is 2915 feet between the head towers (right) and tail towers (background). The bucket, weighing 25 tons with its load of concrete, travels across the river gorge at 2200 feet per minute and down the dam site at 950 feet per minute. The batch plants are at lower left. The sand and aggregate comes into the plants on conveyor belts. The fresh concrete is transported to the cableway loading dock in rail-mounted hopper cars. (Note bucket being loaded at middle right of picture.) Dworshak is being constructed under a $131-million contract by Dworshak Dam Constructors, a joint venture of five contractors sponsored by Dravo Corporation. From: Duane L. Cronk & Associates, 100 Bush St., San Francisco 94104 For: Dravo Corporation, 225 108th N.E., Bellevue, Washington 98004'",1965,  three-cableway system; concrete; artist's drawing; Cronk and Associates; towers; bucket; river gorge; batch plants; sand; aggregate; conveyor belts; hopper cars; Dworshak Dam Constructors; contractors; Dravo Corporation; Duane L. Cronk,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00777,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,536
Dworshak Dam Project 68 (Access site),,"Site before diversion tunnel was started. Clearing work for the dam location has been started. Also, Murphy Bros. have built the access road up to top of dam site on north shore.",1965,  site; diversion tunnel; before; clearing; started; dam location; Murphy Bros.; access road; north shore; top,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00799,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,554
Dworshak Dam Project 51 (Clearwater River),"Curtis, A.B. Orofino",Site on N. fk. of Clearwater River,1965,  North fork; Clearwater River,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00780,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,538
Dworshak Dam Project 33 (Site),"U.S. Army Engineer District, Walla Walla, Corps of Engineers","Site with dam superimposed on the photo. Coffer dam not built yet when photo taken. Note on image: 'Dworshak Dam Phantom Features'",1966,  site; coffer dam; Phantom Treasures,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00756,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,519
Chamber Backs Waterways Resolution,,Snake River is considered an undeveloped water resources in the Pacific Northwest river development program,11/17/1953,Snake River; Northwest river; Resources;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-105,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,931
Dworshak Dam Project 31 (Directors),,"Some of the directors of the Clearwater Dams Assn. Standing in front of marker on theatre building, Orofino, showing goal of $3,000 which was not reached. Note on back: 'Some of the directors of Clearwater Dams Association Left to right: Frank Gaffney, L.G. Beeson,  , Mel Snook, Bob Oud, Dude Warren Gardner (city attorney),  Choate, Chuck Musial.'",     1960, directors; Clearwater Dams Association; theatre building; marker; Orofino; Frank Gaffney; L.G. Beeson; Mel Snook; Bob Oud; Dude Warren Gardner; city attorney; Choate; Chuck Musial; goal,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00752,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,517
Studies of Eddy Dam are Due Soon,,Specifications leading to the advertising of contracts for engineering studies,9/30/1958,Eddy Dam;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-031,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,787
"Orofino Area Leaders Want Permanent Ahsahka Bridge, L-C Relocation, Highway Improvement",,State Highway Department participate with the Corps of Army Engineers in the construction proposed new bridge.,12/7/1962,State Highway; Bridge;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-084,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,889
Bruce's Eddy statistics,,Statistics on Bruce's Eddy dam and reservoir,7/1/1968,Bruces Eddy;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-054,,,text,application/pdf,Dworshak Dam (Idaho),,,481
Ownership information,,Statistics on the ownership of land surrounding the Bruce's Eddy Pool,6/4/1965,Dworshak Reservior; Ownership;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-050,,,text,application/pdf,Dworshak Dam (Idaho),,,501
Penny Cliffs,"Curtis, Bert [?]",Statistics outlining the populations of various game species that will be affected by the Penny Cliffs project,3/11/1955,"bert curtis; Lochsa; Elk; Deer; Moose; Game habitat; Penny Cliffs;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-005,,,text,application/pdf,Dworshak Dam (Idaho),,,223
A Present-Status Look at Revision of the Columbia Basin 308 Report,Brig. Gen. L. H. Foote,Status report for Columbia River review,9/22/1957,Columbia Basin;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-001,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,726
Dworshak Dam Project 36 (Steel piling),,Steel piling about the mouth of the lower end of diversion tunnel. Also a start of site preparation.,1965,  steel piling; diversion tunnel; site preparation,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00760,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,521
Dworshak medal information,"Stoffer, Ron","Stoffer sends Curtis a Dworshak medal, along with some informaiton on Lewis-Clark Medals.  Curtis thanks stoffer for sending him the Dworshak Medal",7/9/1973,"bert curtis; Stoffer, Ron;  Lewis-Clark State College;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-082,,,text,application/pdf,Dworshak Dam (Idaho),,,216
Dworshak Dam Project 22 (Work underway),,"Strip work underway.  Note on back: 'Aerial view. Strip work underway and here you will see the new access road on the south side of the river built by Murphy Bros. of Spokane. This comes into the upper side of the dam, for construction. Riverside-Orofino far downstream, 1.5 miles.'",1966, strip work; access road; Murphy Bros.; upper side; Riverside-Orofino,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00717,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.515758,-116.298196,723
Surveys on 4 Snake Dams are Ordered,,Surveys on four Snake Dams are ordered,8/24/1953,Snake Dam; Survey;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-041,Union Bulletin,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,807
The House Acts on Dworshak Dam,,"Talk of problems with status of Dworshak Dam in House found false as $4 billion  public works appropriation zipped through the house and went to the senate, which included a $6 million appropriation for the next stage of construction of the Dworshak Dam.",11/22/1963,PFI; Army Corps of Engineers; House of Representatives;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-091,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,903
Water resources report,"Tandy, F. S.",Tandy answers a few questions of Curtis's about the Penny Cliffs project,4/12/1954,"bert curtis; Tandy, F.S.; Corps of Engineers; Penny Cliffs;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-009,,,text,application/pdf,Dworshak Dam (Idaho),,,228
Dworshak Dam Project 90 (diversion tunnel),"Curtis, A.B. Orofino",Telephoto shot taken in July looking down at the mouth of diversion tunnel and fish catching facility.,1968-07,  July; tunnel; fish,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00841,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,576
Dworshak Dam Project 80 (Telephoto image of rock and sand),"Curtis, A.B. Orofino","Telephoto shot taken in May of the crushed rock & sand that was used for the concrete batch plant.  Note on reverse reads 'Note the conveyor belt comes out of the mountain where the crusher was located, in a cave.  A great and nearly original progem.  Solid granite.  Different grades of rock are provided and sand, too.'",1968-05,  May; rock; sand; conveyor; concrete,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00831,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,566
Dworshak Dam Project 79 (Telephoto image of towers),"Curtis, A.B. Orofino",Telephoto shot taken in May that shows the towers that contain the main gut cable. These towers are on tracks similar to a railroad car so they work back and forth for concrete placement.,1968-05,  May; towers; concrete; cables,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00830,,color photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.51776,-116.299489,565
The Army Concrete Machine is Running Amuck,,The Army Concrete Machine is Running Amuck,1/3/1968,Army;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-062,The Political Scene,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,847
Bruce's Eddy Project including The Bruce's Eddy Story by A.B. Curtis,,"The Bruce's Eddy story is a description of the Bruce's Eddy dam up to 1958 by A.B. Curtis. North Fork Clearwater River-Idaho, Power- Flood Control, Navigation- Recreation",5/11/1958,Clearwater River; Idaho; Flood Control;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-120,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,974
Backer Hails Bruce's Eddy Realization,,The building of Bruce's Eddy dam.,10/1/1962,Building; Bruce's Eddy;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-088,,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,897
Dworshak Dam Project 16 (Mouth of Elk Creek clearing),,"The clearing has been completed near the mouth of Elk Creek by Herman West Co. Note on image: 'H. West Co. Murphy N.C. Completed work- lower Elk Cr. 8-3-67'",8/3/1967,  clearing; Elk Creek; Herman West Co.,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00709,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,717
Orofino Chamber of Commerce water resources committee report,Orofino Chamber of Commerce,The committee discusses the Bruce's eddy project,6/23/1955,"Orofino, Idaho; Bruces Eddy","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-021,,,text,application/pdf,Dworshak Dam (Idaho),,,312
Letter from the Corps of Engineers,"Giesen, Robert J.",The Corps closes its file on the Clearwater-Potlach application to lease land on Breakfast Creek,4/25/1969,"bert curtis; Giesen, Robert J.;  Corps of Engineers;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-064,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,162
Letter from the Corps of Engineers,"Tysor, Max K.",The Corps of Engineers discusses land-use around Dwroshak Reserviour,1/21/1970,"bert curtis; Tysor, Max K.;  Corps of Engineers;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-065,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,165
Letter to Bert Curtis,"Drake, H.L.",The Corps of Engineers seeks local views and ideas regarding Dwarshak Dam and Reservior,3/6/1969,"bert curtis; Drake, H.L.;  Corps of Engineers;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-063,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,160
Resolution of the county board of commissioners,,The county commissioners resolve to urge congress to pass legislation allowing for the construction of the Bruce's Eddy Project,5/9/1955,Clearwater County Comissioners; Bruces Eddy,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-017,,,text,application/pdf,Dworshak Dam (Idaho),,,270
Diary--I.E.W.A. meeting,,The diary reports on hydro-electric development in the Northwest. Curtis gave a speech at the meeting in support of the Bruce's Eddy Project,4/18/1955,"bert curtis; Dalles, Oregon; Bruces Eddy;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-016,,,text,application/pdf,Dworshak Dam (Idaho),,,257
Opposition Against Dams on Clearwater River Gaining Support,,The fight against the proposed storage dams on the Clearwater river,11/24/1953,Clearwater river; Storage; Dams;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-139,Coeur D'Alene Press,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,986
Dworshak Dam Project 71 (First bucket of concrete),,"The first bucket of concrete was placed at the dam on June 22. Note on back: 'Left to right: Ed Hershberger, project engineer for the contractor; Ron Maxwell, assistant supt. of the job and J.L. Whitey Wixson, the supt. of construction for the Dravo Corp.'",1968,  first bucket; concrete; June 22; Ed Hershberger; project engineer; contractor; Ron Maxwell; assistant supt.; J.L. Whitey Wixson; supt.; construction; Dravo Corp.,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00809,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,557
Dworshak Dam Project 73 (First million yards of concrete),,The first million yards of concrete was reached on May 28.,1969,  first million yards of concrete; May 28,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00811,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),46.513913,-116.297579,559
Stipulations Put Bruce's Eddy Dam in Poor Position,,The House Rules Committee decided to send an omnibus water projects authorization bill to a House-Senate conference,10/10/1962,House Rules Committee; House Senate; Water projects;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7c-138,Lewiston Morning Tribune,Newspaper Clipping,text,application/pdf,Dworshak Dam (Idaho),,,984
Resolution to Urge Congress to approve the Bruces Eddy Project; letter to and from Ray McNichols,"bert curtis; McNichols, Ray","The Idaho Legislatureresolution outlines the benefits of the Bruces Eddy Project, and urges the US congress to approve it ; Curtis makes note of some revisions to the Idaho Lagislature Resolution on the Bruces Eddy Project ; Ray McNichols presents an early version of the Idaho Legislature Resolution on the Bruces Eddy Project to Bert Curtis",12/15/1960,Bruces Eddy;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-046,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,122
Resolution to Urge Congress to approve the Bruces Eddy Project,,"The Idaho Legislatureresolution outlines the benefits of the Bruces Eddy Project, and urges the US congress to approve it.",12/15/1960,Bruces Eddy;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7a-047,,Correspondence Files,text,application/pdf,Dworshak Dam (Idaho),,,113
Dworshak Dam Project 70 (Machine),,The machine being assembled that will drill a hole 40 ft in diameter for the diversion tunnel. The whole thing was pushed through the mountain!,1965,  machine; assembled; drill; hole; diversion tunnel; mountain,"PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",13-00806,,black and white photograph,image;stillImage,image/jpg,Dworshak Dam (Idaho),,,556
Resolution number 2,,The North Idaho Chamber of Commerce unanimously passes a bill allowing for the construction of the Bruce's Eddy and Penny Cliffs Projects,5/8/1954,North Idaho Chamber of Commerce; Bruces Eddy; Penny Cliffs;,"MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-018,,,text,application/pdf,Dworshak Dam (Idaho),,,266
Notes on a conference with the Corps of Engineers,"Curtis, Bert [?]",The notes cover multiple aspects of the development of the Columbia river. Also discussed are the prospects of the Bruce's Eddy and Penny Cliffs Projects,3/26/1956,"bert curtis; Corps of Engineers; Bruces Eddy; Penny Cliffs;","MG 147, Albert Bruce Curtis. Papers, 1927-1977, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",03-7b-024,,,text,application/pdf,Dworshak Dam (Idaho),,,367
