page,title,headline,text,mediacredit,coordinates,morethan1,pick,cdmid,format,imagedate,objectid,identifier,location,architect,date,date-range,costs,costnotes,description,additions,usehistory,namehistory,standing,standingnotes,sources,marker,search,
ArtandArchitectureInteriorDesign.html,Art and Architecture Interior Design,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/ArtandArchitectureInteriorDesign.html"">Art and Architecture Interior Design</a>",<strong>Dates:</strong> 1942-<br /><br /><strong>Architect: </strong> Unkown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02786.html"">81-1</a>","46.727676, -117.01146",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1863/full/pct:70/0/default.jpg,1863,image/jpeg,1942-07-24,campus02786,81-1,Idaho Ave. and Pine Street,Unkown,1942,1942-,,,"One story and basement, wood frame and siding, 52' x 32'",,"Originally Navy Building #2, Became Faculty Club in 1945, food service; College of Art &amp; Architecture, Interior Design Dept in 2000-","Navy Building #2, 1942-1945; Faculty Club, 1945-1971; Satellite Sub, 1971-2000; Art &amp; Architecture Annex",Standing Building,,"Cards, Morton, MG 70",wht_diamond,"Art and Architecture Interior Design | 46.727676, -117.01146 | Idaho Ave. and Pine Street | Unkown | 1942- |  |  |  | One story and basement, wood frame and siding, 52' x 32' |  | Originally Navy Building #2, Became Faculty Club in 1945, food service; College of Art &amp; Architecture, Interior Design Dept in 2000- | Navy Building #2, 1942-1945; Faculty Club, 1945-1971; Satellite Sub, 1971-2000; Art &amp; Architecture Annex |",
ArtandArchitectureNorth.html,Art and Architecture North,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/ArtandArchitectureNorth.html"">Art and Architecture North</a>","<strong>Dates:</strong> 1965-<br /><strong>Cost:</strong> $475,000<br /><strong>Architect: </strong> Hummell, Hummell, Jones & Shawver (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00494.html"">143-1</a>","46.726705, -117.012694",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/660/full/pct:70/0/default.jpg,660,image/jpeg,1966,campus00494,143-1,S.W. corner University Avenue and Line Street 951 University Ave,"Hummell, Hummell, Jones &amp; Shawver (Boise)",1965,1965-,"475,000",,"Red brick, 4 floors, front is glass.",,"Art and Architecture administrative offices; computer lab; studios, faculty offices","Originally named Art and Architecture Building. ""North"" was added when the old gym was remodeled in 1976 and named Art and Architecture South",Standing Building,,"PG1, VF",wht_diamond,"Art and Architecture North | 46.726705, -117.012694 | S.W. corner University Avenue and Line Street 951 University Ave | Hummell, Hummell, Jones &amp; Shawver (Boise) | 1965- | Occupied 1966 | 475000 |  | Red brick, 4 floors, front is glass. |  | Art and Architecture administrative offices; computer lab; studios, faculty offices | Originally named Art and Architecture Building. ""North"" was added when the old gym was remodeled in 1976 and named Art and Architecture South |",
ArtandArchitectureSouth.html,Art and Architecture South,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/ArtandArchitectureSouth.html"">Art and Architecture South</a>","<strong>Dates:</strong> 1904-<br /><strong>Cost:</strong> $26,000<br /><strong>Architect: </strong> J.E. Tourtellotte (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00633.html"">167-10</a>","46.726415, -117.01234",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/805/full/pct:70/0/default.jpg,805,image/jpeg,1975-03-15,campus00633,167-10,"Line Street, N.W. of Administration Building. 951 Campus Dr",J.E. Tourtellotte (Boise),1904,1904-,"26,000",,"Granite foundation, red brick facing, basement and two floors, gable roof; 64' x 129'",,Originally constructed as the university's second gymnasium and armory; became the Women's gym when Memorial Gym was completed in 1928. Remodeled for art and architecture studios and classrooms in 1976. Listed on National Register of Historic Places,"Gymnasium, Women's Gymnasium, Art and Architecture South",Standing Building,,"UG 44, Morton, Petersen",wht_diamond,"Art and Architecture South | 46.726415, -117.01234 | Line Street, N.W. of Administration Building. 951 Campus Dr | J.E. Tourtellotte (Boise) | 1904- |  | 26000 |  | Granite foundation, red brick facing, basement and two floors, gable roof; 64' x 129' |  | Originally constructed as the university's second gymnasium and armory; became the Women's gym when Memorial Gym was completed in 1928. Remodeled for art and architecture studios and classrooms in 1976. Listed on National Register of Historic Places | Gymnasium, Women's Gymnasium, Art and Architecture South |",
ArtBuilding.html,Art Building,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/ArtBuilding.html"">Art Building</a>",<strong>Dates:</strong> 1911-1965<br /><br /><strong>Architect: </strong> Unkown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02672.html"">68-3</a>","46.726415, -117.01234",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/1745/full/pct:70/0/default.jpg,1745,image/jpeg,1911,campus02672,68-3,West side of quadrangle (SW corner of Line and University Ave.),Unkown,1911,1911-1965,,Built by private subscription,"Wood frame, one story, 60' x 80' with cinder floor",Renovated in 1945,"Formerly known as Lewis Court, built as annex to the Women's Gym (then Men's gym) and used for winter military drill and recreation. Was men's dormitory during 1937-1938. Became Art and Architecture building in 1938",Lewis Court; Art Building,,Torn down in 1965 and replaced by Art and Architecture North,"Cards, UG 44",wht_diamond,"Art Building | 46.726415, -117.01234 | West side of quadrangle (SW corner of Line and University Ave.) | Unkown | 1911-1965 |  |  | Built by private subscription | Wood frame, one story, 60' x 80' with cinder floor | Renovated in 1945 | Formerly known as Lewis Court, built as annex to the Women's Gym (then Men's gym) and used for winter military drill and recreation. Was men's dormitory during 1937-1938. Became Art and Architecture building in 1938 | Lewis Court; Art Building | Torn down in 1965 and replaced by Art and Architecture North",
BartleyCottage.html,Bartley Cottage,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/BartleyCottage.html"">Bartley Cottage</a>",<strong>Dates:</strong> 1921-1952<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00168.html"">116-1</a>","46.724144,-117.009574",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/338/full/pct:70/0/default.jpg,338,image/jpeg,1950,campus00168,116-1,SW of Ridenbaugh Hall on Nez Perce west of Center Cottage,Unknown,1921,1921-1952,,,"Two story, wooden frame and siding, gable roof, wood shingles",,Acquired in 1921 and used as a girl's dormitory until 1929 when it became a music studio.,,,Torn down in 1952,Cards,wht_diamond,"Bartley Cottage | 46.724144,-117.009574 | SW of Ridenbaugh Hall on Nez Perce west of Center Cottage | Unknown | 1921-1952 |  |  |  | Two story, wooden frame and siding, gable roof, wood shingles |  | Acquired in 1921 and used as a girl's dormitory until 1929 when it became a music studio. |  | Torn down in 1952",
BlakeHouse.html,Blake House,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/BlakeHouse.html"">Blake House</a>","<strong>Dates:</strong> 1952-<br /><strong>Cost:</strong> $150,000<br /><strong>Architect: </strong> Hugh Richardson (Lewiston); General contractor, Commercial Builders (Moscow)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00359.html"">124-5</a>","46.724674, -117.00807",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/525/full/pct:70/0/default.jpg,525,image/jpeg,1950,campus00359,124-5,Blake Street,"Hugh Richardson (Lewiston); General contractor, Commercial Builders (Moscow)",1952,1952-,"150,000","$150,000 (Bonds)","Wood frame with brick ornament, flat roof; basement and three floors, 11,116 sq. feet",,Cooperative dormitory for 58 girls; replaced Ridenbaugh Hall as a residence,"Originally, named for Mrs. Ethel Steel, Board of Regents, 1933-1946, a leader in the movement to provide cooperative dormitories at the U of I. The dormitory has moved serveral time since then.",Standing Building,,"Cards, Morton, UG 12 (2320)",wht_diamond,"Blake House | 46.724674, -117.00807 | Blake Street | Hugh Richardson (Lewiston); General contractor, Commercial Builders (Moscow) | 1952- |  | 150000 | $150,000 (Bonds) | Wood frame with brick ornament, flat roof; basement and three floors, 11,116 sq. feet |  | Cooperative dormitory for 58 girls; replaced Ridenbaugh Hall as a residence | Originally, named for Mrs. Ethel Steel, Board of Regents, 1933-1946, a leader in the movement to provide cooperative dormitories at the U of I. The dormitory has moved serveral time since then. |",
Bookstore.html,Bookstore,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/Bookstore.html"">Bookstore</a>","<strong>Dates:</strong> 1988-<br /><strong>Cost:</strong> $1,250,000<br /><strong>Architect: </strong> Moritz Kundig of Northwest Architectural Co. (Spokane)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00434.html"">135-3</a>","46.728507, -117.006675",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/596/full/pct:70/0/default.jpg,596,image/jpeg,1990,campus00434,135-3,Deakin Avenue across from SUB 706/704 Deakin Ave,Moritz Kundig of Northwest Architectural Co. (Spokane),1988,1988-,"1,250,000",,"Gray concrete masonry, one story; 15,000 sq. ft.",,Academic and general book supply and clothing sales; campus station of U.S. Post Office,,Standing Building,,"Morton, Register (1:28), Argonaut",wht_diamond,"Bookstore | 46.728507, -117.006675 | Deakin Avenue across from SUB 706/704 Deakin Ave | Moritz Kundig of Northwest Architectural Co. (Spokane) | 1988- | Occupied 1989 | 1250000 |  | Gray concrete masonry, one story; 15,000 sq. ft. |  | Academic and general book supply and clothing sales; campus station of U.S. Post Office |  |",
BrinkandPhinneyHalls.html,Brink and Phinney Halls,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/BrinkandPhinneyHalls.html"">Brink and Phinney Halls</a>","<strong>Dates:</strong> 1936-<br /><strong>Cost:</strong> $388,130<br /><strong>Architect: </strong> Whitehouse, Price (Spokane); Richardson, Hugh (Lewiston)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02764.html"">76-9</a>","46.728165, -117.012844",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1839/full/pct:70/0/default.jpg,1839,image/jpeg,1960,campus02764,76-9,Line Street and Idaho Avenue 801 &amp; 701 S. Line St,"Whitehouse, Price (Spokane); Richardson, Hugh (Lewiston)",1936,1936-,"388,130","$250,000 (Regents bonds); $138,130 (local bonds)","Brink: Reinforced concrete, red fireproof brick, trimmed with Boise Sandstone. Gable roof, composition shingles, five floors, front 178' long, wings 81' and 129' long respectively, each wing about 29' wide. Phinney: Four floors and basement, reinforced concrete and brick, gable roof, wood shingles, each wing about 98' x 30'",Elevator towers added to both in 1999,"Brink: Originally a men's dorm housing 200. Currently houses placement center; math/statistics/English departments, miscellaneous faculty and grad offices. Phinney: Men's dormitory, later Sociology-Anthropology museum and department offices; misc. faculty offices","Willis Sweet Hall named after one of the UI's founders and member of the Board of Regents, 1889-1893; later called Faculty Office Complex East. Renamed Carol Ryrie Brink Hall in the early 1980s in honor of UI alumna and prominent author. Chrisman Hall, named after General Edward Chrisman. Later referred to as Faculty Office Complex West. Renamed Archie Phinney Hall in early 1980s",Standing Building,,"Cards, Morton, UG 12 (2325)",wht_diamond,"Brink and Phinney Halls | 46.728165, -117.012844 | Line Street and Idaho Avenue 801 &amp; 701 S. Line St | Whitehouse, Price (Spokane); Richardson, Hugh (Lewiston) | 1936- | Brink 1936- ; Phinney 1938- | 388130 | $250,000 (Regents bonds); $138,130 (local bonds) | Brink: Reinforced concrete, red fireproof brick, trimmed with Boise Sandstone. Gable roof, composition shingles, five floors, front 178' long, wings 81' and 129' long respectively, each wing about 29' wide. Phinney: Four floors and basement, reinforced concrete and brick, gable roof, wood shingles, each wing about 98' x 30' | Elevator towers added to both in 1999 | Brink: Originally a men's dorm housing 200. Currently houses placement center; math/statistics/English departments, miscellaneous faculty and grad offices. Phinney: Men's dormitory, later Sociology-Anthropology museum and department offices; misc. faculty offices | Willis Sweet Hall named after one of the UI's founders and member of the Board of Regents, 1889-1893; later called Faculty Office Complex East. Renamed Carol Ryrie Brink Hall in the early 1980s in honor of UI alumna and prominent author. Chrisman Hall, named after General Edward Chrisman. Later referred to as Faculty Office Complex West. Renamed Archie Phinney Hall in early 1980s |",
BuchananEngineeringLaboratory.html,Buchanan Engineering Laboratory,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/BuchananEngineeringLaboratory.html"">Buchanan Engineering Laboratory</a>","<strong>Dates:</strong> 1967-<br /><strong>Cost:</strong> $2,118,259<br /><strong>Architect: </strong> Dropping & Kelley (Boise)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00441.html"">137-4</a>","46.729487, -117.010886",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/603/full/pct:70/0/default.jpg,603,image/jpeg,1968,campus00441,137-4,6th Street 607 Urquhart Ave,Dropping &amp; Kelley (Boise),1967,1967-,"2,118,259",,"3 story, reinforced concrete; 80,000 sq. ft.",,"Engineering classrooms, teaching and research labs; faculty and grad offices","Named for Jesse E. Buchanan, UI alumnus, faculty and President from 1946-1954",Standing Building,,"Morton, Argonaut",wht_diamond,"Buchanan Engineering Laboratory | 46.729487, -117.010886 | 6th Street 607 Urquhart Ave | Dropping &amp; Kelley (Boise) | 1967- | Occupied 1968 | 2118259 |  | 3 story, reinforced concrete; 80,000 sq. ft. |  | Engineering classrooms, teaching and research labs; faculty and grad offices | Named for Jesse E. Buchanan, UI alumnus, faculty and President from 1946-1954 |",
CampusClub(1938-1958).html,Campus Club (1938-1958),"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/CampusClub(1938-1958).html"">Campus Club (1938-1958)</a>","<strong>Dates:</strong> 1938-1958<br /><strong>Cost:</strong> $42,000<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02698.html"">72-9</a>","46.728785, -117.012552",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1878/full/pct:70/0/default.jpg,1878,image/jpeg,1950,campus02698,72-9,Sixth Street,Unknown,1938,1938-1958,"42,000","$42,000 (Bonds)","Wooden frame, siding and shingles, one story, gable roof.",,Men's dormitory,,,"Burned May 14, 1958",Cards,wht_diamond,"Campus Club (1938-1958) | 46.728785, -117.012552 | Sixth Street | Unknown | 1938-1958 |  | 42000 | $42,000 (Bonds) | Wooden frame, siding and shingles, one story, gable roof. |  | Men's dormitory |  | Burned May 14, 1958",
CampusLandmarks.html,Campus Landmarks,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/CampusLandmarks.html"">Campus Landmarks</a>",Landmarks from 1913 to the present ...,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03071.html"">99-2</a>","46.726041,-117.009338",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/144/full/pct:70/0/default.jpg,144,image/jpeg,1924,campus03071,99-2,NE corner of Railroad and Sweet,,1913,,,,,,,,,,,PG 1,wht_diamond,"Campus Landmarks | 46.726041,-117.009338 | NE corner of Railroad and Sweet |  |  |  |  |  |  |  |  |  |"
CampusLandscapes.html,Campus Landscapes,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/CampusLandscapes.html"">Campus Landscapes</a>",Landscapes from 1892 to the present ...,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus01998.html"">3-038</a>","46.725648,-117.010979",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1150/full/pct:70/0/default.jpg,1150,image/jpeg,1976,campus01998,3-038,Moscow. Idaho,,1892,,,,,,,,,,,PG 1,wht_diamond,"Campus Landscapes | 46.725648,-117.010979 | Moscow. Idaho |  |  |  |  |  |  |  |  |  |"
CedarHall.html,Cedar Hall,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/CedarHall.html"">Cedar Hall</a>",<strong>Dates:</strong> 1920-1957<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00166.html"">114-1</a>","46.727126,-117.007889",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/337/full/pct:70/0/default.jpg,337,image/jpeg,1932,campus00166,114-1,SE corner of Ash and Idaho Ave.,Unknown,1920,1920-1957,,,"Two floors and basement, wood frame, siding and shingles, gable roof",,"Infirmary, Phi Delta fraternity house, men's living group, music recital hall",,,Torn down December 1957 due to poor condition,"Cards, Argonaut",wht_diamond,"Cedar Hall | 46.727126,-117.007889 | SE corner of Ash and Idaho Ave. | Unknown | 1920-1957 |  |  |  | Two floors and basement, wood frame, siding and shingles, gable roof |  | Infirmary, Phi Delta fraternity house, men's living group, music recital hall |  | Torn down December 1957 due to poor condition",
CenterCottage.html,Center Cottage,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/CenterCottage.html"">Center Cottage</a>",<strong>Dates:</strong> 1921-1952<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus02673.html"">96-1</a>","46.723945,-117.008714",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/1748/full/pct:70/0/default.jpg,1748,image/jpeg,1922,campus02673,96-1,SW corner of Blake and Nez Perce,Unknown,1921,1921-1952,,,,,"Home of local sorority Omega Alpha, February 1926 - ?; Housed students at first; later used for music studio",,,Torn down in 1952,Cards,wht_diamond,"Center Cottage | 46.723945,-117.008714 | SW corner of Blake and Nez Perce | Unknown | 1921-1952 |  |  |  |  |  | Home of local sorority Omega Alpha, February 1926 - ?; Housed students at first; later used for music studio |  | Torn down in 1952",
Commons.html,Commons,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/Commons.html"">Commons</a>","<strong>Dates:</strong> 2000-<br /><strong>Cost:</strong> $19,000,000<br /><strong>Architect: </strong> Yost Grube Architects and Design West Architects (Pullman)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03086.html"">3103</a>","46.727494,-117.012476",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3103/full/pct:70/0/default.jpg,3103,image/jpeg,2013-11-12,campus03086,3103,Idaho Avenue &amp; Line Street 875 S. Line St,Yost Grube Architects and Design West Architects (Pullman),2000,2000-,"19,000,000",$19 Million,78.000 Squar-foot Facility,,"Originally that Campus Classroom Center, it now houses the ASUI Student Government, Student Organizations, Classrooms,Computer Lab,Retail Outlets, Foodcourt, and Copy center. In 2005, The Teaching and Learning Center was built and attached to its west side.",,Standing Building,,"Register, PG1",wht_diamond,"Commons | 46.727494,-117.012476 | Idaho Avenue &amp; Line Street 875 S. Line St | Yost Grube Architects and Design West Architects (Pullman) | 2000- |  | 19000000 | $19 Million | 78.000 Squar-foot Facility |  | Originally that Campus Classroom Center, it now houses the ASUI Student Government, Student Organizations, Classrooms,Computer Lab,Retail Outlets, Foodcourt, and Copy center. In 2005, The Teaching and Learning Center was built and attached to its west side. |  |",
CraigCottage.html,Craig Cottage,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/CraigCottage.html"">Craig Cottage</a>",<strong>Dates:</strong> 1930-1951<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03118.html"">3136</a>","46.727814,-117.009558",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3136/full/pct:70/0/default.jpg,3136,image/jpeg,1932,campus03118,3136,Sixth Street between Urquhart and Line; in 1942 it was moved to a position east of Entomology Building (Line &amp; 7th St.) to make room for Kirtley #1.,Unknown,1930,1930-1951,,,"One story, frame building",,"Acquired in 1930, served for many years as stenographic center and infirmary quarters. Later used as office space for Ag. Economics.",,,Sold and moved in 1951,Cards,wht_diamond,"Craig Cottage | 46.727814,-117.009558 | Sixth Street between Urquhart and Line; in 1942 it was moved to a position east of Entomology Building (Line &amp; 7th St.) to make room for Kirtley #1. | Unknown | 1930-1951 |  |  |  | One story, frame building |  | Acquired in 1930, served for many years as stenographic center and infirmary quarters. Later used as office space for Ag. Economics. |  | Sold and moved in 1951",
CrestCottage.html,Crest Cottage,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/CrestCottage.html"">Crest Cottage</a>",<strong>Dates:</strong> 1922-195?<br /><br /><strong>Architect: </strong> Unknown,"<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03114.html"">3132</a>","46.727814,-117.009558",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3132/full/pct:70/0/default.jpg,3132,image/jpeg,1924,campus03114,3132,Idaho and Ash,Unknown,1922,1922-195?,,,,,Acquired in 1922; formerly old Phi Delt house; in 1923 Chi Beta Epsilon sorority house. Part of old infirmary in 1927; also part of Triangle Club.,,,,"Cards, Maps",wht_diamond,"Crest Cottage | 46.727814,-117.009558 | Idaho and Ash | Unknown | 1922-195? |  |  |  |  |  | Acquired in 1922; formerly old Phi Delt house; in 1923 Chi Beta Epsilon sorority house. Part of old infirmary in 1927; also part of Triangle Club. |  |",
DairyScienceBuilding.html,Dairy Science Building,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/DairyScienceBuilding.html"">Dairy Science Building</a>","<strong>Dates:</strong> 1918-1998<br /><strong>Cost:</strong> $60,611<br /><strong>Architect: </strong> Unknown","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00108.html"">109-6</a>","46.727716, -117.01204",yes,https://digital.lib.uidaho.edu/digital/iiif/pg1/382/full/pct:70/0/default.jpg,382,image/jpeg,1945,campus00108,109-6,SW corner of Line Street and Idaho Avenue,Unknown,1918,1918-1998,"60,611","$60,611 (State appropriation)","Brick, basement and two stories, flat roof","Interior completely rebuilt in 1947 52,591 square feet",Originally built as Dairy Science Building; converted to Agronomy building in 1945. Became Communication Building when Agriculture Science was completed in 1951; demolished 1998 for Idaho Commons,"Dairy Building, 1918-1945; Agronomy Building, 1945-1951; Communications Building, 1951-",,,"Cards, UG 44, Morton",wht_diamond,"Dairy Science Building | 46.727716, -117.01204 | SW corner of Line Street and Idaho Avenue | Unknown | 1918-1998 |  | 60611 | $60,611 (State appropriation) | Brick, basement and two stories, flat roof | Interior completely rebuilt in 1947 52,591 square feet | Originally built as Dairy Science Building; converted to Agronomy building in 1945. Became Communication Building when Agriculture Science was completed in 1951; demolished 1998 for Idaho Commons | Dairy Building, 1918-1945; Agronomy Building, 1945-1951; Communications Building, 1951- |",
DanOBrienTrackandFieldComplex.html,Dan O'Brien Track and Field Complex,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/DanOBrienTrackandFieldComplex.html"">Dan O'Brien Track and Field Complex</a>","<strong>Dates:</strong> 197?-<br /><br /><strong>Architect: </strong> Cornell, Howland, Hayes, and Merryfield (Corvallis)","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00726.html"">168-1</a>","46.726324,-117.020614",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/901/full/pct:70/0/default.jpg,901,image/jpeg,1971,campus00726,168-1,West of Kibbie Dome,"Cornell, Howland, Hayes, and Merryfield (Corvallis)",1974,197?-,,,,,,,Standing Building,,Facilities Architecture Drawing Archives,wht_diamond,"Dan O'Brien Track and Field Complex | 46.726324,-117.020614 | West of Kibbie Dome | Cornell, Howland, Hayes, and Merryfield (Corvallis) | 197?- |  |  |  |  |  |  |  |",
DayCareCenter.html,Day Care Center,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/DayCareCenter.html"">Day Care Center</a>","<strong>Dates:</strong> 1975-<br /><strong>Cost:</strong> $30,000<br /><strong>Architect: </strong> Designed by Mark Samuelson, UI Sophomore architecture student; constructed by Boise Cascade","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus00572.html"">155-1</a>","46.724399,-117.00734",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/746/full/pct:70/0/default.jpg,746,image/jpeg,1970,campus00572,155-1,Deakin Street (South Hill housing complex),"Designed by Mark Samuelson, UI Sophomore architecture student; constructed by Boise Cascade",1975,1975-,"30,000",,"2 story, wood",Renovated in 1993 and turned into 2 and 3 bedroom apartments,Child care services for 30 children; family housing unit,Day Care Center; South Hill Apartment,Standing Building,,"Morton, Argonaut",wht_diamond,"Day Care Center | 46.724399,-117.00734 | Deakin Street (South Hill housing complex) | Designed by Mark Samuelson, UI Sophomore architecture student; constructed by Boise Cascade | 1975- |  | 30000 |  | 2 story, wood | Renovated in 1993 and turned into 2 and 3 bedroom apartments | Child care services for 30 children; family housing unit | Day Care Center; South Hill Apartment |",
DramaAnnex.html,Drama Annex,"<a href=""https://www.lib.uidaho.edu/digital/campus/locations/DramaAnnex.html"">Drama Annex</a>","<strong>Dates:</strong> 1947-<br /><strong>Cost:</strong> $9,900<br /><strong>Architect: </strong> Former Army hospital, moved to campus 1946-1947","<a target=""_blank"" href=""https://www.lib.uidaho.edu/digital/campus/items/campus03117.html"">3135</a>","46.727086,-117.011237",no,https://digital.lib.uidaho.edu/digital/iiif/pg1/3135/full/pct:70/0/default.jpg,3135,image/jpeg,1949,campus03117,3135,Pine Street and University Ave.,"Former Army hospital, moved to campus 1946-1947",1947,1947-,"9,900",,"One story frame, gable, composition shingles, wood siding, 25' x 50""",,Originally mailing center; in 1949 it became the Alumni Center; Audio Visual moved into it February 1951; Drama Annex or Theatre Arts Annex; Architecture Studio &amp; 2 Architecture Faculty Offices; Women's Center (2000-? ),"Temporary Classroom Building #5, Alumni Center, Audio-Visual, Drama Annex, Theatre Arts Annex; Women's Center",,No Longer Standing,"Cards, Morton",wht_diamond,"Drama Annex | 46.727086,-117.011237 | Pine Street and University Ave. | Former Army hospital, moved to campus 1946-1947 | 1947- |  | 9900 |  | One story frame, gable, composition shingles, wood siding, 25' x 50"" |  | Originally mailing center; in 1949 it became the Alumni Center; Audio Visual moved into it February 1951; Drama Annex or Theatre Arts Annex; Architecture Studio &amp; 2 Architecture Faculty Offices; Women's Center (2000-? ) | Temporary Classroom Building #5, Alumni Center, Audio-Visual, Drama Annex, Theatre Arts Annex; Women's Center | No Longer Standing",
