title,creator,description,archival_date,date,date approximate,subject,source,finding_aid,publisher,book relationship,identifier,format original,format,type,rights,rightsstatement,language,date digital,location,state,county,city,geonames,latitude,longitude,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
St. Maries Lumber Company Sawmill,"Elder, Paul M.","St. Maries Lumber Company sawmill. Current owner at this time was Lawrence Pugh though previous owners are also listed on the back of the photo: Mike Bogle, W.W. Kroll -1913 (son Charles), Fred Herrick -1920, and G.A. Rogers. Courtesy Paul M. Elder.",1952,1952,,sawmills; log (wood); rivers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 69,69_2_B-78,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Saint Maries, Benewah County, ID",Idaho,Benewah County,Saint Maries,http://www.geonames.org/5606232/saint-maries.html,47.3143,-116.5617,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/125,125,211.jp2,/whitepine/image/211.jp2,whitepine125
Boarding House and Sawmill,,"Charles W. Russell boarding house & sawmill located at Harrison, Idaho (misidentified as Grant Lumber Company Lumberyard in White Pine King of Many Waters). Courtesy of Bert Russell (grandson), Harrison, Idaho.",1900,1900,,ponds (water); sawmills; lumberyard (stores); railroad (infrastructure); boardinghouses;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 18,69_2_B-76,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Harrison, Kootenai County, ID",Idaho,Kootenai County,Harrison,http://www.geonames.org/5595198/harrison.html,47.4544,-116.784,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/126,126,212.jp2,/whitepine/image/212.jp2,whitepine126
B.R. Lewis Lumber Company Sawmill [02],"Elder, Paul M.","A picture of  B.R. Lewis Lumber Company located in Coeur d'Alene, Idaho.",1908,1908,,sawmills; log (wood); rivers; lumberyard (stores);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-79,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/127,127,213.jp2,/whitepine/image/213.jp2,whitepine127
B.R. Lewis Lumber Company Photo Collage,"Elder, Paul M.",A collage of pictures showing logging operations at B.R. Lewis Lumber Company.,1908,1908,,composite views; photographs; sawmills; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-80,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/128,128,214.jp2,/whitepine/image/214.jp2,whitepine128
B.R. Lewis Lumber Company Sawmill [01],"Elder, Paul M.","A picture of B.R. Lewis Lumber Company sawmill located in Coeur d'Alene, Idaho.",1908,1908,,sawmills; log (wood); rivers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 63,69_2_B-81,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/129,129,215.jp2,/whitepine/image/215.jp2,whitepine129
Ohio Match Company Sawmill [01],"Elder, Paul M.","Ohio Match Company sawmill located in Huetter, Idaho. The Ohio Match Company is now known as Diamond International.",1946,1946,,sawmills; log (wood); rivers; lumberyard (stores); incinerators;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-82,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Huetter, Kootenai County, ID",Idaho,Kootenai County,Huetter,http://www.geonames.org/5596312/huetter.html,47.7035,-116.8505,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/130,130,216.jp2,/whitepine/image/216.jp2,whitepine130
Coeur d'Alene Lumber Company Sawmill [02],"Elder, Paul M.",Employees standing around at the Coeur d'Alene Lumber Company sawmill.,1909,1909,,lumberyard (stores); group portraits; blue collar workers;  draft horses; railroad (infrastructure); flatcars;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-83,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/131,131,217.jp2,/whitepine/image/217.jp2,whitepine131
Coeur d'Alene Lumber Company Sawmill [01],,A picture of the Coeur d'Alene Lumber Company sawmill.,1905,1905,,sawmills; lumberyard (stores); incinerators;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-84,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/132,132,218.jp2,/whitepine/image/218.jp2,whitepine132
Post Falls Lumber Company Sawmill,"Elder, Paul M.","Post Falls Lumber Company sawmill located in Post Falls, Idaho.",1946,1946,,sawmills; dams (hydraulic structures); cascades (water features);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 76,69_2_B-85,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Post Falls, Kootenai County, ID",Idaho,Kootenai County,Post Falls,http://www.geonames.org/5604353/post-falls.html,47.7181,-116.9509,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/133,133,219.jp2,/whitepine/image/219.jp2,whitepine133
Trailing by Steam Donkey,,A steam donkey trailing logs in a chute. Logging fire damaged timber in St. Joe-Big Creek area on a Fred Herrick operation. Courtesy of the St. Maries Gazette-Record.,1913,1913,,chutes; log (wood); steam turbines;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 39,69_2_B-68,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"East Fork Big Creek, Latah County, ID",Idaho,Latah County,East Fork Big Creek,http://www.geonames.org/5591912/east-fork-big-creek.html,46.9906,-116.7001,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/134,134,22.jp2,/whitepine/image/22.jp2,whitepine134
Frederick Post Water-Powered Sawmill,,"Pictured is the Frederick Post's first water-powered sawmill and employees, Post Falls, Idaho. Courtesy Paul M. Elder.",1890,1890,,sawmills; dams (hydraulic structures); cascades (water features); group portraits; blue collar workers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 14,69_2_B-86,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Post Falls, Kootenai County, ID",Idaho,Kootenai County,Post Falls,http://www.geonames.org/5604353/post-falls.html,47.7181,-116.9509,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/135,135,220.jp2,/whitepine/image/220.jp2,whitepine135
A. W. Post Sawmill and Log Pond,,"A.W. Post mill and log pond, Rathdrum, Idaho. Group portrait of people standing on the edge of the log pond, sawmill in background. Courtesy of Mrs. John Post, Coeur d'Alene, Idaho.",1890,1890,,group portraits; ponds (water); log (wood); draft horses; sawmills;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-87,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Rathdrum, Kootenai County, ID",Idaho,Kootenai County,Rathdrum,http://www.geonames.org/5553955/rathdrum.html,47.8124,-116.8956,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/136,136,221.jp2,/whitepine/image/221.jp2,whitepine136
A. W. Post and Crew [02],,"A.W. Post and crew stand  in the Company yard and sawmill, Rathdrum, Idaho. A.W. Post is in the back 3rd from left. John W. Post is in the front 4th from left. Courtesy of Mrs. John Post, Coeur d'Alene, Idaho.",1890,1890,,lumberyard (stores); blue collar workers; group portraits;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 15,69_2_B-88,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Rathdrum, Kootenai County, ID",Idaho,Kootenai County,Rathdrum,http://www.geonames.org/5553955/rathdrum.html,47.8124,-116.8956,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/137,137,222.jp2,/whitepine/image/222.jp2,whitepine137
A. W. Post and Crew [01],,"A.W. Post and crew stand in the interior of the sawmill, Rathdrum, Idaho. A.W. Post is in the back 4th from left and John W. Post is in the front first on the left. Courtesy of Mrs. John Post, Coeur d'Alene, Idaho.",1890,1890,,sawmill; blue collar workers; group portraits;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-89,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Rathdrum, Kootenai County, ID",Idaho,Kootenai County,Rathdrum,http://www.geonames.org/5553955/rathdrum.html,47.8124,-116.8956,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/138,138,223.jp2,/whitepine/image/223.jp2,whitepine138
Winton Lumber Company Flume [04],Western Ways Incorporated,"Aerial view of PFI's (Potlatch Forests Incorporated) Rutledge Unit yard, Coeur d'Alene, Idaho. Credit to Western Ways Incorporated. Roof of largest building reads: 'Coeur D'Alene'. Side of connected building reads: 'Safety everywhere all the time'. Courtesy of the Rutledge Unit.",1966-06-30,1966-06-30,,lumberyard (stores); log (wood); sawmills; lakes (bodies of water); expressways; railroad (infrastructure); aerial photographs; aerial views;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 66,69_2_B-90,black and white print,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/139,139,224.jp2,/whitepine/image/224.jp2,whitepine139
Fort Coeur d'Alene Sawmill,,Pictured is an army sawmill at Fort Coeur d'Alene (Later Fort Sherman). Credit to the Quartermaster General photo number 92-F-63-19 in the National Archives.,1910,1910,yes,sawmills; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 13,69_2_B-91,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"North Idaho College, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene;North Idaho College,http://www.geonames.org/5602541/north-idaho-college.html,47.6875,-116.796,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/140,140,225.jp2,/whitepine/image/225.jp2,whitepine140
St. Joe Lumber Company Sawmill,,"St. Joe Lumber Company plant located in Harrison, Idaho. Courtesy Bert Russell.",1903,1903,Yes,sawmills; lakes (bodies of water); railroad (infrastructure); freight cars; boxcars;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 81,69_2_B-92,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Harrison, Kootenai County, ID",Idaho,Kootenai County,Harrison,http://www.geonames.org/5595198/harrison.html,47.4544,-116.784,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/141,141,226.jp2,/whitepine/image/226.jp2,whitepine141
Frank J. Davies,,Portrait of Frank J. Davies. Davies was the Secretary and First Manager of Edward Rutledge Timber Company at Coeur d'Alene. Courtesy of Potlatch Forests Incorporated.,1890,1890,yes,portraits; managers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 138. Also print,69_2_B-94,black and white film copy negative,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/143,143,228.jp2,/whitepine/image/228.jp2,whitepine143
Richard E. (Dick) Ferrell.,,A picture of Reverend 'Dick' Richard E. Ferrell reading a book outdoors. Lumberjack missionary of the Coeur d'Alenes. Dick was also formerly a blacksmith and prize fighter. Courtesy of Mrs. Richard E. Ferrell.,1935,1935,yes,portraits; missionaries; lumbermen; pastors;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 140. Also print,69_2_B-95,black and white film negative,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/144,144,229.jp2,/whitepine/image/229.jp2,whitepine144
Bunker Hill Sawmill,,A newspaper clipping displaying Bunker Hill sawmill in 1900 (from Bunker hill Company publication).,1910,1910,yes,sawmills; clippings (information artifacts);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-69,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Bunker Hill Tailings Number Two Dam, Shoshone County, Idaho United States",Idaho,Shoshone County,Bunker Hill Tailings Number Two Dam,http://www.geonames.org/5587349/bunker-hill-tailings-number-two-dam.html,47.537,-116.1372,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/145,145,23.jp2,/whitepine/image/23.jp2,whitepine145
Fred Herrick,,"A portrait of Fred Herrick 1854-1953. Herrick was the owner of the Coeur d'Alene Mill Company (and the Red Collar Steamship Company) in Coeur d'Alene, Idaho, the Export Lumber Company in Harrison, Idaho, and the Milwaukee and St. Maries Lumber Companies in St. Maries, Idaho. Courtesy of his daughter Mrs. Helen Herrick Malsed Seattle, Washington.",1910,1910,Yes,proprietors; portraits;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 143.,69_2_B-96,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Coeur d'Alene, Kootenai County, ID",Idaho,Kootenai County,Coeur d'Alene,http://www.geonames.org/5589173/coeur-d-alene.html,47.6776,-116.7925,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/146,146,230.jp2,/whitepine/image/230.jp2,whitepine146
George Frederick Jewett Sr.,,"George Frederick (Fritz) Jewett Sr. was the President of Potlatch Forests Incorporated. Courtesy of Potlatch Forests, Incorporated.",1940,1940,Yes,portraits; directors (administrators);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 147. Also print,69_2_B-97,black and white film copy negative,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Kootenai County, ID",Idaho,Kootenai County,,http://www.geonames.org/5597922/kootenai-county.html,47.6746,-116.7,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/147,147,231.jp2,/whitepine/image/231.jp2,whitepine147
Tugboat Towing Logs [01],"Fullerton, Neil",Tugboat pulling logs from St. Maries River into St. Joe River.,1942-06-06,1942-06-06,,tugboats; rivers; log (wood); houseboats;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-8,black and white negative,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Saint Maries River, Benewah County, ID",Idaho,Benewah County,Saint Maries River,http://www.geonames.org/5606239/saint-maries-river.html,47.3165,-116.5556,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/191,191,3.jp2,/whitepine/image/3.jp2,whitepine191
Whip Sawing at Lake Bennett,"Hagg, E.A.",Whipsaw mill in action during wintertime.Two unknown men working together. Credit to the Idaho Historical Society,1890,1890,Yes,snow; winter; log (wood); pit saws; blue collar workers; lumbermen;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 10,69_2_B-93,black and white print,image/jpeg,Image;StillImage,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Bennett Bay, Kootenai County, ID",Idaho,Kootenai County,Bennett Bay,http://www.geonames.org/5585311/bennett-bay.html,47.6417,-116.7194,2016-08-12,2018-05-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/whitepine/id/215,215,51.jp2,/whitepine/image/51.jp2,whitepine215
