objectid,title,description,creator,date,subject,,subject (lcsh),keywords,digital collection,source,findingaid,identifier,digital identifier,rights,rightsstatement,format original,type,language,format,cdm_url,cdmid
spec_ji408,Building [03],A stone building with a cobblestone pavilion in the foreground.,"Iddings, John Edward",1927,buildings; structures; travel,,,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 089",0106-02-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/408,408
spec_ji409,Men judging a horse,"Men judging a horse, likely for breeding consideration.","Iddings, John Edward",1927,horses; livestock; horse show,,Horses;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 098",0106-2-13,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/409,409
spec_ji410,Men holding luggage,An unidentified man poses alongside another man holding luggage.,"Iddings, John Edward",1927,travel; people; crowd,,,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 099",0106-2-14,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/410,410
spec_ji411,Group touring a patio,Group of people touring the patio of a building.,"Iddings, John Edward",1927,tourism; travel; crowd,,,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 100",0106-2-15,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/411,411
spec_ji412,Two men pose with two sheep,"Two men stand showing two sheep. one man is seen leaning over to assess the sheep only partially in frame, while the other braces the sheep that is fully in frame.","Iddings, John Edward",1927,sheep; livestock; shepherds,,Sheep; Livestock;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 101",0106-2-16,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/412,412
spec_ji413,Three men and two goats,Two men hold two goats for a picture while a third man watches from behind a stone fence.,"Iddings, John Edward",1927,goats; livestock; livestock show,,Goats;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 102",0106-2-17,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/413,413
spec_ji414,Cabbage farm,Men are gathered in the fields of a cabbage farm.,"Iddings, John Edward",1927,farming; fields; crops,,Cabbage;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 103",0106-2-18,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/414,414
spec_ji415,Wheat field,A field of wheat or other crop growing in an unknown location.,"Iddings, John Edward",1927,fields; crops; farming,,Grasslands;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 104",0106-2-19,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/415,415
spec_ji416,People gathering for a formal portrait,Group of people posing for a portrait in front of a building observed by children and passersby.,"Iddings, John Edward",1927,crowd; people; buildings; structures,,,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 105",0106-2-20,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/416,416
spec_ji417,House in unknown location,The backside of a house in an unknown location with a body of water in the foreground of the photograph.,"Iddings, John Edward",1927,builings; structures; pond,,Dwellings;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 106",0106-2-21,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/417,417
spec_ji418,Two houses in the distance,Two houses stand on a sandbar in the distance.,"Iddings, John Edward",1927,dwellings; buildings; travel,,Dwellings;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 107",0106-2-22,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/418,418
spec_ji419,Thatched roof building,Three men in front of a thatched-roof building.,"Iddings, John Edward",1927,dwellings; buildings; people,,,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 108",0106-2-23,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/419,419
spec_ji420,Carriage pulled by a horse [03],"A light two-wheeled carriage pulled by a horse, with driver, among cars in an open field.","Iddings, John Edward",1927,horses; carts; transportation,,Horses;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 109",0106-2-24,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/420,420
spec_ji421,Rambouillet ewes,Rambouillet sheep showing.,"Iddings, John Edward",1927,sheep; livestock; shepherds,,Sheep; Livestock;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 110",0106-2-25,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/421,421
spec_ji422,Sheep showing,An unidentified individual participating in a sheep showing event.,"Iddings, John Edward",1927,sheep; livestock; shepherds,,Sheep; Livestock;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 111",0106-2-26,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/422,422
spec_ji423,Men observing a cow,"Men observing a dairy cow, likely for purchasing consideration.","Iddings, John Edward",1927,cows; livestock; cattle,,Cows; Livestock;,cattle,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 112",0106-2-27,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/423,423
spec_ji424,Cattle showing [01],Showing cattle at an exhibition at the University of Idaho.,"Iddings, John Edward",1927,cows; livestock; cattle,,Cows; Livestock;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 113",0106-2-28,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/424,424
spec_ji425,Men judging a cow,Men judging a cow during an exhibition.,"Iddings, John Edward",1927,cows; livestock; cattle,,Cows; Livestock;,cattle,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 114",106-2-29,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/425,425
spec_ji426,Scottish Highland Cattle,"Scottish Highland Cattle, or Kyloe, ready to be shown.","Iddings, John Edward",1927,cows; livestock; cattle,,,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 115",106-2-30,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/426,426
spec_ji427,Bull,A bull at the University of Idaho Agricultural Department.,"Iddings, John Edward",1927,cows; livestock; cattle,,Livestock;,cattle,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 116",106-2-31,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/427,427
spec_ji428,Street scene in front of a hotel,A street scene in front of a hotel in an unknown location.,"Iddings, John Edward",1927,buildings; structures; travel,,,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 090",0106-02-05,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/428,428
spec_ji429,Man holding bridle of a horse,An unidentified man holding the bridle of a draft horse.,"Iddings, John Edward",1927,horses; horse show; livestock,,Horses;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 091",0106-02-06,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/429,429
spec_ji430,Cattle showing [02],Showing cattle at an exhibition at the University of Idaho. The breeder can be seen sitting on a stick while the judge assess the steer.,"Iddings, John Edward",1927,cows; livestock; cattle,,Cows; Livestock;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 121",106-2-36,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/430,430
spec_ji431,Thatched roof huts,Thatched-roof huts along the shore of a canal.,"Iddings, John Edward",1927,dwellings; buildings; structures,,Dwellings;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 122",106-2-37,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/431,431
spec_ji432,Water storage,Building probably related to the provision of water.,"Iddings, John Edward",1927,dwellings; buildings; structures,,,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 123",106-2-38,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/432,432
spec_ji433,Plants in numbered containers,Plants in numbered containers to be transplanted.,"Iddings, John Edward",1927,propogation; plants; gardening,,,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 124",106-2-39,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/433,433
spec_ji434,Two wheeled cart,A heavily loaded two-wheeled carriage pulled by an in-line team of four horses.,"Iddings, John Edward",1927,horses; carts; transportation,,Horses;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 117",106-2-32,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/434,434
spec_ji435,Man and a cow outside a barn,A man and a young cow outside a barn in an unknown location.,"Iddings, John Edward",1927,cows; livestock; cattle,,Cows; Livestock;,cattle,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 125",106-2-40,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/435,435
spec_ji436,Gathering for a group portrait,A group of people gather for a portrait in front of a building in an unknown location.,"Iddings, John Edward",1927,travel; crowd; buildings; structures; architecture,,,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 126",106-2-41,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/436,436
spec_ji437,Train coming out of a tunnel,A train coming out of a tunnel with an open carriage pulled by horse in the foreground.,"Iddings, John Edward",1927,passenger trains; horses; transport; transportation,,passenger trains; Horses;,"transport, transportation",John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 127",106-2-42,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/437,437
spec_ji438,Four wheeled carts,Four-wheeled carts and two men wait in front of a building.,"Iddings, John Edward",1927,transport; transportation; people,,,"transport, transportation",John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 128",106-2-43,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/438,438
spec_ji439,Men loading a boat,Men loading a boat in a canal with houses and clothing hanging on line drying.,"Iddings, John Edward",1927,dwellings; buildings; structures,,Dwellings;,,John Edward Iddings Lantern Slide Collection,"Edward John Iddings scrapbooks and lantern slides, 1904-1954, MG 76, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv78979,"MG 76, Box 3, Slide 129",106-2-44,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpeg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/439,439
