title,description,creator,donor,contributor,date,date is approximate,subject,country,state,county,city,latitude,longitude,relation,publisher,source,identifier,rights,rightsstatement,format original,type,format,language,filename,oclc number,Date created,Date modified,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Roy F. Kislig [1],A portrait of Roy F. Kisling when he was 18 years old. Photograph taken in 1893.,,,Potlatch Historical Society,1893,yes,,United States,Idaho,Latah County,Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 1, Potlatch Historical Society",Gale_DeepCreek1-03a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1073,1073,66.jp2,/phs/image/66.jp2,phs1073
Roy F. Kislig [2],Portrait of Roy F. Kislig at 18 years old.,,"Rohn, Joe",Potlatch Historical Society,1893-01-01,yes,portraits; men,United States,Idaho,Latah County,Potlatch,46.925027,-116.895298,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_RohnJ_050b,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,scrapbook page,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1751,1751,1752.jp2,/phs/image/1752.jp2,phs1751
Rudolph W. Zimmerman Death,A newspaper clipping from The Spokesman-Review and Spokane Chronicle announcing Rudolph W. Zimmerman's death after being pinned under a tractor.,,,Potlatch Historical Society,1991-07-05,,farmer; death; tractor; newspaper clipping,United States,Idaho,Latah County,Deep Creek,47.6539087,-117.4352779,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-17d,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,newspaper,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/773,773,39.jp2,/phs/image/39.jp2,phs773
Rudolph Zimmerman Sr.,Rudolph Zimmerman Sr. standing in front of a wooden wall.  Photograph taken around 1930.,,,Potlatch Historical Society,1930,yes,,United States,Idaho,Latah County,Deep Creek,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 1, Potlatch Historical Society",Gale_DeepCreek1-18b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1406,1406,96.jp2,/phs/image/96.jp2,phs1406
Ruhl Reception Picnic,A photograph of the reception picnic of the Ruhl Wedding.,,,Potlatch Historical Society,1913-07-30,,Wedding Party; Celebration; Reception,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town 2, Potlatch Historical Society",Gale_Town2_36,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1319,1319,881.jp2,/phs/image/881.jp2,phs1319
Ruhl Wedding Party,"A photograph of a wedding party on the south side of Gold Hill north of Princeton. The group includes Emma Coffin (pastor in Whittier, California Friends Church, probably performed ceremony), Claude Haskins, Econ Guernsey, brother of the bride Forest Allen, groom Sidney Ruhl, bride Fern Ruhl, Mary Ruhl, Viola Guernsey, brides cousin Miss Coffin, and mother of the bride Mary Allen.",,,Potlatch Historical Society,1913-07-30,,Wedding Party; Celebration,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town 2, Potlatch Historical Society",Gale_Town2_35,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1318,1318,880.jp2,/phs/image/880.jp2,phs1318
Ruke Zimmerman,Ruke Zimmerman on his property.,,,Potlatch Historical Society,1989-11-01,yes,portrait; tree,United States,Idaho,Latah County,Deep Creek,46.982643,-116.900279,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-16b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color image,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/707,707,33.jp2,/phs/image/33.jp2,phs707
Ruke Zimmerman by Barn,Ruke Zimmerman by his barn.,,,Potlatch Historical Society,1989-11-01,yes,portrait; barn,United States,Idaho,Latah County,Deep Creek,46.982643,-116.900279,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-16d,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color image,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/729,729,35.jp2,/phs/image/35.jp2,phs729
Ruke Zimmerman Obituary,The obituary for Rudolph 'Ruke' Zimmerman after he passed away from a garden tractor accident. He was 91 years old and had been retired from his life-long farming career for ten years.,,,Potlatch Historical Society,1991-07-08,,obituary; farmer; accident; tractor; newspaper clipping,United States,Idaho,Latah County,Deep Creek,46.7310432,-117.0140233,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-17c,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,newspaper,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/762,762,38.jp2,/phs/image/38.jp2,phs762
Ruke Zimmerman's Barn,A man on the top of a ladder leaning against Ruke Zimmerman's barn.,,,Potlatch Historical Society,1989-11-01,yes,barn; ladder; portrait,United States,Idaho,Latah County,Deep Creek,46.982643,-116.900279,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-17a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color image,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/740,740,36.jp2,/phs/image/36.jp2,phs740
Ruke Zimmerman's Hill,A tree on Ruke Zimmerman's Hill.,,,Potlatch Historical Society,1989-11-01,yes,tree; hill; forest,United States,Idaho,Latah County,Deep Creek,46.982643,-116.900279,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Deep Creek 2, Potlatch Historical Society",Gale_DeepCreek2-17b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,color image,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/751,751,37.jp2,/phs/image/37.jp2,phs751
Running from the Fall,Two men pulling something away from the tipped rail car while others analyze the event.,,,Potlatch Historical Society,1955,yes,logs; machines; railroad car,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Later Photos, Potlatch Historical Society",LaterPhotos_p005a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/344,344,1308.jp2,/phs/image/1308.jp2,phs344
Rushing Water,Water rushing from a controlled area to an open area.,,,Potlatch Historical Society,1964-05-01,yes,water; wood,United States,Idaho,Latah County,Potlatch,46.922006,-116.909254,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Later Photos, Potlatch Historical Society",LaterPhotos_p031b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/411,411,1369.jp2,/phs/image/1369.jp2,phs411
Russell Strong,Portrait photograph of Russell Strong.,"Sterner, J.J.",,Potlatch Historical Society,1915,yes,portraits;men;,United States,Idaho,Latah County,East Deep Creek,47.00537456,-116.9223929,,,,phs_255,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,photograph,Image;StillImage,image/jpg,eng,phs_255.jg,,2021-07-21,2021-07-21,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/2170,2170,2174.jp2,/phs/image/2174.jp2,phs2170
Sales Day at the Merc. Article,A newspaper article from the Potlatch Times (Vol. 4 No. 7) about the Potlatch Mercantile Company Store and the big sales they had. The article mentions manager A. A. McDonald who began the sales during his time as manager from 1909-1921 and how he would buy anything of value.,,,Potlatch Historical Society,1965,yes,Company Stores,United States,Idaho,Latah County,Potlatch,46.921447,-116.899847,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_27a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1131,1131,711.jp2,/phs/image/711.jp2,phs1131
Sales Day at the Merc.,A photograph of the crowds at one of Potlatch Mercantile Company's big sales.,,,Potlatch Historical Society,1945,yes,Company Stores,United States,Idaho,Latah County,Potlatch,46.921447,-116.899847,Gale File,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_27b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1127,1127,708.jp2,/phs/image/708.jp2,phs1127
Samuel Lynd,"Samuel Lynd moved to Potlatch, Idaho, from Lawrence County, Ohio in 1884 with his wife Elizabeth Tipton Lynd, his son Andrew Lynd and daughter-in-law, Mary Matilda Lynd, and his in-laws, James and Mary Tipton. Samuel passed away in 1888 and is buried in Palouse, Washington alongside his wife.",,,Potlatch Historical Society,1884-01-01,yes,portraits; men; local histories,United States,Idaho,Latah County,Potlatch,46.926839,-116.903697,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_LyndM_002,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,Image;StillImage,image/jpg,eng,,,2017-10-02,2017-10-02,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1738,1738,1739.jp2,/phs/image/1739.jp2,phs1738
Saturday Night Crowd,A photograph of the Saturday Night Crowd in Onaway.,,,Potlatch Historical Society,1915,yes,Group Portrait; Recreation,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town 2, Potlatch Historical Society",Gale_Town2_24b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1298,1298,862.jp2,/phs/image/862.jp2,phs1298
Saw Description,A description of the sawmill layout changes and the lifecycles of different saws used by the Potlatch Corporation.,,,Potlatch Historical Society,1910,yes,Saws; Sawmill,United States,Idaho,Latah County,Potlatch,46.918969,-116.910067,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_93c,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/939,939,539.jp2,/phs/image/539.jp2,phs939
Saw Mill Engine Room,A photograph of an employee with the engine in the engine room at the sawmill.,,,Potlatch Historical Society,1915,yes,sawmill; engine; employee,United States,Idaho,Latah County,Potlatch,46.922218,-116.907427,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_39a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1045,1045,634.jp2,/phs/image/634.jp2,phs1045
Saw Mill from the Southwest,A photograph of the saw mill taken southwest of the mill.,,,Potlatch Historical Society,1915,yes,sawmill; building,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_37b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1039,1039,629.jp2,/phs/image/629.jp2,phs1039
Saw Mill Girls [1],A photograph of the saw mill girls.,,,Potlatch Historical Society,1918,yes,Saw Mill; Women,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,Paul Welo,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_64a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/761,761,379.jp2,/phs/image/379.jp2,phs761
Saw Mill Girls [2],A photograph of the women who worked at the saw mill.,,,Potlatch Historical Society,1918,yes,Saw Mill; Women,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_64b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/765,765,382.jp2,/phs/image/382.jp2,phs765
"Saw Mill, Log Pond, and Log Dump",A full log pond in front of the saw mill and a railroad log dump.,,,Potlatch Historical Society,1915,yes,sawmill; building; log; pond; railroad,United States,Idaho,Latah County,Potlatch,46.920761,-116.908018,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Supplement, Potlatch Historical Society",Gale_Supplement_38a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1041,1041,630.jp2,/phs/image/630.jp2,phs1041
Saw-Mill & Lumber Yard,"A document for F. Weyerhauser and F.C.A. Denkmann the proprietors of the steam saw-mill and lumber yard in Rock Island, Illinois. There they constantly manufactured building and framing lumber, fencing, flooring, lath, and shingles.",,,Potlatch Historical Society,1970,yes,Sawmill; Lumber Yard,United States,Idaho,Latah County,Potlatch,41.507987,-90.579016,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_06b,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/852,852,460.jp2,/phs/image/460.jp2,phs852
Sawmill Grounds,"A photograph of the log pond, log slip, and the mill at Potlatch.",,,Potlatch Historical Society,1915,yes,Sawmill; Lumber,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,Calvin Kreid,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_61a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/753,753,371.jp2,/phs/image/371.jp2,phs753
Sawmill and Potlatch,"A photograph of the Potlatch Lumber Company's sawmill with a view of a developing Potlatch, Idaho behind it.",,,Potlatch Historical Society,1906-04-17,,Sawmill; Town Development,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_61b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/952,952,550.jp2,/phs/image/550.jp2,phs952
Sawmill and Train Tracks,"A photograph of the sawmill and train tracks in Potlatch, Idaho.",,,Potlatch Historical Society,1915,yes,Sawmill; town development,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Town, Potlatch Historical Society",Gale_Town_61b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/1189,1189,764.jp2,/phs/image/764.jp2,phs1189
Sawmill and Lumber Yard,A view of a full lumber yard and the sawmill.,,,Potlatch Historical Society,1910,yes,lumber yard; sawmill; landscape,United States,Idaho,Latah County,Potlatch,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Misc Photos, Potlatch Historical Society",MiscPhotos_p017,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/502,502,1450.jp2,/phs/image/1450.jp2,phs502
Sawmill and Residents,A photograph of the sawmill and some Potlatch residents in the latest fashions.,,,Potlatch Historical Society,1905,yes,Sawmill Building,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_65b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/961,961,559.jp2,/phs/image/559.jp2,phs961
Sawmill Buildings,A photo of a structure and some buildings at a lumber mill.,,,Potlatch Historical Society,1960,yes,structure; building; sawmill,United States,Idaho,Latah County,Potlatch,46.921299,-116.901717,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Later Photos, Potlatch Historical Society",LaterPhotos_p020a,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/381,381,1341.jp2,/phs/image/1341.jp2,phs381
Sawmill Construction [1],A photograph of the construction of the saw mill building courtesy of L.C.H.S.,,,Potlatch Historical Society,1905-12-22,,Sawmill Construction,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_48a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/902,902,505.jp2,/phs/image/505.jp2,phs902
Sawmill Construction [2],A photograph of the sawmill with one stack still under construction courtesy of Lillian Yangel.,,,Potlatch Historical Society,1906-06-17,,Sawmill Building,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant I, Potlatch Historical Society",Gale_PlantI_65a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/960,960,558.jp2,/phs/image/558.jp2,phs960
Sawmill Crew,A photograph of part of the sawmill crew standing on the transfer chain going to the green chain.,,,Potlatch Historical Society,1911,yes,Sawmill Employees,United States,Idaho,Latah County,Potlatch,46.922281,-116.907683,West One Bank Potlatch Branch,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Plant, Potlatch Historical Society",Gale_Plant_40b,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/819,819,430.jp2,/phs/image/430.jp2,phs819
Sawmill Deck Area,A photograph of a sawmill deck area and the three head rigs.,,,Potlatch Historical Society,1911,yes,Sawmill Equipment,United States,Idaho,Latah County,Potlatch,46.78388,-116.173919,Potlatch Corporation,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Gale_Elk River_34a,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/558,558,196.jp2,/phs/image/196.jp2,phs558
Sawmill Employees by White Pine,A photograph of sawmill employs with special Idaho White Pine.,,,Potlatch Historical Society,1920,yes,Idaho White Pine,United States,Idaho,Latah County,Potlatch,46.789845,-116.174289,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Lee Gale Scrapbooks: Elk River, Potlatch Historical Society",Gale_Elk River_57,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,Image;StillImage,image/jpg,eng,,,2017-07-03,2017-07-03,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/phs/id/590,590,224.jp2,/phs/image/224.jp2,phs590
