title,date,date is approximate,description,subject,source,location,latitude,longitude,subject (lcsh),format original,donor,identifier,digital collection,format,type,rights,rightsstatements,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Hobbs Cabin,1914,,"Hobb's Cabin on Little Meadow, surrounded by trees.",cabins; trees; meadows,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,cabins (houses),black and white photographs,,02-03-031,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/106,106,57.jp2,/lchsphotos/image/57.jp2,lchsphotos106
Hospital [02],1995,,Bovill's hospital with trees surrounding it and cars parked off to the side.,hospitals; trees; cars,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,hospitals (buildings for health facility),black and white photographs,,02-03-027,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/107,107,58.jp2,/lchsphotos/image/58.jp2,lchsphotos107
Map of Little Meadow,1933,,"Map of Little Meadow. A is Hobbs Cabin, B is Winton logging camp and latter Miller farm buildings, C is trace of former road into meadows, and X means grades of old logging railroad lines.",maps; meadows,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,aerial photographs;maps (documents),color photographs,,02-03-031-map,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/108,108,59.jp2,/lchsphotos/image/59.jp2,lchsphotos108
Potlatch Co. Horses,1918,,Potlatch Co. horses in the pasture with barns and trees in the distance.,horses; barns; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,riding horses (animals);barns,black and white photographs,Becky Kellom,02-01-006,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/109,109,6.jp2,/lchsphotos/image/6.jp2,lchsphotos109
Drug Store on Main Street,1933,y,"A group of women stand in front of the drug store on Main St. in Bovill. L to R: Della Crawford (druggist), Mrs. Dave Ellison (owner of the Spokane Hotel), Mrs. Charles White, Mrs. Carlton Stockwell and Mrs. R. T. Witty.",streets; businesses; women,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,main street;storefronts;drugstores;druggist;pharmacists;groups of people,black and white photographs,John B. Miller,02-03-032,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/110,110,60.jp2,/lchsphotos/image/60.jp2,lchsphotos110
Residents,1980,y,A Bovill family stands in a store surrounded by merchandise.,men; women; businesses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,family portrait;stores,black and white photographs,Daily News,02-03-034,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/111,111,61.jp2,/lchsphotos/image/61.jp2,lchsphotos111
Mayor,1980,y,"The Bovill mayor, Jimi Kai Noel, stands outside the Bovill Historical Museum.",mayors; history museums,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,museums (buildings);opera houses;historical figures;mayors,black and white photographs,Daily News,02-03-035,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/112,112,62.jp2,/lchsphotos/image/62.jp2,lchsphotos112
Tree Surround the Bovill Hotel,1910,,The Bovill Hotel surrounded by trees and with people out front.,hotels; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,hotels (public accommodations),color photographs,,02-03-036,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/113,113,63.jp2,/lchsphotos/image/63.jp2,lchsphotos113
Warren Cabin and Nearby Buildings,1990,y,"The Warren Cabin, located next to the Bovill Hotel, surrounded by trees.",cabins; hotels; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,cabins (houses),color photographs,,02-03-037,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/114,114,64.jp2,/lchsphotos/image/64.jp2,lchsphotos114
Bovill,1933,y,The city of Bovill behind a group of trees.,cities; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,buildings (structures);cities,color photographs,,02-03-039,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/115,115,65.jp2,/lchsphotos/image/65.jp2,lchsphotos115
Tree Surround the Warren Cabin,1933,y,The Warren Cabin surrounded by trees.,cabins; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,cabins (houses),color photographs,,02-03-038,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/116,116,66.jp2,/lchsphotos/image/66.jp2,lchsphotos116
Dentist Office,1933,y,The interior view of a Bovill dentist's office.,businesses; dental offices,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,dental offices,color photographs,,02-03-040,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/117,117,67.jp2,/lchsphotos/image/67.jp2,lchsphotos117
House with a Child and a Dog,1933,y,A Bovill house with a child and a dog sitting on the front porch.,children; houses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,residential structures;,color photographs,,02-03-041,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/118,118,68.jp2,/lchsphotos/image/68.jp2,lchsphotos118
Houses,1933,y,A group of Bovill houses surrounded by trees and covered in snow.,houses; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,residential structures;family life,postcards,Brian Magelley,02-03-042,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/119,119,69.jp2,/lchsphotos/image/69.jp2,lchsphotos119
Bovill fire damage,1914,,rubble from buildings damaged by Bovill fire,fires; buildings; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,fires (events),black and white photographs,Becky Kellom,02-01-005,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/120,120,7.jp2,/lchsphotos/image/7.jp2,lchsphotos120
Shelving Books at the Library,1990,,Women put away books in the Bovill Library when it was co-shared with City Hall.,libraries; women; books,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,public libraries (buildings);,black and white photographs,LC Library Dist.,02-03-043,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/121,121,70.jp2,/lchsphotos/image/70.jp2,lchsphotos121
Karen Eggers at the Bovill Library,1990,y,"Karen Eggers reading a magazine at the Bovill Library, which was in the back of City Hall where the old jail cells were.",libraries; women; magazines,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,public libraries (buildings);,black and white photographs,LC Library Dist.,02-03-044,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/122,122,71.jp2,/lchsphotos/image/71.jp2,lchsphotos122
Diane Becker at the Bovill Library,1990,,"Diane Becker, the first supervisor at the Bovill Library and city clerk, helps children during story time.",libraries; women; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,public libraries (buildings);,black and white photographs,,02-03-045,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/123,123,72.jp2,/lchsphotos/image/72.jp2,lchsphotos123
Library [01],1990,y,The Bovill Community Library in City Hall.,libraries; city halls,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,public libraries (buildings);,black and white photographs,LC Library Dist.,02-03-046,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/124,124,73.jp2,/lchsphotos/image/73.jp2,lchsphotos124
Library [02],1990,y,The Bovill Community Library in City Hall.,libraries; city halls,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,public libraries (buildings);,black and white photographs,LC Library Dist.,02-03-047,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/125,125,74.jp2,/lchsphotos/image/74.jp2,lchsphotos125
Goldenrule Drugstore,1933,y,The Golden Rule Drugstore next door to pool hall.,businesses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,storefronts;drugstores;pool halls;,postcards,,02-03-048,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/126,126,75.jp2,/lchsphotos/image/75.jp2,lchsphotos126
Opera House [01],1933,y,The Bovill Opera House.,opera houses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,museums (buildings);opera houses,postcards,,02-03-049,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/127,127,76.jp2,/lchsphotos/image/76.jp2,lchsphotos127
House at Warren Meadows,1904,,"Gwen, Dorothy, Mrs. Bovill, and others standing in front of a new house at Warren Meadows.",houses; women; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,family life;residential structures;hide (collagenous material),black and white photographs,,02-05-001,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/128,128,77.jp2,/lchsphotos/image/77.jp2,lchsphotos128
House,1904,y,Bovill home with trees in the distance.,houses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,residential structures,color photographs,,02-05-003,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/129,129,78.jp2,/lchsphotos/image/78.jp2,lchsphotos129
Cedar View Dairy Ranch,1926,,House on Cedar View Dairy Ranch at Bovill.,houses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,residential structures,black and white photographs,John Miller,02-05-004,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/130,130,79.jp2,/lchsphotos/image/79.jp2,lchsphotos130
Barn,1918,y,Two horses stand outside a barn located in a meadow surrounded by trees.,horses; barns; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,riding horses (animals);barns,scrapbooks,,02-01-007,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/131,131,8.jp2,/lchsphotos/image/8.jp2,lchsphotos131
View of the Warren Cabin,1926,y,"Warren Cabin at the Meadow, surrounded by trees.",cabins; meadows; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,meadows,scrapbooks,,02-05-005,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/132,132,80.jp2,/lchsphotos/image/80.jp2,lchsphotos132
Bushes Outside the Warren Cabin,1926,y,Warren Cabin surrounded by trees and bushes.,cabins; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,cabins (houses),scrapbooks,,02-05-006,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/133,133,81.jp2,/lchsphotos/image/81.jp2,lchsphotos133
Miller House,1931,y,The old house on the far right was where the Miller family lived from 1929 to 1932.,houses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,residential structures,color photographs,J.B. Miller,02-05-009,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/134,134,82.jp2,/lchsphotos/image/82.jp2,lchsphotos134
Miller Farm,1931,,"Miller farm on the east fork of the Potlatch River, looking across Little Meadow.",meadows; farms,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,meadows;farms;,color photographs,J.B. Miller,02-05-010,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/135,135,83.jp2,/lchsphotos/image/83.jp2,lchsphotos135
Boehl's cabin,1904,y,"Three cabins, including Boehl's Cabin, located on Breakfast Creek in a forest.",cabins; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,cabins (houses),black and white photographs,Chester Yangel,02-05-002,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/136,136,84.jp2,/lchsphotos/image/84.jp2,lchsphotos136
W. S. Miller home,1936,,W.S. Miller home on Potlatch East Fork near Bovill.,houses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,residential structures,color photographs,John B. Miller,02-05-012,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/137,137,85.jp2,/lchsphotos/image/85.jp2,lchsphotos137
Two-story outhouse,1936,y,Bovill's two-story outhouse.,outhouses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,outhouses,postcards,,02-05-019,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/138,138,86.jp2,/lchsphotos/image/86.jp2,lchsphotos138
Hospital [03],1914,y,Bovill Hospital surrounded by trees and snow.,hospitals; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,hospitals (buildings for health facility),black and white photographs,Mike Fritz,02-06-001,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/139,139,87.jp2,/lchsphotos/image/87.jp2,lchsphotos139
Bovill Public School,1914,y,Students stand outside the Bovill Public School with a teacher standing on the stairs.,children; schools,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,schools (buildings);teachers,black and white photographs,Mike Fritz,02-06-002,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/140,140,88.jp2,/lchsphotos/image/88.jp2,lchsphotos140
Catholic Church,1914,y,Bovill Catholic Church and a resident's house.,churches; houses,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.859604,-116.393459,churches (buildings);residential structures,black and white photographs,Mike Fritz,02-06-003,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/141,141,89.jp2,/lchsphotos/image/89.jp2,lchsphotos141
Bridge on Potlatch Creek,1918,y,Two women with two little girls stand on the bridge on Pioneer road at Potlatch Creek.,women; bridges,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/","Bovill, ID",46.860228,-116.40047,bridges (built works);creeks (bodies of water),scrapbooks,,02-01-008,Latah County Historical Society Photograph Collection,image/jpg,Image;StillImage,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,,,4/1/2015,5/15/2018,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/142,142,9.jp2,/lchsphotos/image/9.jp2,lchsphotos142
