title,description,item information,postcard type,photographer,date,subject,location,state,publisher,publisher location,source,date is approximate,identifier,rights,standardized rights,original format,type,format,language,latitude,longitude,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
"The path of destruction. Pullman flood. Pullman, Washington","Postcard of a flood in Pullman, Washington in March, 1910.",,photographic postcard,,1910,floods (natural events); buildings; utility poles; photographic postcards,Pullman,Washington,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_87_01d,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.736839,-117.174871,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/715,715,716.jp2,/nwpostcards/image/716.jp2,nwpostcards715
"Main street. Pullman flood. Pullman, Washington","Postcard of a flood in Pullman, Washington in March, 1910.",,photographic postcard,,1910,floods (natural events); buildings; utility poles; men; horses; photographic postcards,Pullman,Washington,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_87_01e,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.729673,-117.180761,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/716,716,717.jp2,/nwpostcards/image/717.jp2,nwpostcards716
"Houses floating down the flooded Palouse River from Pullman. Pullman flood. Pullman, Washington","Postcard of a flood in Pullman, Washington in March, 1910.",,photographic postcard,,1910,floods (natural events); buildings; houses; trees; photographic postcards,Pullman,Washington,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_87_01f,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.735537,-117.190758,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/717,717,718.jp2,/nwpostcards/image/718.jp2,nwpostcards717
"Emerald Pool, Yellowstone Park. 10106.",Postcard of a pool of water in Yellowstone National Park.,,picture postcard,,1930,trees; national parks; pools (bodies of water); picture postcards,Yellowstone National Park,Wyoming,J.E. Haynes,"St. Paul, MN","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_90_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,44.461305,-110.855079,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/718,718,719.jp2,/nwpostcards/image/719.jp2,nwpostcards718
"Yellowstone River, Yellowstone National Park, Wyoming.","Postcard of the Yellowstone River in Yellowstone National Park, Wyoming. | Yellowstone River, Yellowstone National Park, Wyoming. Largest and most scenic of the many magnificent streams found in the Park, Yellowstone River heads high along the continental divide in Wyoming. Flowing into Yellowstone Lake from which it emerges at Fishing Bridge it meanders placidly through beautiful Hayden Valley only to plunge with an earth-shaking roar in two breath-taking waterfalls into he depths of the Grand Canyon of the Yellowstone.",,photographic postcard,,1960,rivers; trees; mountains; roads; national parks; photographic postcards,Yellowstone National Park,Wyoming,Intermountain Tourist Supply,"Salt Lake City, UT","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_90_01b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,44.606418,-110.845535,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/719,719,720.jp2,/nwpostcards/image/720.jp2,nwpostcards719
"Sacred Heart Academy, Tillamook, Oregon","Postcard of the Sacred Heart Academy in Tillamook, Oregon.",,photographic postcard,Wesley Andrews?,1948,schools; buildings; academies (buildings); trees; photographic postcards,Tillamook,Oregon,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_51_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,45.454511,-123.838481,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/720,720,721.jp2,/nwpostcards/image/721.jp2,nwpostcards720
"The Bastion. Fort Victoria. Victoria, British Columbia.","Postcard of Fort Victoria in Victoria, British Columbia. | The Bastion, Fort Victoria, Victoria, B.C. This reconstructed Bastion was originally built in 1843 by Sir James Douglas as a fur trading post for The Hudson's Bay Company. It now stands as a museum on the grounds of The Canadian Crest Motel, 340 Island Highway, Victoria, B.C.","written message; Postmark: 7/7/1970, Victoria, B.C., Canada; Destination: Moscow, ID",photographic postcard,Roy Strable,1970,forts; buildings; trees; bastioned forts; photographic postcards,Victoria,British Columbia,Stan V. Wright Ltd.,"Victoria, B.C., Canada","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_202_01a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,application/pdf,eng,48.459684,-123.443504,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/721,721,722.pdf,/nwpostcards/image/722.pdf,nwpostcards721
"Old Faithful Geyser, Yellowstone National Park.","Postcard of a geyser in Yellowstone National Park, Wyoming. | Old Faithful Geyser, Yellowstone National Park. Most famous geyser in Yellowstone National Park, Old Faithful erupts to a height of 116 to 171 feet every 60 to 65 minutes.",,photographic postcard,,1970,men; women; children; national parks; buildings; trees; geysers; photographic postcards,Yellowstone National Park,Wyoming,Intermountain Tourist Supply,"Salt Lake City, UT","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_90_01d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,44.460116,-110.826699,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/722,722,723.jp2,/nwpostcards/image/723.jp2,nwpostcards722
Lake Hotel. Yellowstone National Park.,"Postcard of the Lake Hotel in Yellowstone National Park, Wyoming. | Lake Hotel, North Shore of Yellowstone Lake, Yellowstone National Park. Has been remodeled recently and many guest cottages built nearby, for the constantly increasing patronage at this favorite spot.",,photographic postcard,,1960,hotels; automobiles; buildings; trees; men; photographic postcards,Yellowstone National Park,Wyoming,"Haynes Studios, Inc.","Bozeman, MT","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_90_01e,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,44.976669,-110.701692,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/723,723,724.jp2,/nwpostcards/image/724.jp2,nwpostcards723
Northern Moose in his favorite feeding grounds.,"Postcard of a Moose in Yellowstone National Park, Wyoming. | Northern Moose in his favorite feeding grounds.",,photographic postcard,C.P. Ry.,1960,Alces alces (species); national parks; rivers; trees; photographic postcards,Yellowstone National Park,Wyoming,Scenic Art,"Berkeley, CA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_90_01c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,44.589298,-110.831024,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/724,724,725.jp2,/nwpostcards/image/725.jp2,nwpostcards724
"Rustic Pine Tavern. Most unique bar in the world. Dubois, Wyoming.","Postcard of the Rustic Pine Tavern in Dubois, Wyoming.",,photographic postcard,,1935,taverns; bars (commercial buildings); photographic postcards,Dubois,Wyoming,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_90_02a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,43.533523,-109.631453,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/725,725,726.jp2,/nwpostcards/image/726.jp2,nwpostcards725
"Jackson Lake Lodge. Grand Teton National Park, Wyoming.","Postcard of the Jackson Lake Lodge in the Grand Teton National Park, Wyoming. | Jackson Lake Lodge, Grand Teton National Park, Wyoming. Built on the heights overlooking the sparkling waters of Jackson Lake in which are mirrored the rugged peaks of the Teton Range, this new and modern lodge offers every accommodation to the visitor.",,photographic postcard,,1960,lodges; buildings; mountains; trees; men; automobiles; national parks; photographic postcards,Grand Teton National Park,Wyoming,Intermountain Tourist Supply,"Salt Lake City, UT","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_90_03,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,43.879262,-110.574947,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/726,726,727.jp2,/nwpostcards/image/727.jp2,nwpostcards726
Snake River Canyon dwarfs the Hells Canyon Dam. View from Barton Heights,"Postcard of a hiker surveying Hells Canyon. | View from Barton Heights, above the heart of Hells Canyon (World's deepest - 7900'), looks south at the backwaters of this Idaho Water Power structure. The river forms a natural boundary between Idaho (far side) and Oregon. Directly below picture point, the river is churned by treacherous rapids and is only navigable by raft with experienced guides. Solitary hiker feasts on the scene from a remote vantage in the rugged Hells Canyon - Seven Devils Scenic Area.",,photographic postcard,Will Hawkins,1965,hiking; trees; mountains; canyons; rivers; photographic postcards,Council,Idaho,Ross Hall Scenics,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_91_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, color postcard",Image;StillImage,image/jpg,eng,45.19178,-116.674747,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/727,727,728.jp2,/nwpostcards/image/728.jp2,nwpostcards727
"Boat House and Dock at Diamond Lake, Oregon","Postcard of a boat house and dock at Diamond Lake, Oregon.",,photographic postcard,Hitt Hansen,1980,lakes; boats; trees; houses; boathouses; photographic postcards,Tillamook,Oregon,Northwest Curio & Postcard Co.,"Boise, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_52_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,43.171101,-122.137077,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/728,728,729.jp2,/nwpostcards/image/729.jp2,nwpostcards728
"Snake River Canyon, Deepest on the Continent. Seven Devils in background","Postcard of the Snake River Canyon. | Snake River Canyon on Idaho line, as viewed up this rugged and tortuous river. This is part of Hells Canyon, 5500 ft. deep - deepest on the continent. The Seven Devils, 9410 ft., are in the background, set aside as a Forest Service Scenic area.",,photographic postcard,Ross Hall,1965,mountains; rivers; canyons; trees; photographic postcards,Joseph,Oregon,Ross Hall Scenics,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_91_02,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, color postcard",Image;StillImage,image/jpg,eng,45.921752,-116.946938,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/729,729,730.jp2,/nwpostcards/image/730.jp2,nwpostcards729
"Wallace, Idaho, overview","Postcard of Wallace, Idaho. | Wallace, Idaho, population 3200 nestles in the heart of the famous Coeur d'Alene mining district. In winter, elk may be seen from these hill sides and beyond them lies fine trout streams.",,photographic postcard,,1960,mining towns; towns; buildings; trees; mountains; highways; photographic postcards,Wallace,Idaho,Ross Hall Studio,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_91_03,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,47.470676,-115.908641,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/730,730,731.jp2,/nwpostcards/image/731.jp2,nwpostcards730
"Narrow gauge Shay, Forest Museum, Duncan, British Columbia.","Postcard of a train at the BC Forest Discovery Centre in Duncan, British Columbia, Canada. | Cowichan Valley Forest Museum on the Trans-Canada Highway one mile north of Duncan, Vancouver Island, is a treasury of the history of British Columbia's most important industry: Forestry. Visitors ride a mile-long railway behind a real steam locomotive.","written message; Postmark: 7/8/1970, Duncan, B.C., Canada; Destination: Moscow, ID",photographic postcard,Jay Powley,1970,railroads; passenger trains; trees; trestles; photographic postcards,Duncan,British Columbia,Wilson,"Dryden, ON, Canada","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_202_02a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,application/pdf,eng,48.802822,-123.709663,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/731,731,732.pdf,/nwpostcards/image/732.pdf,nwpostcards731
"Farming and ranch country in the foothills of the Rocky Mountains, Alberta.","Postcard of farm land in Alberta, Canada.","written message; postage applied; Postmark: 5/11/1972, Pentiction, B.C., Canada; Destination: Moscow, ID",photographic postcard,,1972,fields (land); buildings; trees; mountains; photographic postcards,Longview,Alberta,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_204_01a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,application/pdf,eng,50.489842,-114.267826,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/732,732,733.pdf,/nwpostcards/image/733.pdf,nwpostcards732
"Burke, Idaho. Hecla Mill","Postcard of Burke, Idaho. | Burke, Idaho. The mill of the Hecla Mining Co., lies in the foreground and the famous canyon - constructed town in the background. The company normally employs 500 and has paid dividends in excess of $35,000,000.",,photographic postcard,,1960,mining towns; ghost towns; mountains; trees; buildings; mine buildings; mines (extracting complexes); photographic postcards,Burke,Idaho,Ross Hall Studio,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_91_04,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,47.520139,-115.818999,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/733,733,734.jp2,/nwpostcards/image/734.jp2,nwpostcards733
"Burke, Idaho. Main Street","Postcard of Main Street in Burke, Idaho. | Burke, Idaho Main Street, featured by Ripley as the only town in the U.S. where the railroad, river and street run in the same place at the same time! Car-traffic stops when the train comes through!",,photographic postcard,,1960,mining towns; ghost towns; mountains; trees; buildings; automobiles; railroads; utility poles; photographic postcards,Burke,Idaho,Ross Hall Studio,"Sandpoint, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_91_05,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,47.5217,-115.815656,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/734,734,735.jp2,/nwpostcards/image/735.jp2,nwpostcards734
"Columbia River Highway, Columbia Gorge","Postcard of the Columbia River and Columbia River Gorge from the Crown Point Lookout, Oregon.",,photographic postcard,,1930,overlooks; lookouts; trees; mountains; rivers; photographic postcards,Corbett,Oregon,Cross & Dimmitt,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_50_02c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,45.539369,-122.244157,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/735,735,736.jp2,/nwpostcards/image/736.jp2,nwpostcards735
Music Building. Exterior. University of Idaho,"Postcard of the Music Building on the University of Idaho campus in Moscow, Idaho. | Music Building, University of Idaho, is one of the newer buildings on the college grounds. It contains a recital hall and music studios.",,photographic postcard,,1965,universities (institutions); universities (buildings; buildings; campuses; trees; streets; utility poles; photographic postcards,Moscow,Idaho,Ross Hall Studio,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_92_02,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,46.725525,-117.008601,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/736,736,737.jp2,/nwpostcards/image/737.jp2,nwpostcards736
"Country scene near Moscow, Idaho","Postcard of a rural scene near Moscow, Idaho.",,photographic postcard,,1950,trees; mountains; utility poles; fields (land); photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_92_03,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.805582,-117.000579,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/737,737,738.jp2,/nwpostcards/image/738.jp2,nwpostcards737
Moscow-Latah County Library,"Postcard of the Latah Public Library building in Moscow, Idaho. Drawing by Carla F. Kappler. | 110 S. Jefferson Street. The original Carnegie library was built in 1906 in the """"Mission-style."""" It now houses the Carol Ryrie Brink Children's Room. The new addition was completed in 1983.",,picture postcard,,1983,buildings; trees; libraries; drawings; picture postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_92_04,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,46.733544,-116.998666,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/738,738,739.jp2,/nwpostcards/image/739.jp2,nwpostcards738
"Grain truck parked in a wheat field, waiting to be filled.","Postcard of a truck in a grain field near Moscow, Idaho. | Grain truck parked in a wheat field, waiting to be filled, August. This photograph is one of the many striking images of Palouse farm life included in Bill Woolston's Harvest. A hardbound, 128-page book published by Thorn Creek Press, Genesee, Idaho, 83832, Harvest is available in your local bookstore or direct from the publisher.",,photographic postcard,,1982,automobiles; fields (land); trees; buildings; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_92_05,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.778933,-117.008393,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/739,739,740.jp2,/nwpostcards/image/740.jp2,nwpostcards739
Lunch in the shade of a combine during pea harvest,"Postcard of men and women eating next to a truck near Moscow, Idaho. | Lunch in the shade of a combine during pea harvest, August. This photograph is one of the many striking images of Palouse farm life included in Bill Woolston's Harvest. A hardbound, 128-page book published by Thorn Creek Press, Genesee, Idaho, 83832, Harvest is available in your local bookstore or direct from the publisher.",,photographic postcard,,1982,men; women; automobiles; fields (land); eating; photographic postcards,Moscow,Idaho,,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_92_06,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpg,eng,46.75033,-117.030587,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/740,740,741.jp2,/nwpostcards/image/741.jp2,nwpostcards740
"Amy Tilden on Bonnie, Appaloosa horse. """"A pair of Nez Perce Queens.""""","Postcard of a Nez Perce woman on a horse. | A pair of Nez Perce queens. Amy Tilden, great-grand niece of Chief Joseph of Nez Perce War fame. She is wearing the ceremonial dress worn by her aunt at the last big council between Chief Joseph and Gen. Howard prior to the outbreak of war. She is aboard Bonnie, Grand Champion Mare of 1947 & 49, one of C.H. Ralston's registered Appaloosa horses. The breed known over the Great Plains before the Lewis & Clark expedition as the greatest horse in the West.",,photographic postcard,,1948,Nez Percé; women; horse trappings; Equus caballus (species); mountains; photographic postcards,Kamiah,Idaho,H.W. Steward,"Boise, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",yes,pg_9_92_01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpg,eng,46.236615,-116.030091,,,2013-04-09,2015-09-14,http://digital.lib.uidaho.edu:80/cdm/ref/collection/nwpostcards/id/741,741,742.jp2,/nwpostcards/image/742.jp2,nwpostcards741
