title,photographer,description,date,date_approximate,subject (lcsh),subject,location,latitude,longitude,source,identifier,rights,rights (standardized),type,format,language,moscow number,fs number,filename,oclc number,date created,date modified,reference url,cdm-id,contentdm file name,contentdm file path,object-id
Ranger Jim Ward at Luby Bay picnic ground,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970",Ranger Jim Ward at Luby Bay picnic ground.,1932,,United States--Idaho--Bonner County--Priest Lake--Luby Bay,,Bonner County;Priest Lake;Luby Bay,48.54138889,-116.9247222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",LubyBay4,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,116.1d,272408,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/718,718,746.jp2,/expforsav/image/746.jp2,expforsav718
Clearcutting hemlock preparatory to a broadcast burn,K.P. Davis,"Clearcutting hemlock preparatory to a broadcast burn. Sands Creek, Deception Creek Experimental Forest.  298547-clearing fire line.  298545 & 298546  General view of clearcut areas.",1937?,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Sands Creek,,Kootenai County;Deception Creek Experimental Forest;Sands Creek,47.7225,-116.4944444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SandsCk07_08_09,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1392,"298547-, 298545, 298546",,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/719,719,747.jp2,/expforsav/image/747.jp2,expforsav719
Jack Barrows at slash study in the old CCC campsite,"Wellner, Chuck A.","Jack Barrows, chief of R1 Fire Control, at slash study in the old CCC campsite.",1952,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashBarrows2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/720,720,748.jp2,/expforsav/image/748.jp2,expforsav720
"George Fahnstock, principle investigator of the study",,"George Fahnstock, principle investigator of the study.",1952,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashFahnstockBarrows,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,180,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/721,721,749.jp2,/expforsav/image/749.jp2,expforsav721
"Chico fire, Emigrant Gulch, 8/26/32","Rubottom, C.V.","Chico fire, Emigrant Gulch, 8/26/32",1932-08-26,,United States--Montana--Park County--Absaroka National Forest,,Park County;Absaroka National Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Absaroka2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2851,274096,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/722,722,75.jp2,/expforsav/image/75.jp2,expforsav722
"G. Trayer, from the Forest Products Lab","Wellner, Chuck A.","G. Trayer, from the Forest Products Lab.",1952,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashGroup_Trayer,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,16,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/723,723,750.jp2,/expforsav/image/750.jp2,expforsav723
Group tour of the study,"Wellner, Chuck A.",Group tour of the study at Big Creek.,1952,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashGroup3,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,18,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/724,724,751.jp2,/expforsav/image/751.jp2,expforsav724
"Experimental slash burning, outdoor laboratory, Priest River, Idaho",,"Experimental slash burning, outdoor laboratory, Priest River, Idaho.",1953,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashStudyBurn1,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3067,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/725,725,752.jp2,/expforsav/image/752.jp2,expforsav725
"Experimental slash plot burning, outdoor laboratory, Priest River, Idaho",,"A study of rate of spread and heat pulse of slash of varying composition, dryness, and arrangement was conducted at Priest Creek Experimental Forest on the site of the Arboretum and CCC camp.  George Fahnstock was the principle investigator.""Experimental slash plot burning, outdoor laboratory, Priest River, Idaho.""",1953,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33222222,-116.8472222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashStudyBurn1,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2971,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/726,726,753.jp2,/expforsav/image/753.jp2,expforsav726
Burning experimental slash Priest River Experimental Forest,,"Burning experimental slash Priest River Experimental Forest. Slash is white pine, 20 tons per acre. Current year slash. Radiation from fire recorded on instrument to right.",1953,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashStudyBurn2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3068,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/727,727,754.jp2,/expforsav/image/754.jp2,expforsav727
Burning experimental slash. Radiation from fire recorded on instrument to right,,"Burning experimental slash Priest Creek Experimental Forest. Slash is white pine, 20 tons/acre, current year slash. Radiation from fire recorded on instrument to right.",1953,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33222222,-116.8472222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashStudyBurn2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2972,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/728,728,755.jp2,/expforsav/image/755.jp2,expforsav728
Outdoor slash laboratory [01],,Outdoor slash laboratory. Placing slash on .01 acre plots for drying in preparation for burning.,1953,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashStudyPlacing,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3069,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/729,729,756.jp2,/expforsav/image/756.jp2,expforsav729
Weighing slash to be applied on slash plots for flammability studies,,"Weighing slash to be applied on slash plots for flammability studies, Priest Creek Experimental Forest.",1953,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33138889,-116.8475,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashStudyWeighing,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3070,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/730,730,757.jp2,/expforsav/image/757.jp2,expforsav730
Outdoor slash laboratory [02],,Outdoor slash laboratory. Placing slash on 0.01 acre plots for drying in preparation for burning.,1953,,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33222222,-116.8472222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashStudyPlacing,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2973,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/731,731,758.jp2,/expforsav/image/758.jp2,expforsav731
Virgin 160 year western white pine with an mixture of western hemlock,,Virgin 160 year western white pine with an admixture of western hemlock.,1950,y,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Sands Creek,,Kootenai County;Deception Creek Experimental Forest;Sands Creek,47.7225,-116.4944444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SandsCk10,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1393,D-98,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/732,732,759.jp2,/expforsav/image/759.jp2,expforsav732
Water bomb being attached to plane [01],,Water bomb being attached to plane for test of use of aircraft to surpress wildfires.,1960,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest,,Bonner County;Priest Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",AerialBomb,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/733,733,76.jp2,/expforsav/image/76.jp2,expforsav733
Weighing slash to be applied on slash plots for flammability studies,,Weighing slash to be applied on slash plots for flammability studies at Priest Creek Experimental Forest.,1953,yes,United States--Idaho--Bonner County--Priest River Experimental Station--Big Creek,,Bonner County;Priest River Experimental Station;Big Creek,48.33222222,-116.8472222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SlashStudyWeighing,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,2974,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/734,734,760.jp2,/expforsav/image/760.jp2,expforsav734
"Midwinter snow scene fron the head of stairs on cottage #2, toward cottage #3","Thompson, J. B.","Midwinter snow scene fron the head of stairs on cottage #2, toward cottage #3, Priest River Branch Station, February 1932.",1932-02-01,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",snow_scene_1932,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,116.9,266066,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/735,735,761.jp2,/expforsav/image/761.jp2,expforsav735
Automobile,,"Unknown date, photographer, or owner of the car.  Assume the photo was taken at Priest Creek Experimental Forest.",1930,y,United States--Idaho--Bonner County--Priest Creek Experimental Forest,,Bonner County;Priest Creek Experimental Forest,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Snowbank,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1170,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/736,736,762.jp2,/expforsav/image/762.jp2,expforsav736
Gisborne Mountain,,"No info, just a vexing problem",1950,Yes,United States--Idaho--Bonner County--Priest River Experimental Forest--Gisborne Mountain,,Bonner County;Priest River Experimental Forest;Gisborne Mountain,48.34944444,-116.7561111,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SnowcatStuck,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1217,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/737,737,763.jp2,/expforsav/image/763.jp2,expforsav737
V-type snow plow with trailer timber arranged to prevent wabbling of plow,"Thompson, J. B.",V-type snow plow with trailer timber arranged to prevent wabbling of plow. For small team of light power. February 1932.,1932-02-01,,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Snowplow,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1298,266025,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/738,738,764.jp2,/expforsav/image/764.jp2,expforsav738
Taking soil sample at clear-cut area [01],"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Taking soil samples at inflam. Station, Priest River Exp. For., Kaniksu N.F., Aug 1932. Chuck Wellner pictured.",1932,yes,United States--Idaho--Bonner County--Priest River Experimental Forest--Half cut station,,Bonner County;Priest River Experimental Forest;Half cut station,48.34583333,-116.8419444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SoilSampling1,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1237,272390,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/739,739,765.jp2,/expforsav/image/765.jp2,expforsav739
Taking soil sample at clear-cut area [02],"Swan, Kenneth D. (Kenneth Dupee), 1887-1970",Taking soil sample at clear-cut area. P.R. Exp. For. Chuck Wellner pictured,1932,yes,United States--Idaho--Bonner County--Priest River Experimental Station--Clear Cut inflammability station,,Bonner County;Priest River Experimental Station;Clear Cut inflammability station,48.34416667,-116.8413889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SoilSampling2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1238,272387,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/740,740,766.jp2,/expforsav/image/766.jp2,expforsav740
"Western White pine stand, 160-200 years of age, containing more that 50 thousand board feet per acre",Cowling,"Western White pine stand, 160-200 years of age, containing more that 50 thousand board feet per acre. Southside road, Deception Creek Experimental Forest. Cowling, 8-38.",1938-08-01,yes,Southside Road,,Southside Road,47.73222222,-116.4972222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SouthsideRdTimber1_2,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1382,"381752, 381751",,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/741,741,767.jp2,/expforsav/image/767.jp2,expforsav741
Disposal of undesirable hemlock by felling and piling for burning,,"D-100. Disposal of undesirable hemlock by felling and piling for burning.  D-99  As an alternate method, hemlock 10 inches and over was girdled and trees less than 10 inches felled and the slash burned. View shows the girdling and the stump of a smaller tree cut.  The purpose of both methods is to remove undesirable species and to open up the stand sufficiently to permit the establishment of white pine reproduction. When the area is sufficiently well stocked, the area will be clearcut of pine.",1950,y,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Sands Creek,,Kootenai County;Deception Creek Experimental Forest;Sands Creek,47.7225,-116.4944444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SandsCk11_12,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1394,"D-100, D-99",,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/742,742,768.jp2,/expforsav/image/768.jp2,expforsav742
Excellent quality nearly pure stand of 160-year-old western white pine,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Excellent quality nearly pure stand of 160-year-old western white pine along southside road, Deception Creek Experimental Forest, Idaho.",1938,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest--Southside Road,,Kootenai County;Deception Creek Experimental Forest;Southside Road,47.73222222,-116.4972222,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SouthsideRdTimber3,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1383,351748-,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/743,743,769.jp2,/expforsav/image/769.jp2,expforsav743
Water bomb being attached to plane [02],,Water bomb being attached to plane for test of use of aircraft to surpress wildfires.,1960,yes,United States--Idaho--Bonner County--Priest Creek Experimental Forest,,Bonner County;Priest Creek Experimental Forest,,,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",AerialBomb,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,,,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/744,744,77.jp2,/expforsav/image/77.jp2,expforsav744
Dwellings at Priest River Branch Station. Early spring 1931,"Thompson, J. B.","Dwellings at Priest River Branch Station. Early spring 1931. Includes cottages, lecture hall/woodshed, and weather station.",1931,,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",spring_view_1931,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1301,266002,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/745,745,770.jp2,/expforsav/image/770.jp2,expforsav745
"The stage arrives, midwinter","Thompson, J. B.","The stage arrives, midwinter. Priest River Branch Station, Feb.'32",1932-02-01,,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",stage_arrival_1932,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1302,266063,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/746,746,771.jp2,/expforsav/image/771.jp2,expforsav746
New gasoline engines and drag saw purchased for Station - 4 horsepower.,"Brewster, D.R.","Filed in Priest Creek Experimental Forest Photo box #4: ""New gasoline engines and drag saw purchased for Station - 4 horsepower. $210. Priest River Experimental Station. November 13, 1915.""",1915,,United States--Idaho--Bonner County--Priest Creek Experimental Forest Headquarters,,Bonner County;Priest Creek Experimental Forest Headquarters,48.35222222,-116.8355556,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",StationSaw1915,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,3011,24933A,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/747,747,772.jp2,/expforsav/image/772.jp2,expforsav747
Old white pine stump,"Wellner, Chuck A.","Old white pine stump at mouth of Haynes Creek on Deception Creek Experimental Forest, Coeur d'Alene National Forest, Idaho, on which were inscribed initials of original survey party. Taken 8-28-40 by C.A. Wellner.",1940-08-28,,United States--Idaho--Kootenai County--Deception Creek Experimental Forest Headquarters Site,,Kootenai County;Deception Creek Experimental Forest Headquarters Site,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",SurveyStump,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpg,eng,1345,403210,,,2013-10-01,2018-03-01,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/748,748,773.jp2,/expforsav/image/773.jp2,expforsav748
