objectid,title,description,interviewee,creator,creators title,interviewer,date original,date is approximate?,subject (lcsh),subject (keywords),coverage,latitude,longitude,publisher,contributing institution,publisher digital,digital collection,source,national archive number,identifier,regional office number,rights,format original,duration,type,digital format,language,website,genre,digitization specifications,date digital,full text,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path
sbw_235,"A brief anecdote titled Bob Brings Himself Back Alive, dealing with Bob Marshalls travels in Alaska.","This is another short, secondhand story, telling of Bob's adventures in Alaska in general, and specifically of an incident he and a few compatriots had while boating on a flooded river. Bob and the others barely escaped without freezing to death, and the author expresses his pleasure that Bob survived.",,"Gisborne, H. T.",,,1930,,Selway-Bitterroot Wilderness,Bob Marshall,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Article,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,73,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Articles,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/234,234,235.pdf,/sbw/image/235.pdf
sbw_236,Reminiscences recorded by Esther Squires-Case,"The contents of this folder are scattered, but are all in the same type and seem to be from the same document. Basically, it is all a collection of Esther Squires-Case's reminiscences of her life. She writes much about her early life and her parents, and also a bit about her husband and her later life in the SBW. Again, the subject matter jumps around quite a bit and the collection isn't well-organized, but this is one of the better sources of personal narrative in the collection nonetheless.",,"Squires-Case, Esther",,,1990,,Selway-Bitterroot Wilderness,Forest Service Families,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,74,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Essay,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/235,235,236.pdf,/sbw/image/236.pdf
sbw_237,"An obituary for Elers Koch, printed in The Missoulian.",,,Unknown,,,11/22/1954,y,Selway-Bitterroot Wilderness,Elers Koch; deaths,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Missoulian,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Missoulian,,75,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Articles,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/236,236,237.pdf,/sbw/image/237.pdf
sbw_238,A photograph of a 30s-era car driving down the FS road that parallels the Selway River.,,,"Swan, K. D.",,,1935,,Selway-Bitterroot Wilderness,Selway River; 1930's-era vehicle,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,,76,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Black-and-white photograph,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpi JPEG for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/237,237,238.pdf,/sbw/image/238.pdf
sbw_239,A memo from George Case suggesting that part of the late Bob Marshalls estate be turned into a wilderness area for people of limited means.,"Case mentions that this proposal was first mentioned by C.E. Rachford (see Document 50) and he states that he agrees with Rachford's proposal. He also agrees with the idea of setting aside much of Marshall's estate for the benefit of people with limited means, to allow them to experience wilderness. Case continues to mention an attached map and an outline of exactly how he thinks Marshall's land should be allotted, but these attachments aren't available in Dennis's files.",,"Case, George","Forest Ranger, Moose Creek",,7/10/1940,,Selway-Bitterroot Wilderness,Wilderness classification; George Case,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",SFRC,,77,95-94-0008 Box 11 BNF,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/238,238,239.pdf,/sbw/image/239.pdf
sbw_240,"A memo from Evan Kelley to H.M. Hoyt, President of the Lewiston Chamber of Commerce.","This memo deals with the philosophical rationale of establishing Wilderness Areas. It is a very brief memo, but Kelley's comments dealing with the aesthetic and spiritual value of wilderness to people are interesting.",,"Kelley, Evan",Regional Forester,,4/1/1937,,Selway-Bitterroot Wilderness,Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Nez Perce National Forest,,78,2320 files,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/239,239,240.pdf,/sbw/image/240.pdf
sbw_241,"An article on the reclassification of the SBW printed in a newspaper that appears to be The Missoulian, July 22nd, 1956.","This article, written by Ted Hewett, deals with two issues: first, the redesignation of the Selway Bitterroot Primitive Area as a wilderness and the changes that will bring; and second, the likelihood that the designated area will shrink considerably in size when it is reclassified, leaving much of the area subject to encroachment by civilization.",,"Hewett, Ted",,,7/22/1956,,Selway-Bitterroot Wilderness,Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Missoulian,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Missoulian,,79,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Articles,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/240,240,241.pdf,/sbw/image/241.pdf
sbw_242,"Hand-drawn map of the proposed Moose Creek airstrip extension, c. 1930 (?).",,,Unknown,Regional Engineer,,1930,,Selway-Bitterroot Wilderness,Moose Creek Airstrip,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","National Archives and Records Administration, Seattle",,62,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Schematic Drawing,,Image;StillImage; Text,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/241,241,242.pdf,/sbw/image/242.pdf
sbw_243,A timeline that shows pertinent events from the first consideration of the establishment of the SBW (1935) to the documents present (late 1958).,This is an outline-style document that lists a number of significant events (taking place from 1935 to 1958) pertaining to the classification and definition of the Selway Bitterroot Primitive Area.,,"Slusher, Edward C.",Forester,,11/25/1958,,Selway-Bitterroot Wilderness,Wilderness classification; timeline,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Moose Creek Ranger District Historical Files,,80,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/242,242,243.pdf,/sbw/image/243.pdf
sbw_244,Forest Service memo that lists dude ranches and homesteads in the SBW area circa 1954.,"This outline-style list of dude ranches and homesteads in the SBW might have been compiled for a purpose other than historical curiosity, but based on the portion of the document that is available, it exists only as a tally of remaining private land in the area in 1954.",,"Brandborg, G. M.",Forest Supervisor,,3/9/1954,,Selway-Bitterroot Wilderness,Ranches; Homesteads; Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","Region 1, Missoula",,81,Div. RMLHW Selway Historical Files,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/243,243,244.pdf,/sbw/image/244.pdf
sbw_245,"An airplane photograph of the proposed Moose Creek airstrip extension, c. 1930 (?).",,,Unknown,,,8/5/1936,,Selway-Bitterroot Wilderness,Moose Creek Airstrip,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","National Archives and Records Administration, Seattle",,63,FS-0-19-59,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho",Black-and-white photograph,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; 150 dpi JPEG for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/244,244,245.pdf,/sbw/image/245.pdf
sbw_246,"Map of proposed SBW area boundaries, c. 1960.",,,Unknown,,,1960,,Selway-Bitterroot Wilderness,Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",NARA SFRC,,85,BNF 095-94-0008 Box 11,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Map,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/245,245,246.pdf,/sbw/image/246.pdf
sbw_247,"Trails Chronological Outline, a timeline running from 1897 to 1956.",This seems to be an outline-style timeline of all SBW-area trails as they were created between 1897 and 1956. The author is unclear.,,Unknown,,,1956,,Selway-Bitterroot Wilderness,timeline; trail construction,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","BNF Historical Files, Hamilton",,86,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/246,246,247.pdf,/sbw/image/247.pdf
sbw_248,A memo containing photos of Ranger Edward Robinett clearing parts of the Selway Trail using the Trail Beetle in 1956.,"The purpose of this memo only seems to be to showcase the efficacy of the Trail Beetle, a tractor of sorts used by the Forest Service to clear trail. There is little text; apparently the photographs are meant to speak for themselves.",,"Cochrell, A. N.",Forest Supervisor,,7/3/1956,,Selway-Bitterroot Wilderness,trail construction,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",NARA Seattle,,87,RG 95 R1 Div of Engr Files,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/247,247,248.pdf,/sbw/image/248.pdf
sbw_249,"A news story from the Spokesman-Review describing Gulikes later death on the Salmon River, of drowning.","Gulike seems to have been a well-known river captain, and this obituary fills in some official details of the man's life. Taken with Document 88, this document gives a satisfying portrait of the man and the practice of running the river which seems to have made him famous in the SBW area.",,"Barrette, Keith",,,1914,,Selway-Bitterroot Wilderness,deaths; Gulike,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Spokesman-Review,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Spokesman-Review,,89,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Articles,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/248,248,249.pdf,/sbw/image/249.pdf
sbw_250,"Newspaper clipping entitled New Wilderness, from the Spokesman-Review, c. 1963.",This is an article celebrating the creation of the SBW. It is brief on text  which summarizes the history of the area and explains what the new designation of the land means  but it also contains a number of interesting black-and-white photos of points of interest in the wilderness.,,USFS Press Release,,,2/3/1963,,Selway-Bitterroot Wilderness,Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Spokesman-Review,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Spokesman-Review,,82,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Articles,,Image;StillImage; Text,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/249,249,250.pdf,/sbw/image/250.pdf
sbw_251,Gifford-Pinchot letter to parents.,"Interestingly, this letter from Pinchot describes a last-minute change of plans that has him traveling to the Bitterroot Mountains instead of taking a trip to Alaska with John Muir.",,"Pinchot, Gifford",,,1896-07-23,,Selway-Bitterroot Wilderness,Gifford Pinchot,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Library of Congress: Gifford Pinchot Papers,,90,Box 578,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Correspondence,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/250,250,251.pdf,/sbw/image/251.pdf
sbw_252,"83. Newspaper clipping entitled Unspoiled Area Near Missoula Must Be Preserved as Wilderness, and editorial published in The Missoulian c. 1968.","This article, published soon after the SBW's reclassification, is one of the earlier marked documents dealing with the Magruder Corridor controversy. Written by Don Aldritch, Vice President of the Montana Wildlife Federation, it takes the conservationist viewpoint in arguing that readers must speak out on behalf of the Upper Selway, lest the suddenly undesignated area be destroyed by logging interests.",,"Aldrich, Don",,,1968,,Selway-Bitterroot Wilderness,Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Missoulian,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Missoulian,,83,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Articles,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/251,251,252.pdf,/sbw/image/252.pdf
sbw_253,"Forest Services Selway-Bitterroot Wilderness Proposal, written in 1960.","This document is a draft/summary of the Forest Service's actual proposal to have the SBW created. It doesn't appear to be the entire proposal, but among a number of early drafts and snippets available in Dennis's files, this version is the most complete and coherent when it comes to showing what the actual proposal might have looked like.",,Unknown,,,1960,,Selway-Bitterroot Wilderness,Wilderness classification,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Missoula Public Library,,84,Unknown,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",Essay,,Text,application/pdf,eng,http://sbw.lib.uidaho.edu/index.html,,300 dpi TIFF original; pdf for access.,2011,,,,5/10/2012,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/252,252,253.pdf,/sbw/image/253.pdf
sbw_254,Dog Creek Pack Bridge 2005,Dog Creek Pack Bridge 2005,,Ray Kimball,,,9/2/2005,,Selway-Bitterroot Wilderness,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.07945107,-114.8759587,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,,DogCreekPackBridge2005,,Ray Kimball,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,Original digital photograph,2012,,,,2/20/2013,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/257,257,258.jp2,/sbw/image/258.jp2
sbw_255,Freeman place 2012,Freeman place 2012,,Ray Kimball,,,6/28/2012,,Selway-Bitterroot Wilderness,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.13675141,-114.9154128,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,,Freemanplace'12,,Ray Kimball,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,Original digital photograph,2012,,,,2/20/2013,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/258,258,259.jp2,/sbw/image/259.jp2
sbw_256,Hammock at Waldo bar,Hammock at Waldo bar,,Ray Kimball,,,1990,y,Selway-Bitterroot Wilderness,,Selway-Bitterroot Wilderness (Idaho and Mont.),45.90564192,-114.7951514,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,,HammockatWaldobar,,Ray Kimball,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,Original digital photograph,2012,,,,2/20/2013,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/259,259,260.jp2,/sbw/image/260.jp2
sbw_257,Cascade creek from trail,Cascade creek from trail,,Ray Kimball,,,7/2/2007,,Selway-Bitterroot Wilderness,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.08455958,-115.136671,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,,Cascadecreekfromtrail,,Ray Kimball,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,Original digital photograph,2012,,,,2/20/2013,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/260,260,261.jp2,/sbw/image/261.jp2
sbw_258,Beach at Salmon Hole on Bear Creek,Beach at Salmon Hole on Bear Creek,,Ray Kimball,,,8/8/2011,,Selway-Bitterroot Wilderness,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.03213401,-114.780789,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,,BeachatSalmonHoleonBearCreek,,Ray Kimball,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,Original digital photograph,2012,,,,2/20/2013,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/261,261,262.jp2,/sbw/image/262.jp2
sbw_259,Cable Crossing at Coon Creek,Cable Crossing at Coon Creek,,Ray Kimball,,,8/23/2010,,Selway-Bitterroot Wilderness,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.05055529,-115.2207532,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,,CableCrossingatCoonCreek,,Ray Kimball,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,Original digital photograph,2012,,,,2/20/2013,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/262,262,263.jp2,/sbw/image/263.jp2
sbw_260,Elwood's Beach,Elwood's Beach,,Ray Kimball,,,8/23/2010,,Selway-Bitterroot Wilderness,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.05760153,-115.2033555,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,,Elwood'sBeach,,Ray Kimball,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,Original digital photograph,2012,,,,2/20/2013,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/263,263,264.jp2,/sbw/image/264.jp2
sbw_261,Ham Rapid at low water (800 cfs),Ham Rapid at low water (800 cfs),,Ray Kimball,,,8/5/2006,,Selway-Bitterroot Wilderness,,Selway-Bitterroot Wilderness (Idaho and Mont.),46.09663501,-114.8966954,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,,HamRapidatlowwater(800cfs),,Ray Kimball,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,Original digital photograph,2012,,,,2/20/2013,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/264,264,265.jp2,/sbw/image/265.jp2
sbw_262,Rainbow over North Star,Rainbow over North Star,,Ray Kimball,,,6/26/2012,,Selway-Bitterroot Wilderness,,Selway-Bitterroot Wilderness (Idaho and Mont.),,,,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Ray Kimball,,RainbowoverNorthStar,,Ray Kimball,Black-and-white photographs,,Image;StillImage,image/jpg,eng,http://sbw.lib.uidaho.edu/index.html,,Original digital photograph,2012,,,,2/20/2013,9/18/2015,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/265,265,266.jp2,/sbw/image/266.jp2
