title,filename,president,commencementaddress,guestspeakers,date,archivaldate,location,latitude,longitude,source,identifier,type,format,format original,language,rights,rightsstatement,Reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
In the University of Idaho's Centennial...the 94th Commencement,commencement-may1989.pdf,"Gibb, Richard D.","Bruns, Susan E. ",,1989-05-13,13 May 1989,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1989,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1057,1057,1108.pdf,/commencement/image/1108.pdf,commencement111
The University of Idaho's 95th Commencement Degrees Conferred,commencement-may1990.pdf,"Zinser, Elisabeth A. ","Lemley, Jack K. ",,1990-05-19,19 May 1990,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1990,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1136,1136,1140.pdf,/commencement/image/1140.pdf,commencement112
The University of Idaho's 96th Commencement Degrees Conferred,commencement-may1991.pdf,"Zinser, Elisabeth A. ","McClure, James A. ",,1991-05-18,18 May 1991,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1991,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1116,1116,1073.pdf,/commencement/image/1073.pdf,commencement113
The Ninety-Seventh Commencement of the University of Idaho,commencement-may1992.pdf,"Zinser, Elisabeth A. ","Wiley, William R.",,1992-05-16,16 May 1992,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1992,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1068,1068,1201.pdf,/commencement/image/1201.pdf,commencement114
98th Commencement Degrees Conferred,commencement-may1993.pdf,"Zinser, Elisabeth A. ","Good, Mary L. ",,1993-05-15,15 May 1993,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1993,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1055,1055,1169.pdf,/commencement/image/1169.pdf,commencement115
99th Commencement Degrees Conferred,commencement-may1994.pdf,"Zinser, Elisabeth A. ","Henberg, Marvin",,1994-05-14,14 May 1994,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1994,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1221,1221,1133.pdf,/commencement/image/1133.pdf,commencement116
One Hundredth Commencement,commencement-may1995.pdf,"Zinser, Elisabeth A. ","Schwarz, M. Roy ",,1995-05-20,20 May 1995,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1995,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1151,1151,1166.pdf,/commencement/image/1166.pdf,commencement117
One Hundred First Commencement,commencement-may1996.pdf,"Bell, Thomas O. ","Armstrong, Terry R. ",,1996-05-18,18 May 1996,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1996,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1097,1097,1122.pdf,/commencement/image/1122.pdf,commencement118
One Hundred Second Commencement Program,commencement-may1997.pdf,"Hoover, Robert A.","McClure, James A.",,1997-05-17,17 May 1997,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,commencement-may1997,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1195,1195,1124.pdf,/commencement/image/1124.pdf,commencement119
One Hundred Second Commencement Degrees Conferred,degrees-may1997.pdf,"Hoover, Robert A.","McClure, James A.",,1997-05-17,17 May 1997,William H. Kibbie ASUI Activity Center,46.72666459,-117.0184653,University of Idaho Library Special Collections and Archives,degrees-may1997,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1203,1203,1173.pdf,/commencement/image/1173.pdf,commencement120
One Hundred Third Commencement,commencement-may1998.pdf,"Hoover, Robert A. ","Trout, Linda Copple ",,1998-05-16,16 May 1998,,,,University of Idaho Library Special Collections and Archives,commencement-may1998,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1139,1139,1146.pdf,/commencement/image/1146.pdf,commencement121
One Hundred Fourth Commencement,commencement-dec1998.pdf,"Hoover, Robert A.","Colwell, Rita",,1998-12-12,12 December 1998,,,,University of Idaho Library Special Collections and Archives,commencement-dec1998,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1062,1062,1092.pdf,/commencement/image/1092.pdf,commencement122
One Hundred Fifth Commencement,commencement-dec1999.pdf,"Hoover, Robert A.","Clarke, Richard A. ",,1999-12-11,11 December 1999,,,,University of Idaho Library Special Collections and Archives,commencement-dec1999,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1056,1056,1104.pdf,/commencement/image/1104.pdf,commencement123
One Hundred Fifth Commencement,commencement-may2000.pdf,"Hoover, Robert A. ","Ambrose, Elaine",,2000-05-13,13 May 2000,,,,University of Idaho Library Special Collections and Archives,commencement-may2000,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1189,1189,1061.pdf,/commencement/image/1061.pdf,commencement124
One Hundred Sixth Commencement,commencement-dec2000.pdf,"Hoover, Robert A.","Goldin, Daniel S.",,2000-12-16,16 December 2000,,,,University of Idaho Library Special Collections and Archives,commencement-dec2000,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1187,1187,1064.pdf,/commencement/image/1064.pdf,commencement125
One Hundred Sixth Commencement,commencement-may2001.pdf,"Hoover, Robert A. ","Kiplinger, Austin",,2001-05-19,19 May 2001,,,,University of Idaho Library Special Collections and Archives,commencement-may2001,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1093,1093,1077.pdf,/commencement/image/1077.pdf,commencement126
One Hundred Seventh Commencement,commencement-dec2001.pdf,"Hoover, Robert A.","Hansen, William D. ","Hansen, William D. ",2001-12-15,15 December 2001,,,,University of Idaho Library Special Collections and Archives,commencement-dec2001,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1125,1125,1144.pdf,/commencement/image/1144.pdf,commencement127
One Hundred Seventh Commencement,commencement-may2002.pdf,"Hoover, Robert A. ","Perry, William J. ",,2002-05-18,18 May 2002,,,,University of Idaho Library Special Collections and Archives,commencement-may2002,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1053,1053,1114.pdf,/commencement/image/1114.pdf,commencement128
One Hundred Eighth Commencement,commencement-dec2002.pdf,"Hoover, Robert A.","Rock, J. Richard ",,2002-12-14,14 December 2002,,,,University of Idaho Library Special Collections and Archives,commencement-dec2002,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1179,1179,1137.pdf,/commencement/image/1137.pdf,commencement129
Commencement Awards Banquet,commencementawardsbanquet-may2003.pdf,,,,2003-05-16,16 May 2003,University Inn Best Western,46.73359947,-117.0237896,University of Idaho Library Special Collections and Archives,commencementawardsbanquet-may2003,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1092,1092,1063.pdf,/commencement/image/1063.pdf,commencement130
One Hundred Eighth Commencement,commencement-may2003.pdf,"Pitcher, Brian L. ","Philips, Peggy","Philips, Peggy ""Van Sice"" ",2003-05-17,17 May 2003,,,,University of Idaho Library Special Collections and Archives,commencement-may2003,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1150,1150,1148.pdf,/commencement/image/1148.pdf,commencement131
One Hundred Ninth Commencement,commencement-dec2003.pdf,"Michael, Gary G.","Sampson, Gary G. ","Sampson, Gary G.",2003-12-13,13 December 2003,,,,University of Idaho Library Special Collections and Archives,commencement-dec2003,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1209,1209,1199.pdf,/commencement/image/1199.pdf,commencement132
One Hundred Ninth Commencement Degrees Conferred,commencement-may2004.pdf,"Michael, Gary G. ","Allen, Sharon","Allen, Sharon L.; Hansen, John D.; Matheson, David J.; Terteling-Payne, Carolyn",2004-05-15,15 May 2004,,,,University of Idaho Library Special Collections and Archives,commencement-may2004,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1115,1115,1186.pdf,/commencement/image/1186.pdf,commencement133
One Hundred Tenth Commencement,commencement-dec2004.pdf,"White, Timothy P. ","Dyess, Kirby","Dyess, Kirby",2004-12-11,11 December 2004,,,,University of Idaho Library Special Collections and Archives,commencement-dec2004,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1129,1129,1196.pdf,/commencement/image/1196.pdf,commencement134
One Hundred Tenth Commencement Degrees Conferred,commencement-may2005.pdf,"White, Timothy P. ","Wright, Thomas C. ","Bell, Thomas O.; Sellers, Elizabeth",2005-05-14,14 May 2005,,,,University of Idaho Library Special Collections and Archives,commencement-may2005,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1096,1096,1220.pdf,/commencement/image/1220.pdf,commencement135
One Hundred Eleventh Commencement,commencement-dec2005.pdf,"White, Timothy P. ","Alford Jr., A.L. ""Butch' ","Alford Jr., A.L. ""Butch' ",2005-12-10,10 December 2005,,,,University of Idaho Library Special Collections and Archives,commencement-dec2005,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1121,1121,1079.pdf,/commencement/image/1079.pdf,commencement136
One Hundred Eleventh Commencement,commencement-may2006.pdf,"White, Timothy P. ","Kempthorne, Dirk","Howe, Steven D.; Ysura, Ben T.; Shadduck, Louise; Kempthorne, Dirk",2006-05-13,13 May 2006,,,,University of Idaho Library Special Collections and Archives,commencement-may2006,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1186,1186,1071.pdf,/commencement/image/1071.pdf,commencement137
One Hundred Twelfth Commencement,commencement-dec2006.pdf,"White, Timothy P. ","Burnett, Don","Burnett, Don",2006-12-09,09 December 2006,,,,University of Idaho Library Special Collections and Archives,commencement-dec2006,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1103,1103,1184.pdf,/commencement/image/1184.pdf,commencement138
One Hundred Twelfth Commencement Degrees Conferred,commencement-may2007.pdf,"White, Timothy P. ","Risser, Paul","Risser, Paul G.; Thilo, Sue; Blackman, Harold S.; Wasden, Lawrence; Leff, Deborah",2007-05-12,12 May 2007,,,,University of Idaho Library Special Collections and Archives,commencement-may2007,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1217,1217,1211.pdf,/commencement/image/1211.pdf,commencement139
One Hundred Thirteenth Commencement,commencement-dec2007.pdf,"White, Timothy P. ","B. Daley-Laursen, Steven","Daley-Laursen, Steven B. ",2007-12-08,08 December 2007,,,,University of Idaho Library Special Collections and Archives,commencement-dec2007,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1216,1216,1155.pdf,/commencement/image/1155.pdf,commencement140
Degrees Conferred 2007-2008,degrees-2007-2008.pdf,"White, Timothy P. ",,,2007; 2008,2007-2008,,,,University of Idaho Library Special Collections and Archives,degrees-2007-2008,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1077,1077,1182.pdf,/commencement/image/1182.pdf,commencement141
One Hundred Thirteenth Commencement,commencement-may2008.pdf,"White, Timothy P. ","Larson, Kristin W. ","Larson, Kristin W.; Anderson, Paul; Medina, Sylvia; McMurray, Pat; Winmill, B. Lynn ",2008-05-10,10 May 2008,,,,University of Idaho Library Special Collections and Archives,commencement-may2008,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1153,1153,1097.pdf,/commencement/image/1097.pdf,commencement142
One Hundred Fourteenth Commencement,commencement-dec2008.pdf,"Daley-Laursen, Steven B. ","Aiken, Katherine","Aiken, Katherine G.",2008-12-13,13 December 2008,,,,University of Idaho Library Special Collections and Archives,commencement-dec2008,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1112,1112,1149.pdf,/commencement/image/1149.pdf,commencement143
Degrees Conferred 2008-2009,degrees-2008-2009.pdf,"Daley-Laursen, Steven ",,,2008; 2009,2008-2009,,,,University of Idaho Library Special Collections and Archives,degrees-2008-2009,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1167,1167,1085.pdf,/commencement/image/1085.pdf,commencement144
One Hundred Fourteenth Commencement,commencement-may2009.pdf,"Daley-Laursen, Steven B. ","Minnick, Walt","Minnick, Walter ""Walt"" C.; Vannorsdel, Nancy K.; Mousseau, Jeffrey D.; Geodde, John W.; Smith, N. Randy",2009-05-16,16 May 2009,,,,University of Idaho Library Special Collections and Archives,commencement-may2009,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1157,1157,1136.pdf,/commencement/image/1136.pdf,commencement145
One Hundred Fifteenth Commencement,uicommencement_2009-12-12.pdf,"Nellis, M. Duane ","Morris, John S ""Jack"" ","Morris, John S ""Jack"" ",2009-12-12,12 December 2009,,,,University of Idaho Library Special Collections and Archives,uicommencement_2009-12-12,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1190,1190,1069.pdf,/commencement/image/1069.pdf,commencement146
Degrees Conferred 2009-2010,degrees-2009-2010.pdf,"Nellis, M. Duane ",,,2009; 2010,2009-2010,,,,University of Idaho Library Special Collections and Archives,degrees-2009-2010,text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/commencement/id/1086,1086,1105.pdf,/commencement/image/1105.pdf,commencement147
