title,creator,editors,photographs,illustrations,graphic design,board of directors,date,date is approximate,description,subject,location,latitude,longitude,source,identifier,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
Community News November 2001,Moscow Food Co-op,"London, Bill",,"Adam, Susan","Maxwell, Jill","Vaughan, Pat; Flexman, Erik; Hoffman, Bonnie; Evans, Shel Lee; Mumford, Mark; Pingree, Al; Kingery, Peg; Bridges, George",2001-11,,,newsletters; cooperatives (business enterprises); smoke (material); organic gardening,"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2001nov,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/273,273,89.pdf,/moscowcoop/image/89.pdf,moscowcoop0274
Community News April 1998,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Maut, Heidi; Riley, Kelly","Grinde, Kate","Ogle, Nick; Cressler, Mike; Moffitt, Chris; Reich, Vicki; Stannard, Sandy",1998-04,,,newsletters; cooperatives (business enterprises); asparagales (order); landscaping,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1998apr,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/274,274,239.pdf,/moscowcoop/image/239.pdf,moscowcoop0275
Community News November 2003,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Robinson-Smith, Debi","Maxwell, Jill","Forbes, Mike; Bridges, George; Beaver, Theresa; Hoffman, Bonnie; Kingery, Margaret; Pingree, Llewellyn; Mumford, Mark",2003-11,,,newsletters; cooperatives (business enterprises); downtowns; Thanksgiving (holiday); coffeehouses,"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2003nov,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/275,275,4.pdf,/moscowcoop/image/4.pdf,moscowcoop0276
Newsletter February 1992,Moscow Food Co-op,"London, Bill",,,"Palmer, Pam","Knorr, Fritz; Mancini, George; Swett, Sara; Harvey-Marose, Peg; Eareckson, LeeAnne; Trivelpiece, Jim; Adams, Anne; Arbtin, Bruce",1992-02,,,newsletters; cooperatives (business enterprises); research centers (institutions); recycling,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1992feb,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/276,276,58.pdf,/moscowcoop/image/58.pdf,moscowcoop0277
Community News May 1997,Moscow Food Co-op,"London, Bill; Harris, Therese","Canary, Linda","Carlson, Kendra; Murray Robin; Wentzell, Kristina","Grinde, Kate","Stannard, Sandy; Butters, Mary Jane; Cressler, Mike; Kane, Kevin; Lifton, Alan; Moffit, Chris; Ogle, Nick; Reich, Vicki",1997-05,,,newsletters; cooperatives (business enterprises); bicycles; grief,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1997may,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/277,277,106.pdf,/moscowcoop/image/106.pdf,moscowcoop0278
Community News August 1992,Moscow Food Co-op,"London, Bill",,"Ruth, Paula; Burns, Ari; Wegner, Chris","Palmer, Pam","Harvey-Marose, Peg; Swett, Sara; Adams, Anne; Siess, Kris; Rosenthal, Mare; Brandenberg, Andrea; Mancini, George; Trivelpiece, Jim",1992-08,,,"newsletters; cooperatives (business enterprises); recycling; coffee (beverage, dye)","310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1992aug,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/278,278,298.pdf,/moscowcoop/image/298.pdf,moscowcoop0279
Newsletter October 1990,Moscow Food Co-op,"London, Bill",,,"Palmer, Pam",,1990-10,,,newsletters; cooperatives (business enterprises); gurus; recycling,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1990oct,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/279,279,83.pdf,/moscowcoop/image/83.pdf,moscowcoop0280
Newsletter October 1986,Moscow Food Co-op,"London, Bill",,,"Parks, Rose Terry",,1986-10,,,newsletters; cooperatives (business enterprises); weed killer; market prices,"314 South Washington Street, Moscow Idaho",46.7318566,-116.999742,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1986oct,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/280,280,175.pdf,/moscowcoop/image/175.pdf,moscowcoop0281
Community News September 2001,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Nelson, Nancy","Maxwell, Jill","Vaughan, Pat; Flexman, Erik; Hoffman, Bonnie; Evans, Shel Lee; Mumford, Mark; Pingree, Al; Kingery, Peg; Bridges, George",2001-09,,,newsletters; cooperatives (business enterprises); membership cards; seasonality,"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2001sept,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/281,281,335.pdf,/moscowcoop/image/335.pdf,moscowcoop0282
Community News January 2009,Moscow Food Co-op,"London, Bill","Hall, David","Rate, Lucas","Prusynski, Megan","Vincent, Kimberly; Beck, Bill; Wilkinson, Donal; Ryan, Kathleen; Thompson, Joe; Macfarlane, Gary; Caudill, Chris",2009-01,,,newsletters; cooperatives (business enterprises); recession (economic concept); boards of directors; music (discipline),121 East Fifth Street,46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2009jan,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/282,282,243.pdf,/moscowcoop/image/243.pdf,moscowcoop0283
Community News June 1992,Moscow Food Co-op,"London, Bill",,,"Palmer, Pam","Harvey-Marose, Peg; Swett, Sara; Adams, Anne; Siess, Kris; Rosenthal, Mare; Brandenberg, Andrea; Mancini, George; Trivelpiece, Jim",1992-06,,,newsletters; cooperatives (business enterprises); boards of directors; bus stops,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1992jun,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/283,283,41.pdf,/moscowcoop/image/41.pdf,moscowcoop0284
Community News April 2003,Moscow Food Co-op,"London, Bill; Monroe, Julie",,"Lee, Pamela","Maxwell, Jill","Vaughan, Pat; Forbes, Mike; Bridges, George; Hoffman, Bonnie; Kingery, Margaret; Pingree, Al; Mumford, Mark",2003-04,,,newsletters; cooperatives (business enterprises); bicycles; organic gardening; spring (season),"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2003apr,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/284,284,66.pdf,/moscowcoop/image/66.pdf,moscowcoop0285
The Co-op Restructures,Moscow Food Co-op,,,,,,1976-12,,,cooperatives (business enterprises); newsletters; reports,610 S. Main,46.72996,-117.00128,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",coop-1976-dec,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/285,285,264.pdf,/moscowcoop/image/264.pdf,moscowcoop0286
Community News March 2006,Moscow Food Co-op,"London, Bill; Spurling, Carol; Hill, Carol","Hall, David","Dugger, Rachel","Prine, Tami","Forbes, Mike; Vincent, Kimberly; Hoffman, Bonnie; Beck, Bill; Simpson, Will; Ronniger, Phil; Pingree, Al",2006-03,,,newsletters; cooperatives (business enterprises); fairs; bakeries (built works),"121 East Fifth Street Moscow, Idaho",46.73062039,-117.0003569,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2006mar,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/286,286,308.pdf,/moscowcoop/image/308.pdf,moscowcoop0287
Community News May 2008,Moscow Food Co-op,"London, Bill","Hall, David","Rate, Lucas","Prusynski, Megan","Vincent, Kimberly; Beck, Bill; Wilkinson, Donal; Ryan, Kathleen; Thompson, Joe; Macfarlane, Gary; Caudill, Chris",2008-05,,,newsletters; cooperatives (business enterprises); parking lots; bread; solar ovens,121 East Fifth Street,46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2008may,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/287,287,245.pdf,/moscowcoop/image/245.pdf,moscowcoop0288
Community News January 1993,Moscow Food Co-op,"McPherson, Jim",,"Ruth, Paula; Burns, Ari; Wegner, Chris","Palmer, Pam","Harvey-Marose, Peg; Swett, Sara; Harvey, Jeanne; Adams, Ann; Burns, Ari; Rosenthal, Mare; Brandenberg, Andrea",1993-01,,,newsletters; cooperatives (business enterprises); cattle ranches; herbal tea,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1993jan,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/288,288,43.pdf,/moscowcoop/image/43.pdf,moscowcoop0289
Community News October 2005,Moscow Food Co-op,"London, Bill; Spurling, Carol; Harris, Therese","Hall, David","Dugger, Rachel","Prine, Tami","Forbes, Mike; Vincent, Kimberly; Hoffman, Bonnie; Beck, Bill; Simpson, Will; Ronniger, Phil; Pingree, Al",2005-10,,,newsletters; cooperatives (business enterprises); cookbooks; transporting,"121 East Fifth Street Moscow, Idaho",46.73062039,-117.0003569,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2005oct,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/289,289,294.pdf,/moscowcoop/image/294.pdf,moscowcoop0290
Community News January 2007,Moscow Food Co-op,"London, Bill","Hall,David","Sowards,Elizabeth Carney","Prusynski, Megan","Vincent, Kim; Beck, Bill; Simpson, Will; Ronniger, Phil; Ryan, Kathleen; Thompson, Joe; Wilkinson, Donal",2007-01,,,newsletters; cooperatives (business enterprises); calendars (documents); bison (genus),121 East Fifth Street,46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2007jan,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/290,290,165.pdf,/moscowcoop/image/165.pdf,moscowcoop0291
Newsletter May 1987,Moscow Food Co-op,"London, Bill",,,"Moore, Sarah",,1987-05,,,"newsletters; cooperatives (business enterprises); sale prices; coffee (beverage, dye)","314 South Washington Street, Moscow Idaho",46.7318566,-116.999742,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1987may,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/291,291,186.pdf,/moscowcoop/image/186.pdf,moscowcoop0292
Community News December 1996,Moscow Food Co-op,"London, Bill; Harris, Therese",,,"Grinde, Kate","Butters, Mary Jane; Stannard, Sandy; Kane, Kevin; Moffit, Chris; Reich, Vicki; Strand, Eva; Weingartner, Paul; Wildung, Kristi",1996-12,,,newsletters; cooperatives (business enterprises); bread; water consumption,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1996dec,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/292,292,22.pdf,/moscowcoop/image/22.pdf,moscowcoop0293
Moscow Food Co-op Election Guide 2011,Moscow Food Co-op,,,,,,2011-02,,,newsletters; cooperatives (business enterprises); election; voting,,,,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",moscowfoodcoopelection-2011-02,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/293,293,317.pdf,/moscowcoop/image/317.pdf,moscowcoop0294
Newsletter January 1992,Moscow Food Co-op,"McPherson, Jim",,,"Palmer, Pam",,1992-01,,,newsletters; cooperatives (business enterprises);environmentalists; contamination,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1992jan,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/294,294,71.pdf,/moscowcoop/image/71.pdf,moscowcoop0295
Newsletter October 1991,Moscow Food Co-op,"London, Bill",,,"Palmer, Pam",,1991-10,,,newsletters; cooperatives (business enterprises); bazaars (marketplaces); road transportation structures,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1991oct,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/295,295,153.pdf,/moscowcoop/image/153.pdf,moscowcoop0296
Community News April 1993,Moscow Food Co-op,"London, Bill",,"Ruth, Paula; Wegner, Chris","Palmer, Pam","Harvey-Marose, Peg; Swett, Sarah; Rosenthal, Mare; Adams, Anne; Burns, Ari; Harvey, Jeanne; Brandenburg, Andrea",1993-04,,,newsletters; cooperatives (business enterprises); bicycles; astrology,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-1993apr,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/296,296,337.pdf,/moscowcoop/image/337.pdf,moscowcoop0297
Community News January 2001,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Nelson, Nancy","Grinde, Kate","Evans, Shel Lee; Flexman, Erik; Hermanson, Jim; Hoffman, Bonnie; Mumford, Mark; Pengilly, Mimi; Peyer, Suzanne; Pingree, Al; Vaughan, Pat",2001-01,,,newsletters; cooperatives (business enterprises); delicatessens (built works); preschool education,"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2001jan,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/297,297,94.pdf,/moscowcoop/image/94.pdf,moscowcoop0298
Newsletter November 1990,Moscow Food Co-op,"McHugh, Maree",,,"Palmer, Pam",,1990-11,,,newsletters; cooperatives (business enterprises); fairs; conferences,"310 West Third Street, Moscow Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",newsletter_1990nov,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/298,298,253.pdf,/moscowcoop/image/253.pdf,moscowcoop0299
Community News May 2002,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Weist, Jacob","Maxwell, Jill","Vaughan, Pat; Flexman, Erik; Hoffman, Bonnie; Evans, Shel Lee; Mumford, Mark; Pingree, Al; Kingery, Peg; Bridges, George",2002-05,,,newsletters; cooperatives (business enterprises); sale prices; herbal tea,"221 East Third Street, Moscow Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",communitynews-2002may,text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/299,299,200.pdf,/moscowcoop/image/200.pdf,moscowcoop0300
