title,photographer,date,date is approximate,description,subject,subject (lcsh),subject (lctgm),location depicted,location,latitude,longitude,original identifier,source,digital collection,holding institution,ordering information,format original,type,format,digital identifier,date digital,language,web site,rightsstatement,rights,digital specifications,original reference url,original contentdm number,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
First Aid Contest [10],"Barnard Studio (Wallace, Idaho)",1923-04-06,yes,"The members of Tamarack team, who won second prize, performing first aid at the first aid contest in Mullan, Idaho.",teams; first aid,,,United States - Idaho - Shoshone County - Mullan,Mullan,47.465106,-115.805908,B8-4,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-11-30,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1596,1596,1597.jp2,/bar-stock/image/1597.jp2,barstock1596
First Aid Contest [03],"Barnard Studio (Wallace, Idaho)",1923-04-06,yes,"The members of Bunker Hill & Sullivan team, who won third prize, performing first aid at the first aid contest in Mullan, Idaho.",teams; first aid,,,United States - Idaho - Shoshone County - Mullan,Mullan,47.46658,-115.804422,B8-6,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-11-30,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1597,1597,1598.jp2,/bar-stock/image/1598.jp2,barstock1597
First Aid Contest [02],"Barnard Studio (Wallace, Idaho)",1923-04-06,yes,"The members of Hecla #1 team, who won first prize, standing together at the first aid contest in Mullan, Idaho.",teams; first aid,,,United States - Idaho - Shoshone County - Mullan,Mullan,47.464869,-115.806068,B8-5,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white film negative,Image;StillImage,image/jpg,,2015-11-30,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1598,1598,1599.jp2,/bar-stock/image/1599.jp2,barstock1598
First Aid Contest [05],"Barnard Studio (Wallace, Idaho)",1923-04-06,yes,"The members of Bunker Hill & Sullivan team, who won third prize, performing first aid at the first aid contest in Mullan, Idaho.",teams; first aid,,,United States - Idaho - Shoshone County - Mullan,Mullan,47.466537,-115.804388,B8-7,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white film negative,Image;StillImage,image/jpg,,2015-11-30,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1599,1599,1600.jp2,/bar-stock/image/1600.jp2,barstock1599
First Aid Contest [09],"Barnard Studio (Wallace, Idaho)",1923-04-06,yes,"The members of Morning Mill team performing first aid at the first aid contest in Mullan, Idaho. The negative was processed backwards, hence the watermark reads backwards",teams; first aid,,,United States - Idaho - Shoshone County - Mullan,Mullan,47.466519,-115.804377,B8-8,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1600,1600,1601.jp2,/bar-stock/image/1601.jp2,barstock1600
First Aid Contest [12],"Barnard Studio (Wallace, Idaho)",1923-04-06,yes,"The members of Morning Mill team performing first aid at the first aid contest in Mullan, Idaho.",teams; first aid,,,United States - Idaho - Shoshone County - Mullan,Mullan,47.466399,-115.804562,B8-9,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1601,1601,1602.jp2,/bar-stock/image/1602.jp2,barstock1601
First Aid Contest [06],"Barnard Studio (Wallace, Idaho)",1923-04-06,yes,"The members of Morning Mill team performing first aid at the first aid contest in Mullan, Idaho.",teams; first aid,,,United States - Idaho - Shoshone County - Mullan,Mullan,47.466369,-115.804545,B8-10,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1602,1602,1603.jp2,/bar-stock/image/1603.jp2,barstock1602
First Aid Contest [07],"Barnard Studio (Wallace, Idaho)",1923-04-06,yes,"The members of Helmet crew standing together, wearing mine rescue breathing packs at the first aid contest in Mullan, Idaho.",teams; first aid,,,United States - Idaho - Shoshone County - Mullan,Mullan,47.465035,-115.806073,B8-11,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1603,1603,1604.jp2,/bar-stock/image/1604.jp2,barstock1603
First Aid Contest [01],"Barnard Studio (Wallace, Idaho)",1923-04-06,yes,"The members of Helmet crew standing together, wearing mine rescue breathing packs at the first aid contest in Mullan, Idaho.",teams; first aid,,,United States - Idaho - Shoshone County - Mullan,Mullan,47.465021,-115.806059,B8-12,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1604,1604,1605.jp2,/bar-stock/image/1605.jp2,barstock1604
Burke Fire [08],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the fire in Burke, Idaho.",fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.522216,-115.819545,B9-1,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1605,1605,1606.jp2,/bar-stock/image/1606.jp2,barstock1605
Burke Fire [09],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"People standing by the railroad tracks during the fire in Burke, Idaho.",people; fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.522289,-115.813234,B9-2,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1606,1606,1607.jp2,/bar-stock/image/1607.jp2,barstock1606
Burke Fire [10],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the fire in Burke, Idaho.",fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.520327,-115.821945,B9-3,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1607,1607,1608.jp2,/bar-stock/image/1608.jp2,barstock1607
Burke Fire [11],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"People standing by the railroad tracks during the fire in Burke, Idaho.",people; fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.522286,-115.813518,B9-4,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1608,1608,1609.jp2,/bar-stock/image/1609.jp2,barstock1608
Burke Fire [12],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the railroad tracks during the fire in Burke, Idaho.",railroads; fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.522057,-115.813399,B9-5,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1609,1609,1610.jp2,/bar-stock/image/1610.jp2,barstock1609
Burke Fire [13],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the fire in Burke, Idaho.",fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.521271,-115.829276,B9-6,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1610,1610,1611.jp2,/bar-stock/image/1611.jp2,barstock1610
Burke Fire [14],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the fire in Burke, Idaho.",fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.519415,-115.822781,B10-1,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white print,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1611,1611,1612.jp2,/bar-stock/image/1612.jp2,barstock1611
Burke Fire [15],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"People standing by the railroad tracks during the fire in Burke, Idaho.",people; fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.520001,-115.821504,B10-2,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white print,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1612,1612,1613.jp2,/bar-stock/image/1613.jp2,barstock1612
Burke Fire [16],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the railroad tracks during the fire in Burke, Idaho.",railroads; fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.520926,-115.817809,B10-3,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white print,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1613,1613,1614.jp2,/bar-stock/image/1614.jp2,barstock1613
Burke Fire [17],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the railroad tracks during the fire in Burke, Idaho.",railroads; fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.520834,-115.817768,B10-4,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white print,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1614,1614,1615.jp2,/bar-stock/image/1615.jp2,barstock1614
Burke Fire [18],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the railroad tracks during the fire in Burke, Idaho.",railroads; fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.520891,-115.817823,B10-5,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white print,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1615,1615,1616.jp2,/bar-stock/image/1616.jp2,barstock1615
Burke Fire [19],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the fire in Burke, Idaho.",fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.515571,-115.812719,B9-7,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1616,1616,1617.jp2,/bar-stock/image/1617.jp2,barstock1616
Burke Fire [20],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the railroad tracks during the fire in Burke, Idaho.",railroads; fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.519152,-115.828748,B10-6,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white film negative,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1617,1617,1618.jp2,/bar-stock/image/1618.jp2,barstock1617
Burke Fire [21],"Barnard Studio (Wallace, Idaho)",1923-07-13,,"View of the mine during the fire in Burke, Idaho.",mines (extracting complexes); fires,,,United States - Idaho - Shoshone County - Burke,Burke,47.518841,-115.821771,B10-7,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",3.5x5.7 black and white print,Image;StillImage,image/jpg,,2015-12-01,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1618,1618,1619.jp2,/bar-stock/image/1619.jp2,barstock1618
Burns Summit,"Barnard Studio (Wallace, Idaho)",1926-05-30,,"Exterior view of a building, with a car parked out front, at Burns Summit.",buildings; automobiles,,,United States - Idaho - Shoshone County - Burns Summit,Burns Summit,47.480416,-115.916345,B57,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white film negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1619,1619,1620.jp2,/bar-stock/image/1620.jp2,barstock1619
Elks Temple [02],"Barnard Studio (Wallace, Idaho)",1926-06-16,yes,"Exterior view of Elks Temple in Wallace, Idaho.",buildings,,,United States - Idaho - Shoshone County - Wallace,Wallace,47.472608,-115.925842,B58,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white film negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1620,1620,1621.jp2,/bar-stock/image/1621.jp2,barstock1620
Cataldo Bridge [01],"Barnard Studio (Wallace, Idaho)",1926-10-17,,"The point below Cataldo Bridge, with a roadway running along the side.",points; roads,,,United States - Idaho - Shoshone County - Cataldo,Cataldo,47.548662,-116.349939,B59,"PG 8, Barnard-Stockbridge Collection",University of Idaho Library Digital Initiatives,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",5x7 black and white film negative,Image;StillImage,image/jpg,,2015-12-09,eng,http://www.lib.uidaho.edu/digital/barstock/,http://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",,,,,,2017-01-30,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/1621,1621,1622.jp2,/bar-stock/image/1622.jp2,barstock1621
