title,description,date,date is approximate,subject,latitude,longitude,digital collection,source,donor,box number,identifier,rights,standardized rights,format original,type,format,cdmid,contentdm file name,objectid
Man with survey instrument,A man stands behind surveying equipment on a hill.,1902,yes,surveying; surveying equipment; rivers;,44.967261,-115.16787,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 480",PG26-S4-10,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,Image;StillImage,image/jpg,585,586.jp2,stonebraker585
Deer on hunting trip [09],Snow shoe rabbit at the Juno Group of Claims property.,1903,yes,rabbits; snow;,45.4061,-115.8014,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 482",PG26-S4-12,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,586,587.jp2,stonebraker586
Douglas tree squirrel,A Douglas tree squirrel at the Juno Group of Claims.,1903,yes,chipmunks;,45.4061,-115.8014,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 483",PG26-S4-13,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,587,588.jp2,stonebraker587
Lynx in the woods,A lynx sits in a wooded area.,1903,yes,lynx; forests;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 484",PG26-S4-14,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,588,589.jp2,stonebraker588
Deer on hunting trip [10],Deer in a field.,1903,yes,deer;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 485",PG26-S4-15,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,589,590.jp2,stonebraker589
W.A. Stonebraker and Dr. Woodburn,"W.A. Stonebraker (left) and Dr. J.M. Woodburn pose with horses near the Clearwater River. ""Allie and Dock.""",1903,yes,horses; rivers;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 269",PG26-S2-041,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x2.75 black and white print,Image;StillImage,image/jpg,590,591.jp2,stonebraker590
Bird in the Snow [04],A Clark's nutcracker stands in the snow at the Juno Group of Claims property.,1903,yes,birds; snow;,45.4061,-115.8014,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 486",PG26-S4-16,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,591,592.jp2,stonebraker591
Children smile in the grass,Three blond children pose for a photograph in a grassy area with a white church in the background.,1903,yes,children; churches (buildings);,46.225583,-116.028883,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 487",PG26-S4-17,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.5x3.25 black and white print,Image;StillImage,image/jpg,592,593.jp2,stonebraker592
Deer on hunting trip [11],A deer walks through a meadow with a wooden corral in the background.,1903,yes,deer;,45.39514,-115.198714,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 488",PG26-S4-18,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,593,594.jp2,stonebraker593
Squirrel [01],Squirrel on log at Juno Group (Stonebraker property).,1903,yes,squirrels;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 489",PG26-S4-19,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,594,595.jp2,stonebraker594
Chipmunk,Chipmunk at the Juno Group of Claims property.,1903,yes,chipmunks;,45.4061,-115.8014,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 490",PG26-S4-20,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,595,596.jp2,stonebraker595
Hunting for deer [05],Two men with deer carcass slung on pole. A dog sits at their feet with a river in the background.,1926,yes,hunters; deer; carcasses; dogs; rivers;,46.093411,-115.978181,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 491",PG26-S4-21,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2.75x4.5 black and white print,Image;StillImage,image/jpg,596,597.jp2,stonebraker596
Deer on hunting trip [12],A deer walks through a meadow near a wooded area.,1903,yes,deer;,45.39514,-115.198714,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 492",PG26-S4-22,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,597,598.jp2,stonebraker597
"Horses on Main Street in Stites, Idaho","Nate, ""Governor"" (Sumner Stonebraker)and ""Teddy"" pose on horses.",1902,yes,horses; main streets; downtowns; exterior views;,46.091388,-115.976567,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 270",PG26-S2-042,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x2.75 black and white print,Image;StillImage,image/jpg,598,599.jp2,stonebraker598
Bird in the Snow [05],A spruce grouse stands on snow bank at the Juno Group (Stonebraker property).,1903,yes,birds; snow;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 493",PG26-S4-23,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,599,600.jp2,stonebraker599
Burros from Stonebraker pack train [04],"Lillburn ""Tude"" Stonebraker and the family pet burros stand outside the Stonebraker home in Stites, Idaho.",1903,yes,mules; main streets; buildings,46.091559,-115.976253,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 265",PG26-S2-037,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,600,601.jp2,stonebraker600
Rock climbing [01],Men on rocky cliff.,1905,yes,mountains; canyons;,45.467493,-115.804792,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 495",PG26-S4-25,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x4.5 black and white print,Image;StillImage,image/jpg,601,602.jp2,stonebraker601
Sumner Stonebraker on horse in Clearwater River,Governor and Whitey.,1903,yes,rivers; horses;,46.093411,-115.978181,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 271",PG26-S2-043,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,602,603.jp2,stonebraker602
Group of boys hunting,"L.C. (Lillburn) Stonebraker, Sumner (Governor) Stonebraker, Jack Young, and Si Howard wave pistols near burros in the forest.",1904,yes,mules; guns; pistols; forests; hunting;,46.093411,-115.978181,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 272",PG26-S2-044,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,1.5x3.5 black and white print,Image;StillImage,image/jpg,603,604.jp2,stonebraker603
Group of boys fishing,"L.C. (Lillburn) Stonebraker, Sumner (Governor) Stonebraker, Jack Young, and Si Howard pose with fishing rods and a dog.",1904,yes,dogs; fishing rods; fishing;,46.093411,-115.978181,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 273",PG26-S2-045,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.5x3.25 black and white print,Image;StillImage,image/jpg,604,605.jp2,stonebraker604
Stites baseball team,Stites ball team coming from practice. Seven men walk on the main street.,1903,yes,baseball players; main streets; downtowns; exterior views;,46.091388,-115.976567,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 274",PG26-S2-046,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,605,606.jp2,stonebraker605
Fishing on the Clearwater River,"Two men fishing from the bank of the Clearwater River. ""Waiting for a bite.""",1903,yes,fishing; fishing rods; rivers;,46.093411,-115.978181,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 275",PG26-S2-047,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,606,607.jp2,stonebraker606
"Presbyterian Church in Kamiah, Idaho","Identified as ""Indian Church.""",1903,yes,churches (buildings); Native American;,46.091577,-115.976277,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 276",PG26-S2-048,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,607,608.jp2,stonebraker607
"Sumner ""Governor"" Stonebraker stands on his head [01]","Outside the Stonebraker home in Stites, Idaho. ""Hurry up!""",1903,yes,exterior views;,46.091559,-115.976253,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 277",PG26-S2-049,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.5 black and white print,Image;StillImage,image/jpg,608,609.jp2,stonebraker608
"Sumner ""Governor"" Stonebraker stands on his head [02]","Outside the Stonebraker home in Stites, Idaho. ""I'm falling.""",1903,yes,exterior views; rocking chairs;,46.091559,-115.976253,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 278",PG26-S2-050,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.5 black and white print,Image;StillImage,image/jpg,609,610.jp2,stonebraker609
Sourdough Jane on frontpPorch,"Outside the Stonebraker home in Stites, Idaho. ""Sourdough Jane.""",1903,yes,exterior views; rocking chairs; women;,46.091559,-115.976253,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 279",PG26-S2-051,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.5 black and white print,Image;StillImage,image/jpg,610,611.jp2,stonebraker610
W.A. Stonebraker and Sumner Stonebraker on horseback [01],Horses stand next to the Clearwater River.,1903,yes,rivers; horses;,46.102219,-115.978417,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 280",PG26-S2-052,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpg,611,612.jp2,stonebraker611
W.A. Stonebraker and Sumner Stonebraker on horseback [02],Fording the Clearwater (River).,1903,yes,rivers; horses;,46.102219,-115.978417,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 282",PG26-S2-054,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpg,612,613.jp2,stonebraker612
W.A. Stonebraker and Dr. J.M. Woodburn on horseback,Between Stites and Kooskia.,1903,yes,horses;,46.102219,-115.978417,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 283",PG26-S2-055,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,613,614.jp2,stonebraker613
W.A. Stonebraker and Sumner Stonebraker on horseback [03],Fording the Clearwater (River).,1903,yes,rivers; horses;,46.102219,-115.978417,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 281",PG26-S2-053,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x3.5 black and white print,Image;StillImage,image/jpg,614,615.jp2,stonebraker614
Three men with fishing poles [02],"W.A. Stonebraker, Dr. J.M. Woodburn, and Sumner (Governor) Stonebraker pose with fishing rods near the Clearwater River. ""Fisherman's Luck.""",1903,yes,rivers; fishing; fishing rods;,46.102219,-115.978417,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 285",PG26-S2-057,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.5 black and white print,Image;StillImage,image/jpg,615,616.jp2,stonebraker615
Sitting by the Clearwater River,Between Stites and Kooskia.,1903,yes,mountains; rivers; railroad bridges; houses;,46.102219,-115.978417,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 284",PG26-S2-056,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x5.25 black and white print,Image;StillImage,image/jpg,616,617.jp2,stonebraker616
Man in river,Man with a life jacket relaxes in the Clearwater River.,1903,yes,rivers; life preservers;,46.146116,-115.978914,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 494",PG26-S4-24,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x5.5 black and white print,Image;StillImage,image/jpg,617,618.jp2,stonebraker617
White rabbit [01],White rabbit in snow at the Juno Group (Stonebraker property).,1903,yes,rabbits; snow;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 496",PG26-S4-26,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,2.75x2.75 black and white print,Image;StillImage,image/jpg,618,619.jp2,stonebraker618
Packrat,"A bushy-tailed woodrat, also known as a packrat, stands on a stump at the Juno Group of Claims.",1903,yes,squirrels;,45.4061,-115.8014,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 497",PG26-S4-27,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,619,620.jp2,stonebraker619
Deer on hunting trip [13],Two white-tail deer stand near a wooded area.,1903,yes,deer;,45.39514,-115.198714,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 498",PG26-S4-28,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpg,620,621.jp2,stonebraker620
Coiled rattlesnake,"Near the Stonebraker home in Stites, Idaho.",1903,yes,snakes;,46.093411,-115.978181,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 536",PG26-S4-66,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x5.5 black and white print,Image;StillImage,image/jpg,621,622.jp2,stonebraker621
Corral on hillside,Near the Stonebraker Ranch in the Chamberlain Basin.,1905,yes,corrals; forests;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 537",PG26-S4-67,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.5x4.25 black and white print,Image;StillImage,image/jpg,622,623.jp2,stonebraker622
Distant view of Stonebraker Ranch,In the Chamberlain Basin.,1905,yes,homesteads; log cabins; valleys;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 538",PG26-S4-68,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3.25x5.5 black and white print,Image;StillImage,image/jpg,623,624.jp2,stonebraker623
Coyote in trap,A coyote is caught in a trap at the Juno Group (Stonebraker property).,1903,yes,snow; hunting;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 499",PG26-S4-29,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x4 black and white print,Image;StillImage,image/jpg,624,625.jp2,stonebraker624
Pack train at Stonebraker Ranch [01],Two men ride horses in the snow outside of a barn at the Stonebraker Ranch in the Chamberlain Basin.,1903,yes,snow; winter; horses; wooden buildings; log cabins;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker Photographs, Photo Group 26","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 540",PG26-S4-70,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,3x5 black and white print,Image;StillImage,image/jpg,625,626.jp2,stonebraker625
