title,description,date,date_is_approximate,subject,campus_event,campus_organization,latitude,longitude,donor,publisher-digital,source,identifier,rights,rightsstatement,format_original,type,format,language,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Commencement speaker Talbot Jennings,Talbot Jennings delivers the Commencement address in 1939.,1939,yes,students; degrees; commencements,Academics,Commencement,46.726551,-117.013995,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-012,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2461,2461,2462.jp2,/pg2/image/2462.jp2,pg22461
Harry W. Morrison receiving an honorary degree,Harry W. Morrison receiving an honorary Doctor of Science degree during the 1950 Commencement ceremony.,1950,yes,commencements,Academics,Commencement,46.726608,-117.014236,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-062,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2462,2462,2463.jp2,/pg2/image/2463.jp2,pg22462
Professor Eugene Taylor receiving a citation upon his retirement,Professor Eugene Taylor receiving a citation upon retirement during the 1950 Commencement ceremony.,1950,yes,commencements,Academics,Commencement,46.726583,-117.014128,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-063,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2463,2463,2464.jp2,/pg2/image/2464.jp2,pg22463
"Dean Edward John Iddings, Harry W. Morrison, Stanly A. Easton, and James W. Girard","Dean Edward John Iddings, Harry W. Morrison, Stanly A. Easton, and James W. Girard sit together on stage during the 1950 Commencement ceremony.",1950,yes,commencements,Academics,Commencement,46.726476,-117.014201,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-064,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2464,2464,2465.jp2,/pg2/image/2465.jp2,pg22464
"University of Idaho President Jesse Buchanan, Harry W. Morrison, Stanly Easton, James W. Girard, Dean Iddings and Governor C.A. Robins","University of Idaho President Jesse Buchanan, Harry W. Morrison, Stanly Easton, James W. Girard, Dean Iddings and Governor C.A. Robins stand together on the Administration Building steps for the 1950 Commencement.",1950,yes,commencements,Academics,Commencement,46.726018,-117.011382,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-065,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2465,2465,2466.jp2,/pg2/image/2466.jp2,pg22465
"David Roy Shoults, University of Idaho President Jesse Buchanan and James B. Hays","David Roy Shoults, University of Idaho President Jesse Buchanan and James B. Hays dressed in caps and gowns for the 1953 Commencement ceremony.",1953,yes,commencements,Academics,Commencement,46.726608,-117.014312,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-066,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2466,2466,2467.jp2,/pg2/image/2467.jp2,pg22466
Carol Howe Foster receiving an honorary degree,Carol Howe Foster receiving an honorary degree from Univeristy of Idaho President Jesse Buchanan during the 1953 Commencement ceremony.,1953,yes,commencements; degrees,Academics,Commencement,46.726541,-117.014176,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-067,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2467,2467,2468.jp2,/pg2/image/2468.jp2,pg22467
James B. Hays receiving an honorary degree,James B. Hays receiving an honorary degree from University of Idaho President Jesse Buchanan during the 1953 Commencement ceremony.,1953,yes,commencements; degrees,Academics,Commencement,46.726624,-117.014217,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-068,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2468,2468,2469.jp2,/pg2/image/2469.jp2,pg22468
David Roy Shoults receiving an honorary degree,David Roy Shoults receiving an honorary degree from University of Idaho President Jesse Buchanan during the 1953 Commencement ceremony.,1953,yes,commencements; degrees,Academics,Commencement,46.726606,-117.014109,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-069,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2469,2469,2470.jp2,/pg2/image/2470.jp2,pg22469
Commencement audience in the Memorial Gym,The 1953 Commencement audience sits facing the stage in the Memorial Gym.,1953,yes,commencements; gymnasiums,Academics,Commencement,46.726526,-117.014086,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-070,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2470,2470,2471.jp2,/pg2/image/2471.jp2,pg22470
"Dwight Smithson Jeffers, the retiring dean of College of Forestry","Dwight Smithson Jeffers, the retiring dean of College of Forestry, and University of Idaho President Buchanan during the 1953 Commencement.",1953,yes,commencements; gymnasiums,Academics,Commencement,46.726577,-117.014239,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-071,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2471,2471,2472.jp2,/pg2/image/2472.jp2,pg22471
Carol Howe Foster at Commencement,Carol Howe Foster and University of Idaho President Jesse Buchanan during the 1953 Commencement ceremony.,1953,yes,commencements; gymnasiums,Academics,Commencement,46.726571,-117.014132,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-072,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2472,2472,2473.jp2,/pg2/image/2473.jp2,pg22472
ILaurence Gipson and Carol Howe Foster receiving Doctorate degrees,"Laurence Gipson and Carol Howe Foster, Idaho's first two Rhodes scholars, receiving Doctorate degrees during the 1953 Commencement ceremony.",1953,yes,commencements; gymnasiums,Academics,Commencement,46.726586,-117.014022,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-073,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2473,2473,2474.jp2,/pg2/image/2474.jp2,pg22473
Dean Jeffers congratulating Richard H. Rutledge,Dean Jeffers (left) congratulating Richard H. Rutledge as he receiving an honorary degree during Commencement.,1938,yes,degrees; commencements,Academics,Commencement,46.726669,-117.01419,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-018,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2474,2474,2475.jp2,/pg2/image/2475.jp2,pg22474
Laurence Gipson receiving an honorary Doctorate degree,"Laurence Gipson, One of Idaho's first two Rhodes scholars, receiving an honorary Doctorate degree from University of Idaho President Jesse Buchanan during the 1953 Commencement ceremony.",1953,yes,commencements; gymnasiums,Academics,Commencement,46.726599,-117.013765,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-074,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2475,2475,2476.jp2,/pg2/image/2476.jp2,pg22475
Governor Len Jordan  with President Jesse Buchanan and James E. Graham,Governor Len Jordan stands with Uuniversity of Idaho President Jesse Buchanan and James E. Graham for the 1953 Commencement ceremony.,1953,yes,commencements,Academics,Commencement,46.726576,-117.013914,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-075,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2476,2476,2477.jp2,/pg2/image/2477.jp2,pg22476
Crowd outside of Commencement in 1953,Crowd outside Commencement in 1953. The Administration Building and the Education Building is visible behind the crowd.,1953,yes,commencements,Academics,Commencement,46.726792,-117.013656,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-076,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2477,2477,2478.jp2,/pg2/image/2478.jp2,pg22477
Commencement procession passes the Administration Building,The 1923 Commencement procession passes outside the Administration Building.,1923,yes,processions; commencements,Academics,Commencement,46.726098,-117.01116,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-019,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2478,2478,2479.jp2,/pg2/image/2479.jp2,pg22478
Frank F. Warren as the 1953 Commencement speaker,Frank F. Warren delivering a speech at the 1953 Commencement ceremony.,1953,yes,commencements,Academics,Commencement,46.726551,-117.014185,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-077,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2479,2479,2480.jp2,/pg2/image/2480.jp2,pg22479
"Retiring faculty member, Floyd Whitney Gail","Retiring faculty member, Floyd Whitney Gail and University of Idaho President Jesse Buchanan during the 1953 Commencement ceremony.",1953,yes,commencements,Academics,Commencement,46.726575,-117.013906,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-078,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2480,2480,2481.jp2,/pg2/image/2481.jp2,pg22480
Floyd Whitney Gail receiving a Certificate of Merit,Floyd Whitney Gail receiving a Certificate of Merit during the 1953 Commencement ceremony.,1953,yes,commencements; gymnasiums,Academics,Commencement,46.726621,-117.01378,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-079,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2481,2481,2482.jp2,/pg2/image/2482.jp2,pg22481
Commencement procession entering the Administration Building,"the 1924 Commencement procession enters the Administration Building. Professor Dale mounting the steps, Governor Moore (foreground) and University of Idaho President Alfred A. Upham. Prince Gelasio Caetani (facing camera) and Stanly Easton",1924,yes,processions; commencements,Academics,Commencement,46.726002,-117.011273,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-021,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2482,2482,2483.jp2,/pg2/image/2483.jp2,pg22482
Professor A. R. Aller and Florence Aller,"A. R. Aller, the Associate Professor of Botany, helping Florence Aller into her robe. Florence Aller is the recipient of first Doctor of Education degree at the University of Idaho.",1962,yes,commencements,Academics,Commencement,46.726503,-117.014071,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-080,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2483,2483,2484.jp2,/pg2/image/2484.jp2,pg22483
Commencement Band concert outside the Administration Building,The band performs a concert outside the Administration Building for the 1926 Commencement.,1926,yes,concerts; commencements,Academics,Commencement,46.726208,-117.01108,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-030,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2484,2484,2485.jp2,/pg2/image/2485.jp2,pg22484
Florence Aller receiving the first Doctor of Education degree at the University of Idaho [01],Mrs. Florence Aller receiving the first Doctor of Education degree conferred by the University of Idaho from university President D. R. Theophilus during the 1962 Commencement ceremony.,1962,yes,commencements,Academics,Commencement,46.726549,-117.014016,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-080a,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2485,2485,2486.jp2,/pg2/image/2486.jp2,pg22485
Florence Aller receiving the first Doctor of Education degree at the University of Idaho [02],Mrs. Florence Aller receiving the first Doctor of Education degree conferred by the University of Idaho from university President D. R. Theophilus during the 1962 Commencement ceremony.,1962,yes,commencements; degrees,Academics,Commencement,46.72655,-117.014086,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-080b,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2486,2486,2487.jp2,/pg2/image/2487.jp2,pg22486
Commencement procession in front of Administration Building,Academic procession standing in front of the Administration Building during the 1939 Commencement ceremony.,1939,yes,processions; commencements,Academics,Commencement,46.726098,-117.011187,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-031,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2487,2487,2488.jp2,/pg2/image/2488.jp2,pg22487
Commencement procession near the Women's Gym,Academic procession passes near the Women's Gym during the 1939 Commencement.,1939,yes,processions; commencements,Academics,Commencement,46.727576,-117.011738,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-032,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2488,2488,2489.jp2,/pg2/image/2489.jp2,pg22488
Commencement in the Memorial Gym [01],Graduates and audience stand during the 1939 Commancement ceremony in the Memorial Gym.,1939,yes,commencements; gymnasiums,Academics,Commencement,46.726554,-117.013766,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-033,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2489,2489,2490.jp2,/pg2/image/2490.jp2,pg22489
Outdoor luncheon at Commencement [01],Guests attend an outdoor luncheon for the 1938 Commencement.,1938,yes,commencements; lunches,Academics,Commencement,46.724805,-117.014721,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-034,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2490,2490,2491.jp2,/pg2/image/2491.jp2,pg22490
Outdoor luncheon at Commencement [02],Guests sit on the lawn during an outdoor luncheon for the 1938 Commencement.,1938,yes,commencements; lunches,Academics,Commencement,46.724814,-117.014555,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",109-035,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-17,2018-05-17,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2491,2491,2492.jp2,/pg2/image/2492.jp2,pg22491
Mortar Board pledging ceremony,"Seven new members kneel in front of six graduating members of Mortar Board, a national honorary society for senior women, during their pledging ceremony.",1939,,honors; societies; women; students,Academics,Mortar Board,46.725094,-117.009633,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",135-1,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2492,2492,2493.jp2,/pg2/image/2493.jp2,pg22492
Mortar Board members sitting by fireplace,"Six members of Mortar Board, a national honorary society for senior women, sit by a fireplace.",1929,,honors; societies; women; students,Academics,Mortar Board,46.724476,-117.008875,Hodgin's Photography Studio,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",135-2,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2493,2493,2494.jp2,/pg2/image/2494.jp2,pg22493
Intercollegiate Knights group photo [03],"Members of the Intercollegiate Knights, a national honorary service organization, pose for a group photograph in the Memorial Gymnasium.",1933,,national organizations,Student Clubs,Intercollegiate Knights,46.726468,-117.013692,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-01,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2494,2494,2495.jp2,/pg2/image/2495.jp2,pg22494
Intercollegiate Knights book sale [01],"Members of the Intercollegiate Knights, a national honorary service organization, set up for a book sale fundraising event.",1960,,national organizations,Student Clubs,Intercollegiate Knights,46.728569,-117.007292,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-02,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2495,2495,2496.jp2,/pg2/image/2496.jp2,pg22495
Group photo of Xi Sigma Pi,"Members of Xi Sigma Pi, the national honorary forestry fraternity, stand for a group photo in front of Morill Hall.",1933,,fraternities; forestry; forestry,Academics,Xi Sigma Pi,46.727891,-117.010912,,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",134-1,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2496,2496,2497.jp2,/pg2/image/2497.jp2,pg22496
37th National Convention of the Intercollegiate Knights [18],"Attendees of the 37th National Convention of the Intercollegiate Knights, a national honorary service organization, gather for a closing day banquet in the Student Union Building ballroom.",1961-04-21,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.728877,-117.00722,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-04,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2497,2497,2498.jp2,/pg2/image/2498.jp2,pg22497
37th National Convention of the Intercollegiate Knights [19],"Contestants for queen applaud as the winner is selected during the 37th National Convention of the Intercollegiate Knights, a national honorary service organization.",1961,,national organizations; conferences,Student Clubs,Intercollegiate Knights,46.729005,-117.007215,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-05,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2498,2498,2499.jp2,/pg2/image/2499.jp2,pg22498
Intercollegiate Knights book sale [02],"Members of the Intercollegiate Knights, a national honorary service organization, set up for a book sale fundraising event.",1960,,national organizations,Student Clubs,Intercollegiate Knights,46.728439,-117.007192,University of Idaho. Photo Center.,University of Idaho Library Digital Initiatives Department,"PG 2, University of Idaho Student Organizations Collection",136-03,"No Copyright, material listed in Public Domain. Digital reproduction granted by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,black and white print,image;stillimage,image/jpg,eng,2018-05-18,2018-05-18,http://digital.lib.uidaho.edu:80/cdm/ref/collection/pg2/id/2499,2499,2500.jp2,/pg2/image/2500.jp2,pg22499
