title,creator,date,description,aes_subjects,subject,publisher,contributing_departments,series,full_series_and_number,extent,identifier,format_original,type,format,rights,rightsstatement,language,filename,oclc_number,date_created,date_modified,cdm_url,cdmid,contentdm_file_name,contentdm_file_path,objectid
Challenges In Range Lamb Marketing,"Early, John O.",1973-10,I came to this meeting with a prepared paper. You'll find it out in the hall to be picked-up. Read it on the plane home or tomorrow evening when you have your feet up by the fire.. Since you can all read I'm going to talk about something else that has been brought out in this very symposium.,Livestock Production/Industries; Demand and Price Analysis; Marketing; Demand and Price Analysis,Include individual industries including milk; price theory; market research; supply and demand,The University of Idaho,,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 137,6,aees137,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/360,360,141.pdf,/agecon/image/141.pdf,aers361
Factors Influencing The Economic Impacts Of Establishing A Utility Grade For Wheat In The Pnw Region,"Folts, John; Kropf, Jurgen; Makus, Larry",1995-10,"The overall objective of this research effort was to conduct a preliminary analysis on the feasibility of establishing an identity-preserved utility grade designation for wheat, focusing on the PNW region.",Research Methods/ Statistical Methods; Crop Production/Industries; Community/Rural/Urban Development; Food Security and Poverty,Impact analysis; Includes individual crops/industries; regional development; Food supply,,Department of Agricultural Economics and Rural Sociology,Agricultural Economic Research Series,Agricultural Economic Research Series no. 95-12,22,aers95-12,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/361,361,122.pdf,/agecon/image/122.pdf,aers362
Current Year 2001-02 Planning Prices For Idaho Crops & Livestock,"Patterson, Paul E.; Gray, C. Wilson; Rimbey, Neil R.",2001-12,Commodity prices can vary significantly within the marketing year as well as between years. Prices tend to be lowest at harvest and strengthen throughout the year as the temporary imbalance between supply and demand is reduced.,Livestock Production/Industries; Crop Production/Industries; Farm Management; Demand and Price Analysis,Include individual industries including milk; Includes individual crops/industries; decision-making; cost benefit,"Department of Agricultural Economics and Rural Sociology, College of Agricultural and Life Sciences, University of Idaho",,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 01-16,16,aees01-16,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/362,362,241.pdf,/agecon/image/241.pdf,aers363
Influence Of Beef Cattle Prices On Blm Grazing Policy Impacts,"Marousek, Gerald",1986-07,"Beef cattle price fluctuations were incorporated in analyzing rancher impacts of reduced BLM grazing allotments. Ranch budgets in five I rlaho resource planning areas showed diverse effects from varying permit levels, depending on beef price and role of BLM forage. Results reveal complications of uniform national policy for administering BLM grazing.",Livestock Production/Industries; Agricultural and Food Policy; Demand and Price Analysis,Include individual industries including milk; Agricultural policy; Business cycles; supply and demand,,,Agricultural Economic Research Series,Agricultural Economic Research Series no. 254,23,aers254,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/363,363,172.pdf,/agecon/image/172.pdf,aers364
Utilization Of Marginal Lands In The Clearwater Valley,"Prigge, G. Ray",1978,I have been asked to discuss the phenomenon of people moving back to small parcels of marginal land and to explore some of the potential uses for such lands.,Land Economics/Use; Community/Rural/Urban Development; Consumer/Household Economics,land valuation; land use; family; rural development; land ownership,,,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 345,6,aees345,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/364,364,380.pdf,/agecon/image/380.pdf,aers365
1992 Crop Inputs Cost Summary For Southern Idaho,"Patterson, Paul E.; Gray, C. Wilson; Rimbey, Neil R.",1992-12-04,"The objective of this publication is to provide producers, lenders and agri-businesses with information needed to develop or modify cost of production estimates.",Agribusiness ; Agricultural Finance; Demand and Price Analysis,agribusiness; farm finance; cost benefit,,,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 92-20,13,aees92-20,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/365,365,29.pdf,/agecon/image/29.pdf,aers366
"A To Z Retained Ownership, Inc. 2003 Year-End Summary","Jensen, Scott; Wilhelm, Bobbi; Rimbey, Neil; Keetch, Gordon; Cook, Will; Glaze, Benton; Gray, C. Wilson; Hawkins, Jim; Morrison, Eric; Williams, Shannon; Momont, Pat",2003-09,"The A to Z Retained Ownership, Inc. program was started in 1992 as a cooperative venture by cow-calf producers, the Bruneau Cattle Company feedlot, veterinarians, packers, bankers, allied industry representatives and the University of Idaho Cooperative Extension System. The primary goal of this educational program is to provide information to cow calf producers on how their cattle perform through the feeding and carcass grading phases. This report presents the results of the eleventh year of the retained ownership program.",Land Economics/Use; Livestock Production/Industries; Farm Management; Agribusiness,land ownership; Include individual industries including milk; decision-making; food industries,"Department of Agricultural Economics and Rural Sociology, College of Agricultural and Life Sciences, University of Idaho",,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 03-10,20,aees03-10,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/366,366,126.pdf,/agecon/image/126.pdf,aers367
Total Imports And Import Patterns Of Barley Into Japan: Implications Of The 1988 Japanese Beef Market Access Agreement,"Lin, Biing-Hwan; Makus, Larry D.",1990-11,A two-stage budgeting procedure was employed to analyze (1) the Japanese import demand for barley and (2) allocation of Japanese barley imports between North America (Canada and the United States) and Australia.,International Relations/Trade; Crop Production/Industries; Livestock Production/Industries; Research Methods/ Statistical Methods,trade; Includes individual crops/industries; Include individual industries including milk; Impact analysis,,Department of Agricultural Economics and Rural Sociology,Agricultural Economic Research Series,Agricultural Economic Research Series no. 90-12,23,aers90-12,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/367,367,139.pdf,/agecon/image/139.pdf,aers368
1998-99 Planning Prices And Outlook For Idaho Crops And Livestock,"Gray, C. Wilson; Guenthner, Joseph F.; Makus, Larry D.; Meyer, Neil L.; Patterson, Paul E.; Rimbey, Neil R.",1998-12,"Commodity prices can vary significantly, not only between years, but within the marketing year as well. Prices tend to be lowest at harvest and strengthen throughout the year as the temporary imbalance between supply and demand is reduced.",Demand and Price Analysis; Livestock Production/Industries; Research Methods/ Statistical Methods,Business cycles; Include individual industries including milk; cost benefit; Impact analysis,"Department of Agricultural Economics and Rural Sociology, University of Idaho",,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 98-13,40,aees98-13,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/368,368,75.pdf,/agecon/image/75.pdf,aers369
The Market For Information Services In Idaho Agriculture,"Foltz, John; Lanclos, Kent; Guenthner, Joseph; Makus, Larry; Sanchez, William",1994-12,"The continued growth and specialization of U.S. farms means that increasingly higher levels of management skill are required. In addition, the relatively unstable markets of recent years, heightened government regulation of agriculture, and rapidly changing production technologies have also increased the information needs of producers (Ortman, et al.). As a result, American farmers are increasingly utilizing the services of technical consultants to improve the productivity and profitability of their operations. Consultants ·provide services to producers in many aspects of farm management, including production decisions, marketing choices, and financial planning. Consultants offer specialized knowledge that would otherwise be difficult for producers to obtain.",Research Methods/ Statistical Methods; Crop Production/Industries; Agribusiness,survey structure; Includes individual crops/industries; agribusiness,University of Idaho College of Agriculture,"Department of Agricultural Economics; Department of Animal and Veterinary Science, University of Idaho",Agricultural Economic Research Series,Agricultural Economic Research Series no. 94-19,52,aers94-19,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/369,369,274.pdf,/agecon/image/274.pdf,aers370
Direct Economic Impacts Of The Boise Project Of Idaho,"Long, Roger B.; Nelson, Terry; Hines, Gary",1981-06,"The Boise Project of Southwestern Idaho was built by the Bureau of Reclamation during the period from 1910 to 1956, at which time the irrigated acreage increased from 51,377 to 340,613 acres. This first report of the economic subproject brings together the relevant direct cost and return (benefit) information from the project.",Demand and Price Analysis; Resource /Energy Economics and Policy; Land Economics/Use; Agribusiness,cost benefit; supply and demand; water; irrigation; agribusiness,"Agricultural Experiment Station, College of Agriculture, University of Idaho",Department of Agricultural Economics and Applied Statistics,Miscellaneous Series,Miscellaneous Series no. 068,112,aems068,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/370,370,184.pdf,/agecon/image/184.pdf,aers371
Winter 2001 Beef Outlook Update,"Gray, C. Wilson",2001,"The cattle market just seems to get better every time you look at it. Prices have recovered well from summer lows, demand seems to be improving, and feedlot placements have been lower this fall which will lead to tighter supplies down the road this spring.",Livestock Production/Industries; Crop Production/Industries; Research Methods/ Statistical Methods; Demand and Price Analysis,Include individual industries including milk; Includes individual crops/industries; Impact analysis; supply and demand,University of Idaho,,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 01-03,42,aees01-03,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/371,371,259.pdf,/agecon/image/259.pdf,aers372
Dairy Economic Outlook For 1976,"Early, John O.",1975,"U.S. milk production for the January-September period in 1975 was 88,177 million pounds, down 0.4 percent from the Same period in 1974 and 0.7 percent below 1973.",Production Economics; Livestock Production/Industries; Demand and Price Analysis; Farm Management,Transforming products into goods and services; Include individual industries including milk; prices; production costs,,,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 174,7,aees174,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/372,372,1.pdf,/agecon/image/1.pdf,aers373
Idaho Crop Input Price Summary For 2003,"Patterson, Paul E.; Smathers, Robert L.",2003-12,"The objective of this publication is to provide producers, lenders, agribusinesses, researchers and extension personnel with input price information needed to develop or modify traditional or alternative cost of production estimates.",Demand and Price Analysis; Labor and Human Capital; Production Economics; Farm Management,cost benefit; labor; general agricultural production; production costs,"Department of Agricultural Economics and Rural Sociology, College of Agricultural and Life Sciences, University of Idaho",,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 03-13,24,aees03-13,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/373,373,313.pdf,/agecon/image/313.pdf,aers374
Irrigation Expansion In The Pacific Northwest; Social Costs And Energy Impacts Of Development,"Hamilton, Joel R.; Whittlesey, Norman K.",1978-05-05,"The Pacific Northwest has built its history on successful exploitation of its water resources -- to provide cheap water for irrigation, and cheap electricity to power its irrigation pumps, factories, and homes.",Resource /Energy Economics and Policy; Land Economics/Use; Demand and Price Analysis; Community/Rural/Urban Development,water; irrigation; regional development; cost benefit; renewable/non-renewable,,Department of Agricultural Economics,Agricultural Economic Research Series,Agricultural Economic Research Series no. 213,16,aers213,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/374,374,340.pdf,/agecon/image/340.pdf,aers375
Return To Public Investment And The Benefit Of Research To Consumers And Producers Of Wheat,"Araji, A. A.; White, F. C.",1991-03,"The objectives of this paper are: (I) to evaluate the impact of research on increases in wheat yields in the Western Region, (2) to estimate the rate of return to public investment in wheat research in the Western Region, and (3) to evaluate the benefits of investment in wheat research to Western wheat producers, domestic wheat consumers, and foreign consumers of Western wheat.",Research Methods/ Statistical Methods; Crop Production/Industries; Consumer/Household Economics; Farm Management,decision-making; Includes individual crops/industries; Consumer economics; methodology,,,Agricultural Economic Research Series,Agricultural Economic Research Series no. 91-08,11,aers91-08,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/375,375,310.pdf,/agecon/image/310.pdf,aers376
1995 Potato Production Practices For South Central Idaho Potato Growers,"Patterson, Paul E.; Ashley, Patricia D.",1996-07,A survey was mailed to 240 potato growers in the Magic Valley region of South Central Idaho in February 1996. A total of 25 usable surveys were returned. The purpose of the survey was to obtain cultural practice information for use in revising the Southcentral Idaho costs and returns estimates (enterprise budgets) for commercial potatoes.,Research Methods/ Statistical Methods; Farm Management,survey structure; farm planning; farm structure,,Department of Agricultural Economics and Rural Sociology,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 96-07,16,aees96-07,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/376,376,119.pdf,/agecon/image/119.pdf,aers377
Western Producers' Preferences For Federal Agricultural Policy And The 2002 Farm Bill,"Seidl, Andrew; Lev, Larry; Meyer, Neil; Tronstad, Russsell",2001-11,"The Federal Agricultural Improvement and Reform Act of 1996 provides the direction for federal programs and policy on a comprehensive set of agricultural, food, and public policy issues through September of 2002.",Agricultural and Food Policy; Crop Production/Industries; Research Methods/ Statistical Methods; Farm Management,Agricultural policy; Includes individual crops/industries; Impact analysis; survey structure; farm management,"Department of Agricultural Economics and Rural Sociology, College of Agricultural and Life Sciences, University of Idaho",,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 01-14,39,aees01-14,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/377,377,49.pdf,/agecon/image/49.pdf,aers378
"Replacement Of Timber Harvest And Manufacturing With Recreational Visitors As Economic Base: Case Of Valley County, Idaho","Guaderrama, M. C.; Meyer, N.; Harp, A.; Taylor R. G.",2000-06-30,"This study, and the model developed to accomplish it, are based on secondary data, plus personal interviews with numerous businesses, government officials, residents and visitors to Valley County.",Land Economics/Use; Resource /Energy Economics and Policy,land use; forests,"Agricultural Economics and Rural Sociology Department, Idaho Cooperative Extension, and Agricultural Experiment Station, University of Idaho.",Department of Agricultural Economics and Rural Sociology,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 00-07,32,aees00-07,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/378,378,385.pdf,/agecon/image/385.pdf,aers379
Producing And Delivering A Satellite Workshop,"Meyer, Neil; Long, J.; Cooley, F.; Sanders, N.; Francis, J.; Anderson, E.",1991-12,"The extension systems and Family Community Leadership Programs of the PNW states offered a 2 1/2 hour satellite TV program, May 17, 1991, on 'Education for Public Decisions.' Local programs attracted an estimated 350 county agents, Family Community Leadership volunteers and other leaders in local communities.",Teaching/Communication/Extension/Profession; Community/Rural/Urban Development,teaching; extension; regional development; universities and colleges,,,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 91-08,37,aees91-08,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/379,379,38.pdf,/agecon/image/38.pdf,aers380
Development Of On-Farm Potato Seed Tuber Production And Marketing Scheme: A Farmer-To-Farmer Volunteer Report,"Guenthenr, Joseph F.",2006-07,"The Ethiopian potato industry is an important part of the country's agricultural economy. In the highland areas I saw numerous potato fields. I also observed large amounts of potatoes being sold in village markets, urban markets, wholesale markets, retail markets and in restaurants.",International Development; Marketing; Productivity Analysis; Risk and Uncertainty,agricultural development; market research; agricultural productivity; expectations,"Department of Agricultural Economics and Rural Sociology, College of Agricultural and Life Sciences, University of Idaho",,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 06-01,20,aees06-01,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/380,380,323.pdf,/agecon/image/323.pdf,aers381
Implications Of Outlook And Use Of Outlook Information For Extension Education Programs In Farm Management,"Prigge, Ray",1978,The following remarks will attempt to explore some of the interrelationships between outlook information and its usage in extension education programs.,Farm Management; Teaching/Communication/Extension/Profession; Labor and Human Capital,decision-making; farm structure; agricultural economics; extension; education,University of Idaho,Department of Agricultural Economics,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 342,6,aees342,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/381,381,352.pdf,/agecon/image/352.pdf,aers382
A Bayesian Decision Model For Profit Maximizing And Environmentally Sound Lygus Control In Lentils,"Cox, J. J.; Walker, D. J.; Ellis, J. R.; Young, D. L.",1991-08,A Bayesian decision model for Dimethoate applications to control Lygus bug damage in Pacific Northwest lentils was constructed. Results showed no treatment maximized net returns for a wide range of prior damage distributions and price discounts for damage. The decision model showed potential for both grower and environmental gains.,Research Methods/ Statistical Methods; Crop Production/Industries; Farm Management,Bayesian; farm land management; Includes individual crops/industries,,,Agricultural Economic Research Series,Agricultural Economic Research Series no. 91-12,8,aers91-12,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/382,382,199.pdf,/agecon/image/199.pdf,aers383
"The Economic Structure Of Benewah County, Idaho 1979","Long, Roger B.; Adams, Steven G.; Meyer, Neil L.",1981-04,The purpose of this study is to develop an economic input-output model of Benewah County in order to help evaluate the effects of exogenous economic changes on the local economy.,Community/Rural/Urban Development; Risk and Uncertainty; Resource /Energy Economics and Policy,Regional economics; natural resources; risk management; regional development,"Agricultural Experiment Station, University of Idaho, College of Agriculture",Department of Agricultural Economics and Applied Statistics,Progress Report,Progress Report no. 219,42,aepr219,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/383,383,33.pdf,/agecon/image/33.pdf,aers384
Optimum Economic Yield With Cost Inputs,"Patterson, Paul",1986-05,"Achieving the optimum level of production (or the maximum economic yield) has always been an important, if unrecognized, goal for farmers.",Production Economics; Teaching/Communication/Extension/Profession; Productivity Analysis; Resource /Energy Economics and Policy,general agricultural production; agricultural economics; agricultural productivity; renewable/non-renewable,Agricultural Economics Extension,,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 406,14,aees406,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/384,384,307.pdf,/agecon/image/307.pdf,aers385
Grain Elevator Management Game,"Prigge, G. Ray",1977,In this game you are the manager of a cooperative grain elevator which is doing almost $3 million in sales.,Demand and Price Analysis; International Relations/Trade; Research Methods/ Statistical Methods; Risk and Uncertainty,prices; decision theory; trade; design of experiments; methodology,,,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 336,11,aees336,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/385,385,150.pdf,/agecon/image/150.pdf,aers386
Idaho Agricultural Outlook,"Guenthner, Joseph F.; Loughmiller, Heber J.",1996-01,"A thriving agriculture is vital to Idaho's economic health. University of Idaho economists found that 35% of the state's economic activity is linked to farms, ranches and food processing. In the Magic Valley more than three-fourths of the economy is linked to agriculture. This report discusses the current agricultural situation and the outlook for 1996.",Agribusiness ; Agricultural and Food Policy; International Relations/Trade; Research Methods/ Statistical Methods,Agricultural policy; international trade; impact analysis; agricultural industries,University of Idaho,Department of Agricultural Economics,Agricultural Economic Extension Series,Agricultural Economic Extension Series no. 96-01,6,aees96-01,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/386,386,343.pdf,/agecon/image/343.pdf,aers387
The Role Of Value Added In Benefit/Cost Analysis,"Cooke, Stephen",1990-06,The problem is to determine the role of value-added information in obtaining a measure of the benefits of public investment.,Research Methods/ Statistical Methods; Demand and Price Analysis; Agribusiness,Impact analysis; cost benefit; agribusiness; methodology,,Department of Agricultural Economics and Rural Sociology,Agricultural Economic Research Series,Agricultural Economic Research Series no. 90-08,21,aers90-08,document,text,application/pdf,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,2020-08-26,2020-08-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/agecon/id/387,387,190.pdf,/agecon/image/190.pdf,aers388
