title,creator,date,date is approximate?,description,subject,location,geonames,latitude,longitude,source,usfs number,publisher,identifier,format original,format,type,rights,rightsstatement,language,cdmid,objectid
Salmon River Mountains and Middle Fork of Salmon canyon 2,"Cox, W.T.",1904,,"This image is part of a document titled 'Report upon the proposed Salmon River Forest and additions to Sawtooth, Bitterroot, and Lemhi Reserves, Idaho.' Collected by William T. Cox, 1904.",mountains; ranges; peaks; points; basins; valleys; forests; landscapes; panoramas; national forests,Salmon-Challis National Forest;Idaho;United States,,45.050501,-114.585457,,57018 - 57023,United States Forest Service,OGDEN25,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,806,archivalidaho806
"Middle Fork Canyon, bunch grass on slopes, Bull pine and red fire on protected slopes",,1905,yes,This is image is part of a report on lands found unsuitable for reserve purposes.,mountains; canyons; rivers; creeks; rivers; surveys; national forests,Payette National Forest;Idaho;United States; Salmon-Challis National Forest;Idaho;United States,,44.990864,-114.731266,,42507,United States Forest Service,OGDEN72,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,807,archivalidaho807
"Red River Ranger Station, vertical aerial",,1965,,"Photo text: 'July 13, 1965.'",ranger stations; guard stations; log; buildings; cabins; rivers; roads; aerials; national forests; wilderness,Nez Perce-Clearwater National Forest;Idaho;United States; Nez Perce-Clearwater National Forest;Idaho;United States,,45.710015,-115.343499,R-1 Engineering Division; Historical Facility Photo File; Missoula; MT,,United States Forest Service,R1EngrPics38,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,808,archivalidaho808
"Red Fish Lake, Salmon River Diversion","Betts, C.A.",1931,,"Photo text: 'Salmon River diversion. Red Fish Lake, Mount Heyburn (right), Red Fish Creek (center).' Note: This image is part of records for the Bureau of Reclamation projects.",Bureau of Reclamation; rivers; industry; dams; natural resources,Red Fish Lake;Idaho;Unites States,,44.11715,-114.93161,NARA College Park; Still Photo Branch; RG 115; JC Boise Project; Box 29,,,NARA16DC225,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,809,archivalidaho809
Bungalow Ranger Station site after Big Burn,,1911,yes,Bungalow Ranger Station site after Big Burn,ranger stations; guard stations; national forests; wilderness; rivers; big burn; forest fire; fires,Clearwater National Forest; Nez Perce-Clearwater National Forest;Idaho;United States,,46.628647,-115.506734,R-1 Engineering Division; Historical Facility Photo File; Missoula; MT,,United States Forest Service,R1EngrPics22a,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,810,archivalidaho810
"Mixing cement and pulling drift wood, Red Fish Lake","Swan, K.D.",1933,,"Four photographs showing men mixing cement and pulling drift wood, Red Fish Lake.",national forests; CCC; Civilian Conservation Corps; work; construction; lakes; people,Red Fish Lake;Idaho;United States,,44.11715,-114.93161,NARA College Park; RG 95; GP Series; Box 63,279933,United States Forest Service,NARA0815DC90,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,811,archivalidaho811
"Red River Ranger Station, two buildings and flag pole","Wolff, M.H.",1935,yes,"Red River Ranger Station, two buildings and flag pole",ranger stations; guard stations; log; flags; buildings; cabins; national forests,Nez Perce-Clearwater National Forest;Idaho;United States; Nez Perce-Clearwater National Forest;Idaho;United States,,45.710015,-115.343499,R-1 Engineering Division; Historical Facility Photo File; Missoula; MT,197338,United States Forest Service,R1EngrPics35,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,812,archivalidaho812
"Fishing for salmon with forked spear Elk Creek bridge, Bear Valley",,1940,yes,"Fishing for salmon with a forked spear Elk Creek bridge, Bear Valley in the Salmon-Challis National Forest.",national forests; rivers; creeks; fishing; spears; spear fishing; bridges; people,Salmon-Challis National Forest;Idaho;United States; Boise National Forest;Idaho;United States,,43.877659,-115.8151,,253443,United States Forest Service,IntermtnPics86,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,813,archivalidaho813
Sawtooth Mountains,,1950,yes,"Photo text: 'Sawtooth Mountains, Central Idaho, Galena Summit Highways Elevation 8752 Ft.' This image is part of a USFS series labelled 'American Guide'.",national forests; lakes; mountains; landscapes,Galena Summit;Idaho;United States,,43.87074,-114.71395,,,Work Progress Administration,WPA4,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,814,archivalidaho814
Mouth of Middle Fork of the Salmon River,"Pearson, T.V.",1937,,Photo text: 'June 1937.',national forests; rivers; landscapes,Salmon-Challis National Forest;Idaho;United States,,45.297537,-114.593568,,351208,United States Forest Service,IntermtnPics83,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,815,archivalidaho815
"Sunshine Mining Company, Big Creek",National Guard,1938,,This image is part of a series of aerials taken by the Army Air Corps.,aerials; Idaho; landscapes; industry; natural resources; minerals; mines; mining,Kellogg;Idaho;United States,,47.502331,-116.071223,Army Air Corps - Airscapes Idaho,,Army Air Corps,Army16,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,816,archivalidaho816
Campbell's Ferry Ranch and bridge,,1950,yes,Campbell's Ferry Ranch and bridge,rivers; creeks; ranches; bridges; mountains; settlers; pioneers; claims; national forests,Payette National Forest;Idaho;United States; Salmon-Challis National Forest;Idaho;United States,,45.486123,-115.333052,,,United States Forest Service,Payette15,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,817,archivalidaho817
Coeur D'Alene Lake marina,,1940,yes,"Photo text: 'Looking down on the Coeur d'Alene, Idaho yacht basin... Constructed with WPA labor. In the distance are old railroad docks and those of boat transportation lines, some of which it is hoped will be eliminated in the City's plans to streamline the lake front. Foreground leads out to main protected basin where a thousand-foot boon extends from the mainland, connecting with other breakwaters, and creating enough room...' Note: This image is part of a Work Progress Administration publicity series.",Works Progress Administration; WPA; buildings; towns; cities; lakes; boats,Coeur D'Alene;Idaho;United States,,47.671774,-116.785659,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC164,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,818,archivalidaho818
"Suicide Rock, Monumental Creek","Benedict, M.S.",1937,,Two photographs of Suicide Rock near Monumental Creek in the Salmon-Challis National Forest.,national forests; formations; creeks; points; peaks,Salmon-Challis National Forest;Idaho;United States; Payette National Forest;Idaho;United States,Idaho Primitive Area; Frank Church River of No Return Wilderness,44.991811,-115.158707,,363501,United States Forest Service,IntermtnPics47,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,819,archivalidaho819
Old Lightning Peak Lookout,Hockaday,1957,,Photo text: 'Aug. 1957.',fire lookouts; lookouts; ranger stations; peaks; points; buildings; national forests,Payette National Forest;Idaho;United States,,44.946851,-115.128118,,,United States Forest Service,Payette69,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,820,archivalidaho820
"Twin Falls, Idaho","March Field, California",1934,,This image is part of a series of aerials taken by the Army Air Corps.,aerials; Idaho; landscapes; cities; towns; buildings; rivers,Twin Falls;Idaho;United States,,42.584187,-114.46869,Army Air Corps - Airscapes Idaho,,Army Air Corps,Army72,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,821,archivalidaho821
"Man works on Sand Creek control, WPA Project",,1927,yes,Construction of rip-rap channel to control Sand Creek. Note: This image is part of a Work Progress Administration publicity series.,Works Progress Administration; WPA; construction; erosion; flood control; flooding; rivers; streams; creeks; channel; people,Boise;Idaho;United States,,43.69073,-115.25369,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC142a,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,822,archivalidaho822
Sweeping rapids below Survey Creek,"Prater, L.J.",1964,,"Photo text: 'July 26, 1964.'",national forest; rivers; rapids,Salmon-Challis National Forest;Idaho;United States; Payette National Forest;Idaho;United States,Middle Fork of Salmon River; Middle Fork; rafting; boat; rapids; Salmon River,45.07403,-114.728077,,510197,United States Forest Service,IntermtnPics130,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,823,archivalidaho823
"Pack train and cabin, 1929 fires","Powell, R.S.",1948,yes,This image was located in the retirement book of Adolph Weholt.,national forests; cabins; log; buildings; pack trains; pack strings; horses; livestock; people,Selway-Bitterroot Wilderness;Idaho;United States,,45.985059,-114.485631,Clearwater National Forest Historical Files; June 2011,,United States Forest Service,Weholt1,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,824,archivalidaho824
"Boat at Salmon Falls, upstream",,1960,yes,"Boat at Salmon Falls, upstream",national forests; forest service; patrol; boats; rapids,Salmon-Challis National Forest;Idaho;United States,,45.498558,-114.999106,,,,Sal13Chal117,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,825,archivalidaho825
St. Joe River near Avery,,1935,yes,"A landscape photograph of a river running through the forest near Avery, Idaho.",national forests; rivers; rapids,Avery;Idaho;United States,,47.250088,-115.807551,,,,Clr13WtrNF9,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,826,archivalidaho826
Head of Monumental Creek,,1905,yes,Photo text: 'Practically covered by mining locations.' This is image is part of a report on lands found unsuitable for reserve purposes.,mountains; creeks; mining; mines; surveys; national forests,Payette National Forest;Idaho;United States; Salmon-Challis National Forest;Idaho;United States,,45.019006,-115.246567,,42498,United States Forest Service,OGDEN78,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,827,archivalidaho827
"Men and women of Trail Riders at Alice Lake, Sawtooth Primitive Area",,1937,,This is image is part of a photo album dated in the 1930's.,trail riders; outdoor; groups; clubs; portraits; recreation; group photos; people; mountains; lakes; national forests,Sawtooth National Forest;Idaho;United States,,43.943438,-114.940838,,418618,United States Forest Service,OGDEN37,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,828,archivalidaho828
"Erosion Control, Lapwai Creek","Wing, H.R.",1941,yes,Photo text: 'Nez Perce Reservation. Erosion Control Lapwai Creek Project No. 157. This type of work has prevented much lass of land.' Note: This image is part of a narrative pictoral report to accompany quarterly enrollee program report.,CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; Nez Perce; tribes; enrollees; reservations; erosion; creek,Lapwai Creek;Idaho;United States; Nez Perce Reservation;Idaho;United States,,46.345971,-116.700168,NARA DC; RG 75; E 1004 CCC - Indian Division; Box 4; North Idaho,,,NARA16DC11a,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,829,archivalidaho829
Castle Peak in White Cloud Peaks,"Stevens, A.W.",1925,,Photo caption: 'Looking approximately east. Large peak in right center is Castle Peak in White Cloud Peaks.',mountains; peaks; drainage; rivers; creeks; lakes; ridges; aerial,Castle Peak;Idaho;United States,,44.03963,-114.5859,Army Air Corps - Airscapes Idaho,,Army Air Corps,Army59,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,830,archivalidaho830
Ledbetter and a sturgeon with car,,1936,yes,"Photo text: 'The Leader and Tom Ledbetter displaying a sturgeon, Idaho's big native fish from the Snake River.' This image is part of a report by the United States Department of Agriculture Biological Survey on predation and pests.",agriculture; pesticides; mixing stations; extension; predations; poison; University of Idaho; sturgeon; fish; rivers; people; cars,Aberdeen;Idaho;United States,,42.956818,-112.828407,NARA College Park; RG 22; E 179; Biological Survey Field Report; Box 39,,,2017DC25,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,831,archivalidaho831
"Moose Creek Ranger Station, office and mess hall","Flint, H.R.",1969,yes,"The office and mess hall building at the Moose Creek Ranger Station, Bitterroot National Forest.",ranger stations; guard stations; log; buildings; cabins; national forests,Bitterroot National Forest;Idaho;United States; Bitterroot National Forest;Montana;United States; Selway-Bitterroot Wilderness;Montana;United States,,46.127102,-114.917013,,,United States Forest Service,moosecrkofficeandmesshall,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,832,archivalidaho832
"Truck Trail Construction, Fords Creek","Wing, H.R.",1941,yes,"A man bulldozes for trail construction in winter with some inches of snow on the ground, near Fords Creek now known as Jim Ford Creek. Note: This image is part of a narrative pictoral report to accompany quarterly enrollee program report.",CCC; Civilian Conservation Corps; Indian; division; tribes; reservations; Nez Perce; tribes; enrollees; reservations; machinery; trail; trail work,Jim Ford Creek;Idaho;United States; Nez Perce Reservation;Idaho;United States,,46.43041,-116.114403,NARA DC; RG 75; E 1004 CCC - Indian Division; Box 4; North Idaho,,,NARA16DC12b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,833,archivalidaho833
Aerial survey of Sandpoint Airport site,"Wright, D.",1935,yes,"Aerial image and survey of Sandpoint Airport site in Sandpoint, Idaho. The current airport is still on this site.",airport; air strip; landing field; runway; city; aerial; survey,Sandpoint;Idaho;United States,,48.299518,-116.559604,,,United States Geological Survey,NARA10StlPht11,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,834,archivalidaho834
Riggins Hot Springs and bridge,,1935,yes,Photo text: 'Nov. 1932.',bridges; rivers; roads; canyons; hot springs; buildings fences; national forests,Payette National Forest;Idaho;United States,,45.41829,-116.172648,,,United States Forest Service,Payette92,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,835,archivalidaho835
James Ranch on Salmon River,"Hockaday, J.M.",1965,,Photo text: 'May 1965.',settlers; pioneers; homesteaders; homesteads; ranches; buildings; cabins; rivers; claims; national forests,Payette National Forest;Idaho;United States; Salmon-Challis National Forest;Idaho;United States,,45.40418267,-115.6219894,,,United States Forest Service,Payette42,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,836,archivalidaho836
Homestead near Rupert,W.J.L.,1909,,Note: This image is part of records for Bureau of Reclamation projects.,Bureau of Reclamation; ranches; buildings; fields; homesteads; people,Rupert;Idaho;United States,,42.623724,-113.660302,NARA College Park; Still Photo Branch; RG 115 JO-Minidoka Project; Box 90,,,NARA16DC205,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,837,archivalidaho837
House and car at Powell Ranger Station,"Swan, K.D.",1932,,Photo text: 'Dwelling at Powell Ranger Station.',ranger stations; guard stations; log; buildings; cabins; car; national forests; wilderness,Nez Perce-Clearwater National Forest;Idaho;United States,,46.509888,-114.71122,R-1 Engineering Division; Historical Facility Photo File; Missoula; MT,272232,United States Forest Service,R1EngrPics17,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,838,archivalidaho838
Men work on Sand Creek channel,,1927,yes,Construction of Sand Creek channel. Note: This image is part of a Work Progress Administration publicity series.,Works Progress Administration; WPA; construction; erosion; flood control; flooding; rivers; streams; creeks; channel; people,Boise;Idaho;United States,,43.69073,-115.25369,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC142b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,839,archivalidaho839
"Pack train leaving Chamberlain with materials for lookouts, loaded horses",,1936,,"Pack train leaving Chamberlain with materials for lookouts, loaded horses",forest service; people; ranger stations; pack string; pack train; pack horses; mules; horses; look outs; buildings; national forests,Payette National Forest;Idaho;United States; Frank Church River of No Return Wilderness; Idaho National Forest;Idaho;United States,,45.471056,-115.044909,,349015,United States Forest Service,Payette9,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,840,archivalidaho840
Bringing logs to mill at Elk Summit Ranger Station,,1929,,Logs are brought to a water powered saw mill at the Elk Summit Ranger Station in the Clearwater National Forest.,national forests; sawmills; machinery; logging; ranger stations; stations; log slide; snow; rivers,Nez Perce-Clearwater National Forest;Idaho;United States,,46.326808,-114.647626,,,United States Forest Service,ClrwtrNF28,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,841,archivalidaho841
Mountain ridgeline,"Merriam, C.H.",1890,yes,This is image is part of records by Fish and Wild Life Services.,national forests; mountains; ridges; landscapes,Challis;Idaho;United States,,44.588876,-114.192927,NARA College Park; RG 22 Fish and Wildlife Services; Biological Survey Photos; WB; Box 11,639,United States Fish and Wildlife Service,NARA0815DC43,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,842,archivalidaho842
Pack train in meadow near head of Johnson Creek,,1905,yes,This is image is part of a report on lands found unsuitable for reserve purposes.,mountains; peaks; canyons; meadows; creeks; pack trains; pack strings; riders; people; surveys; national forests,Valley County;Idaho;United States,,44.555675,-115.552498,,42477,United States Forest Service,OGDEN48,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,843,archivalidaho843
Old Man's Basin and surrounding Mountains,"Gaskill, A.",1903,,A photograph of Old Man's Basin and the surrounding mountains.,national forests; mountains; peaks; ridges; landscapes,Old Man Meadows;Idaho;United States,,46.23047,-115.22262,NARA College Park; RG 95; GP Series; Box 158,48558,United States Forest Service,NARA0815DC127,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,844,archivalidaho844
"Moscow sewer construction, WPA Project",,1937,yes,Note: This image is part of a Work Progress Administration publicity series.,Works Progress Administration; WPA; towns; cities; sewer; sanitation; construction; buildings,Moscow;Idaho;United States,,46.725463,-117.001915,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC184b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,845,archivalidaho845
Car on Hoodoo Airstrip in Hoodoo Meadows,,1952,,Car on Hoodoo Airstrip in Hoodoo Meadows,national forests; air fields; air strips; landing fields; landing strips; cars; vehicles,Salmon-Challis National Forest;Idaho;United States,,45.055234,-114.56029,,,,Sal13Chal102,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,846,archivalidaho846
Riders on Big Creek Trail in Idaho Primitive Area,"Adams, A.J.",1966,,"Photo text: 'Copy of image used in 1967 Forest Progress Report. Aug, 12, 1966.'",rivers; roads; canyons; trails; horses; pack trains; people; road work; national forests,Payette National Forest;Idaho;United States,,45.152886,-115.30375,,,United States Forest Service,Payette97,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,847,archivalidaho847
Polly Bemis' Ranch on Salmon River,,1930,yes,Polly Bemis' Ranch on Salmon River,national forests; ranches; buildings; rivers,Salmon-Challis National Forest;Idaho;United States,,45.433287,-115.668582,,,,Sal13Chal119b,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,848,archivalidaho848
Lick Creek Canyon,"Benedict, R.E.",1904,,"This is image is part of a report on the proposed Payette Forest Reserve by R.E. Benedict, 1904.",national forests; mountains; surveys; rivers; forests; burns; fires,Payette National Forest;Idaho;United States,,45.06929,-115.80767,R-4 History Files Idaho NF Boundans Box 87,42?36,United States Forest Service,OGDEN145,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,849,archivalidaho849
"Buffalo Hump Syndicate's saw mill, Lake Creek",,1905,,The Buffalo Hump Syndicate's saw mill near Lake Creek.,mountains; forests; logging; industry; natural resources; saw mills; lumber; national forests,Buffalo Hump;Idaho;United States,,45.620636,-115.70002,NARA DC; RG 49; E 918P; Reports; photos; and maps removed from Forest Files (E 912) Box 4 Buffalo Hump Album 1905,,,NARA16DC260,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,850,archivalidaho850
"Dusting for Mormon Crickets, line of men across field",,1927,yes,Men discuss Mormon Cricket control and insecticides. Note: This image is part of a Work Progress Administration publicity series.,Works Progress Administration; WPA; people; insecticide; pesticide; agriculture; fields; crickets; spraying; dusting,Ada County;Idaho;United States,,43.45112,-116.24109,NARA College Park; Still Photo Branch; RG 69 WPA; Series NS Publicity,,,NARA16DC147a,black and white print,image/jpeg,image;stillimage,Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information; please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.,https://creativecommons.org/publicdomain/mark/1.0/,eng,851,archivalidaho851
