title,date,date is approximate?,description,location,latitude,longitude,subject,source,identifier,donor,collection,format original,type,format,language,rights,rightsstatement,cdm_url,collectionid,cdmid,objectid
Seated Crowd at Bovill's Statehood Day,1990,,Bovill residents attend the Statehood Day celebration.,Bovill,46.859604,-116.393459,celebrations; audiences,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-08-2016,Becky Kellom,Latah County Historical Society Photograph Collection,color photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/19,lchsphotos,19,cities1102
Bovill Residents during Statehood Day,1990,,Bovill residents attend Bovill's Statehood Day celebration.,Bovill,46.859604,-116.393459,celebrations,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-08-2014,Becky Kellom,Latah County Historical Society Photograph Collection,color photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/20,lchsphotos,20,cities1103
May Queen and Court,1933,,May Queen and court of Bovill Grade School.,Bovill,46.859604,-116.393459,children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-08-2017,Museum of North Idaho,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/21,lchsphotos,21,cities1104
Women's Basketball Team,1904,,"The 1904 women's basketball team. From (l to r) Clara Stockwell, Aliter Adair, Nellie Woods, Mabel Smith, Mattie Stockwell, Florence Smith, Dorothy Bovill, Edna Woods (child in front).",Bovill,46.859604,-116.393459,women; teams,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-09-2001,,Latah County Historical Society Photograph Collection,postcards,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/22,lchsphotos,22,cities1105
Water Tank,1918,y,Railroad tracks with water tank and warehouse in the distance.,Bovill,46.859604,-116.393459,railroads; water tanks,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-01-2010,,Latah County Historical Society Photograph Collection,"scrapbooks, black and white negatives",Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/23,lchsphotos,23,cities1106
Between Bovill & Hog Meadow,1917,,"Bovill residents stand near a car on the side of the road between Bovill and Hog Meadow. From (l to r) Okia Hall, unknown, Mrs. R. C. Witty, Mrs. Hall, Lee Witty.",Bovill,46.859604,-116.393459,automobiles; roads,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-09-2002,,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/24,lchsphotos,24,cities1107
Homestead Receipt,1906,,A receipt for the purchase of a homestead.,Bovill,46.859604,-116.393459,receipts,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-09-2003,,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/25,lchsphotos,25,cities1108
Drummers,1917,y,"Mr. and Mrs. Bovill, Gwen, and Dorothy pose for a picture with some drummers (traveling salesmen).",Bovill,46.859604,-116.393459,men; women,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-09-2004,,Latah County Historical Society Photograph Collection,color photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/26,lchsphotos,26,cities1109
CCC Camp 141,1930,y,"The Civilian Conservation Corp CO.245, CAMP F141, with trees in the distant.",Bovill,46.859604,-116.393459,camps; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-09-2005,Mike Fritz,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/27,lchsphotos,27,cities1110
CCC Camp 141 Surrounded by Stumps,1930,y,"The Civilian Conservation Corp CO.245, CAMP F141, surrounded by tree stumps.",Bovill,46.859604,-116.393459,camps; trees,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-09-2006,Dawn Martin,Latah County Historical Society Photograph Collection,postcards,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/28,lchsphotos,28,cities1111
Flooding,1930,y,The Pest House view of flooding.,Bovill,46.859604,-116.393459,houses; floods,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-09-2007,,Latah County Historical Society Photograph Collection,postcards,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/29,lchsphotos,29,cities1112
Flood Season,1990,y,"View of flooding during flood season, with mountains in the distant.",Bovill,46.859604,-116.393459,floods,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-09-2008,,Latah County Historical Society Photograph Collection,postcards,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/30,lchsphotos,30,cities1113
Crowd watching Relocating Elk,1930,y,"A crowd of people watch as elk that were relocated from Yellowstone Park are unloaded at the train station in Bovill, ID.",Bovill,46.859604,-116.393459,elk; railroad stations,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-09-2009,,Latah County Historical Society Photograph Collection,postcards,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/31,lchsphotos,31,cities1114
Relocated elk,1930,y,"Elk that were relocated from Yellowstone Park are gathered  in a pen in Bovill, ID.",Bovill,46.859604,-116.393459,elk,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-09-2010,,Latah County Historical Society Photograph Collection,postcards,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/32,lchsphotos,32,cities1115
Bovill Women,1920,y,"Ten women pose for a picture on the porch of a house with a couple of children. back row (l to r)- Mrs. Conners, Mrs. Gunderman, Mrs. Albrech, Mrs. O. I. Rue middle row: Mrs. Connely, Mrs. Denevan, ?, child ?, Mrs. Ault front row: Mrs. Tony Peterson, Mrs. Gertrude L. Witty, Mrs. Harless Donor: Lorraine Witty Best",Bovill,46.859604,-116.393459,women,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2001,Loraine Witty,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/33,lchsphotos,33,cities1116
Main Barn,1918,y,Lift fork moving hay into Bovill's main barn.,Bovill,46.860063,-116.395995,barns; hay,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-01-2011,,Latah County Historical Society Photograph Collection,scrapbooks,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/34,lchsphotos,34,cities1117
Ladies Club,1923,,"The Bovill Ladies Club at the Macabee Convention at Coeur d'Alene, ID. Front, l to r: Mabel White, Maud Frick, June Clark Hanson, Anna Hays, Laura Chilton, Esther Chilton, Louise Hale, Lizette Miller Munsch, Nellie Smith, Kate Wallen Back row, l to r: Maud Greenwood, Orpha Chrystal, May Denevon, ?, Wingarde, Lori Boll, Edith Bailey, Mae Tarbox, Emma Galloway",Bovill,46.859604,-116.393459,women; clubs,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2002,Judy Kilmer for Naomi Parker,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/35,lchsphotos,35,cities1118
The 1928 Bovill High School Basketball Team,1928,,"The Bovill High School basketball team.  (left to right) back row: Junior Crystal, Earl Alden, Tomie Groh, Mu Click (coach) Kenneth Bolls front row: Lee Witty, Glen Tarbox, Robert Waldron, Muriel Hays The team lost only 1 game all season.",Bovill,46.859604,-116.393459,basketball players; teams,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2003,Jeanette Talbot,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/36,lchsphotos,36,cities1119
Bovill High School Football Team,1936,y,The Bovill High School football team.,Bovill,46.859604,-116.393459,students; teams,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2004,Museum of North Idaho,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/37,lchsphotos,37,cities1120
Football Team,1936,,The Bovill High School football team.,Bovill,46.859604,-116.393459,students; teams,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2005,Museum of North Idaho,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/38,lchsphotos,38,cities1121
The 1948 Bovill High School Basketball Team,1948,,Bovill High School basketball team.,Bovill,46.859604,-116.393459,basketball players; teams,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2007,,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/39,lchsphotos,39,cities1122
Bovill Students,1946,,Bovill's grade school students standing outside the school. The teacher was Phyllis Cox Nelson.,Bovill,46.859604,-116.393459,students; teachers,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2006,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/40,lchsphotos,40,cities1123
1947 class of Bovill Grade School Students Standing Outside,1947,,Bovill's grade school students standing outside the school.,Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2008,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/41,lchsphotos,41,cities1124
1933 Class of Bovill 3rd and 4th Grade Students,1933,,Bovill's third and fourth grades students.,Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2009,Dawn Nelson,Latah County Historical Society Photograph Collection,color photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/42,lchsphotos,42,cities1125
"1946 Class of Bovill 6th, 7th, and 8th Grade Students",1946,,"Bovill's sixth, seventh, and eighth grade students.",Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2010,Phyllis Cox Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/43,lchsphotos,43,cities1126
1957 class of Bovill Grade School Students Standing Outside,1957,,Bovill's grade school students standing outside the school.,Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2011,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/44,lchsphotos,44,cities1127
Men Move Hay at the Bovill Ranch,1918,y,Two men moving hay at the Bovill ranch.,Bovill,46.860063,-116.395995,men; hay; ranches,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-01-2012,,Latah County Historical Society Photograph Collection,scrapbooks,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/45,lchsphotos,45,cities1128
"1949 Class of Bovill 6th, 7th, and 8th Grade Students",1949,,"Bovill's sixth, seventh, and eighth grade students.",Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2013,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/46,lchsphotos,46,cities1129
Bovill Grade School Students Standing Outside the School,1957,,Bovill's grade school students standing outside the school.,Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2014,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/47,lchsphotos,47,cities1130
"1947 Class of Bovill 6th, 7th, and 8th Grade Students",1947,,"Bovill's sixth, seventh, and eighth grade students.",Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2015,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/48,lchsphotos,48,cities1131
"Bovill Students from 6th, 7th, and 8th Grade",1948,,"Bovill's sixth, seventh, and eighth grade students. First row (l to r): Gary O'Keefe, Clifford Harp, Russell Barnes, Leonard Hunderhich. Second row (l to r): Wilma Vigue, Helen Johnson, Mahine Dawson, Rebecca Brady, Jeanne Smith, Marion Eller. Third row (l to r): Billy Musch, Manley Waldon, Alvie Estes, Don Vigue, Ronnie Black, Dannah Steel, Dallace Kellom. Fourth row (l to r): Rose Estes, Loiuse Ingnam, Frances Crane, Clara Court, Darlene White, Loett Nelson, Klea Crane, Marilyn Hays, Miss. Cox.",Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2016,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/49,lchsphotos,49,cities1132
1936 Class of Bovill 5th and 6th Grade Students,1936,,Bovill's fifth and sixth grade students.,Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2012,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/50,lchsphotos,50,cities1133
"1959 Class of Bovill 6th, 7th, and 8th Grade Students",1959,,"Bovill's sixth, seventh, and eighth grade students.",Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2017,Linda Nelson,Latah County Historical Society Photograph Collection,color photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/51,lchsphotos,51,cities1134
Bovill Graduation [01],1947,,"Students pose for a picture on a platform during graduation. Second from left is Loette Nelson, youngest sister of Dawn (Don) Nelson.",Bovill,46.859604,-116.393459,students; graduation,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-019a,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/52,lchsphotos,52,cities1135
Bovill Graduation [02],1947,,"Students sit on a platform during graduation. Second from left is Loette Nelson, youngest sister of Dawn (Don) Nelson.",Bovill,46.859604,-116.393459,students; graduation,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-019b,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/53,lchsphotos,53,cities1136
1958 class of Bovill Grade School Students,1958,,"Bovill's grade school students, grades 1-8.",Bovill,46.859604,-116.393459,students; children,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-2018,Linda Nelson,Latah County Historical Society Photograph Collection,color photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/54,lchsphotos,54,cities1137
Bovill Teacher Phyllis Cox Nelson,1959,,"Bovill teacher, Phyllis Cox Nelson, poses for a picture in front of cupboards with a notebook in hand.",Bovill,46.859604,-116.393459,teachers,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-020a,Linda Nelson,Latah County Historical Society Photograph Collection,color photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/55,lchsphotos,55,cities1138
City of Bovill,1918,y,A truck drives on the street in Bovill's residential area.,Bovill,46.859604,-116.393459,houses; trees; streets,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-01-2013,The Idahonian,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available for digital preservation by the Latah County Historical Society. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/56,lchsphotos,56,cities1139
Bovill Teacher Phyllis Cox Nelson smiling,1959,y,"Bovill teacher, Phyllis Cox Nelson smiles for a picture.",Bovill,46.859604,-116.393459,teachers,"Latah County Historical Society, Moscow, ID, http://www.latahcountyhistoricalsociety.org/",02-11-020b,Linda Nelson,Latah County Historical Society Photograph Collection,black and white photographs,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by Latah County Historical Society. For other uses beyond Fair Use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/lchsphotos/id/57,lchsphotos,57,cities1140
