objectid,identifier,title,description,creator,staff,relation,date,date is approximate,subject,location,latitude,longitude,source,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,cdm_url,cdmid,contentdm file name,contentdm file path
womenscenter400,ug71_b11_f384-023,Fun Run [65],People making their way towards the finish line.,,,ug71_b11_f382-030d.jpg,1999,yes,running (physical activity); walking; cars (automobiles),"Campus Walkway, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/399,399,59.jp2,/womenscenter/image/59.jp2
womenscenter401,ug71_b11_f384-009,Susan Palmer at an event in the Administration Auditorium,"Susan Palmer, audience and cameraperson at an event in the Administration Auditorium. Susan Palmer stands in the distance by the stage.",,,,1999,yes,audiences; camera equipment; stage floors,"Administration Auditorium, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/400,400,365.jp2,/womenscenter/image/365.jp2
womenscenter402,ug71_b11_f382-002,Three children on a basketball court [01],"Three children on a basketball court. They are wearing shirts that read, ""Idaho Basketball."" Two of the children clasp hands creating a pyramidal formation while the other child stands between them.",,,,1997,yes,children (people by age group); basketball (court ball games); courts (recreation spaces),,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/401,401,36.jp2,/womenscenter/image/36.jp2
womenscenter403,ug71_f364-1985sep,Women's Center September 1985 Programs,"The September 1985 issue of the Women's Center Newsletter, titled ""Women's Center September 1985 Programs.""",Women's Center,"McMahan, Kerrin",,1985-09,,engineers; investing (function); dreams,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/402,402,50.pdf,/womenscenter/image/50.pdf
womenscenter404,ug71_f366-1992oct,Women's Center October Programs 1992,"The October 1992 issue of the Women's Center Newsletter, titled ""Women's Center October Programs 1992.""",Women's Center,"Thomas, Betsy; McCall, Elizabeth; Snow, Gwen; Bachman, Lani; Hall, Michelle; Letson, Chris; Shawish, Marianne; Turner, Heidi",,1992-10,,budgets; law (discipline); graphic novels,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/403,403,9.pdf,/womenscenter/image/9.pdf
womenscenter405,ug71_f365-1988novdec,Women's Center November/December Programs 1988,"The November/December issue of the Women's Center Newsletter, titled ""Women's Center November/December Programs 1988.""",Women's Center,"Thomas, Betsy; Erickson, Sherry; Ruby, Kathy; Davies, Heidi; Kornkven, Anne; Larson, Marigay; Pike, Joan; Soliz, Betty",,1988-11,,ranches (agricultural complexes); healing; deaths,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright �� Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/404,404,364.pdf,/womenscenter/image/364.pdf
womenscenter406,ug71_f369-2001marmay,"Women's Center Vol. 29, No. 4 March/April/May 2001","The March/April/May 2001 issue of the Women's Center Newsletter, titled ""Women's Center Vol. 29, No. 4 March/April/May 2001.""",Women's Center,"Harvey, Jeannie; Anderson, Jill; Russo, Valerie; Lazzarini, Don; Wittinger, Chaucey; Klein, Virginia; Bailey, Marie; Nelson, Cameo; Sly, Emily",,2001-03,,photographs; drugs; weight training,"Pine and University Avenue, Moscow, ID",46.726975,-117.010944,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/405,405,155.pdf,/womenscenter/image/155.pdf
womenscenter407,ug71_f368-1998novdec,"Women's Center Vol. 27, No. 3 November-December 1998","The November-December 1998 issue of the Women's Center Newsletter, titled ""Women's Center Vol. 27, No. 3 November-December 1998.""",Women's Center,"Anderson, Jill; Lu S. Freano, Mary; Russo, Valerie; Lazzarini, Don; Gutzman, Lisa; Ivey, Jodi; Ryan, Christina",,1998-11,,health; powwows; finances,"East of Commons Construction, Moscow, ID",46.727411,-117.011823,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/406,406,316.pdf,/womenscenter/image/316.pdf
womenscenter408,ug71_b11_f381-011b,People gathered in a dimly lit room,A dimly lit photo with people in it. A woman in a white sweater stands in front of a red table that has what appears to be fliers. Other people can be seen sitting at tables in the background.,,,,,,events (activities); anonymous people; pamphlets,,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/407,407,486.jp2,/womenscenter/image/486.jp2
womenscenter409,ug71_b11_f381-018d,Three people near a booth,Three people stand near a booth inside a building. There are what looks like pieces of fabric displayed on the table.,,,,,,crafts (arts genre); tables (support furniture); bicycles,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/408,408,209.jp2,/womenscenter/image/209.jp2
womenscenter410,ug71_b11_f381-004b,Two flocks of birds near telephone pole,"Two flocks of birds in bare, golden trees near a telephone pole.",,,,,,birds (animals); trees (woody plants); wires,,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/409,409,438.jp2,/womenscenter/image/438.jp2
womenscenter411,ug71_b11_f382-036d,Fun Run [46],A group of people line up to receive race numbers.,,,,1997,yes,waiting; races (events); anonymous people,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/410,410,39.jp2,/womenscenter/image/39.jp2
womenscenter413,ug71_b11_f384-015,Construction of the Idaho Student Union Building [03],Construction of the Idaho Student Union Building (or the Idaho Commons).,,,ug71_b11_f381-013b.jpg,1999,yes,construction sites; campuses; academic buildings,"Idaho Commons, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/412,412,158.jp2,/womenscenter/image/158.jp2
womenscenter414,ug71_b11_f379-026,Several people sitting at a table,Several people sitting at a table. One appears to be reading something.,,,,1989,,paper (fiber product); women; tables (support furniture),"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph removed from foamcore,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/413,413,105.jp2,/womenscenter/image/105.jp2
womenscenter415,ug71_b11_f379-025,Betsy Thomas and Sarah Weddington,Betsy Thomas (left) and Sarah Weddington (right) standing next to each other.,,,,1992-11-19,,women; folders (containers); paper (fiber product),University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph removed from foamcore,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/414,414,270.jp2,/womenscenter/image/270.jp2
womenscenter416,ug71_b11_f382-034c,Fun Run [38],Fun Run begins and people lined up begin running.,,,,1997,yes,walking; running (physical activity); races (events),University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/415,415,318.jp2,/womenscenter/image/318.jp2
womenscenter417,ug71_b11_f383-010,"Zinser Inauguration, April 6, 1990 [10]",Scene during Elisabeth Zinser's inauguration. Zinser was the first female president of the University of Idaho. Everyone on stage and in the audience stand.,,,,1990,yes,academic ceremonies; academic gown; audiences,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/416,416,367.jp2,/womenscenter/image/367.jp2
womenscenter418,ug71_f364-1972nov,"News From The Women's Center November 10, 1972","The November 10, 1972 issue of the Women's Center newsletter, titled ""News From The Women's Center.""",Women's Center,,,1972-11-10,,civic groups; volunteers; mothers,"Administration Building, University of Idaho, Moscow ID",46.725458,-117.010767,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/417,417,215.pdf,/womenscenter/image/215.pdf
womenscenter419,ug71_b11_f384-006,Susan Palmer,Susan Palmer standing outside the Tutoring and Academic Assistance Center and the Women's Center.,,,,1999,yes,women; smiling; buildings,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/418,418,182.jp2,/womenscenter/image/182.jp2
womenscenter421,ug71_f365-1990april,Women's Center April Programs 1990,"The April 1990 issue of the Women's Center Newsletter, titled ""Women's Center April Programs 1990.""",Women's Center,"Thomas, Betsy; West, Jan; Woods, Nina; Davies, Heidi; Travis, Carolyn; Moser, Juli; Tucker, Wendy; Ward, Michelle; Triem, Susan",,1990-04,,gender issues; crime (social issue); motherhood,"Idaho and Line streets, Moscow ID",46.72785,-117.011932,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/420,420,363.pdf,/womenscenter/image/363.pdf
womenscenter422,ug71_b11_f381-025a,People pose for a photograph,"A dimly lit photograph of people posing. Two men can be partially seen on the right, one of which is wearing all white and has a flower pinned to their shirt.",,,,,,anonymous people; suits (main garments); boutonnieres,,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/421,421,96.jp2,/womenscenter/image/96.jp2
womenscenter423,ug71_b11_f381-051,Recreation of Judy Chicago's The Dinner Party [12],"Photo from a recreation of Judy Chicago's The Dinner Party, held in St. Augie's. A blurry photograph of people sitting behind a candlelit table.",,,,1978,yes,candles; light (color attribute); yellow colors,,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/422,422,89.jp2,/womenscenter/image/89.jp2
womenscenter424,ug71_f368-1999janfeb,"Women's Center Vol. 27, No. 4 January-February 1999","The January-February 1999 issue of the Women's Center Newsletter, titled ""Women's Center Vol. 27, No. 4 January-February 1999.""",Women's Center,"Anderson, Jill; Lu S. Freano, Mary; Russo, Valerie; Lazzarini, Don; Ivey, Jodi",,1999-01,,behavior and mental disorders; writers (authors); health,"East of Commons Construction, Moscow, ID",46.727411,-117.011823,UG71 Women's Center Records 1970-2013 Box 11,text,newsletter,application/pdf,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/423,423,239.pdf,/womenscenter/image/239.pdf
womenscenter425,ug71_b11_f382-036a,Fun Run [43],A group of people waiting for the Fun Run to begin.,,,,1997,yes,waiting; races (events); anonymous people,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/424,424,4.jp2,/womenscenter/image/4.jp2
womenscenter426,ug71_b11_f381-033d,"Women's Center 25th Anniversary, circa 1997 [02]","A photo of a banner that reads ""Happy Anniversary!"" and some balloons. The banner is hung from a wooden ledge on a wall with open windows.",,,,,,balloons (toys); decorations (ornamental works); anniversaries,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/425,425,58.jp2,/womenscenter/image/58.jp2
womenscenter427,ug71_b11_f381-033b,Person reading [03],A person reading something while sitting on a couch in the Women's Center.,,,,,,couches (reclining furniture); books; backpacks,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/426,426,106.jp2,/womenscenter/image/106.jp2
womenscenter428,ug71_b11_f383-017,"Zinser Inauguration, April 6, 1990 [17]",Scene during Elisabeth Zinser's inauguration. Zinser was the first female president of the University of Idaho. People in regalia walking away from the audience.,,,,1990,yes,academic ceremonies; academic gown; audiences,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/427,427,298.jp2,/womenscenter/image/298.jp2
womenscenter429,ug71_b11_f381-003c,Equal Rights Amendment signs,"Three signs reading ""Equal Rights Amendment: equality of rights under the law shall not be denied or abridged by the United States or by any state on account of sex.""",,,,,,amendments (administrative records); equality (philosophical concept); sex discrimination,,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/428,428,83.jp2,/womenscenter/image/83.jp2
womenscenter430,ug71_b11_f383-020,"Zinser Inauguration, April 6, 1990 [20]",Scene during Elisabeth Zinser's inauguration. Zinser was the first female president of the University of Idaho. People in regalia walking away from the audience.,,,,1990,yes,academic ceremonies; academic gown; audiences,University of Idaho,46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/429,429,175.jp2,/womenscenter/image/175.jp2
womenscenter431,ug71_b11_f381-003e,Woman holding a baby,A woman holding a baby in her arms. She appears to be seated and wears a silver watch.,,,,,,headscarves; babies; women,,,,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/430,430,335.jp2,/womenscenter/image/335.jp2
womenscenter432,ug71_b11_f382-008,"Women's Center 25th Anniversary, circa 1997 [15]",A woman standing next to a 25th anniversary balloon and a basket of flowers.,,,,1997,yes,balloons (toys); women; anniversaries,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/431,431,407.jp2,/womenscenter/image/407.jp2
womenscenter433,ug71_b11_f381-014b,Valerie Russo and Mary Lu Schweitzer,Valerie Russo and an Mary Lu Schweitzer pose for the camera and wear purple ribbons pinned to their shirts.,,,,,,ribbons (materials); women; auditoriums,"Administration Auditorium, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/432,432,243.jp2,/womenscenter/image/243.jp2
womenscenter434,ug71_b11_f381-013a,Mary Lu Schweitzer,"Mary Lu Schweitzer making a face at the camera inside the Women's Center. Her arms are outstretched towards the camera, as if taking a selfie.",,,,,,women; sweaters; inside,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,negative,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/433,433,41.jp2,/womenscenter/image/41.jp2
womenscenter435,ug71_b11_f380-011,Hope Hadly and two women gathered in the Women's Center,Hope Hadly smiles at the camera while two women stand and sit in the background inside the Women's Center. Hope Hadly is sitting on a custom chair made by Trynn Spiesman. The woman on the right in a grey sweater is sitting on a bench carved by Jeanne Wood with an image of Wonder Woman.,,,,1970,yes,women; chairs (furniture); posters,"Women's Center, University of Idaho",46.72662172,-117.0139368,UG71 Women's Center Records 1970-2013 Box 11,image; stillimage,photograph removed from foamcore,image/jpeg,UG71 Women's Center Records 1970-2013,University of Idaho Library Special Collections,eng,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/womenscenter/id/434,434,359.jp2,/womenscenter/image/359.jp2
