title,description,creator,date,date is approximate?,subject,subject (lcsh),location,location (lcsh),latitude,longitude,digital collection,publisher digital,source,identifier,rights,rightsstatement,ordering information,format original,type,format,language,digitization specifications,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid
Riverboat Annie Faxon,Sternwheeler Annie Faxon after the explosion and death of eight people. [Additional text on page.],,1893,yes,boats,Boating accidents--Washington (State); Snake River (Wyo.-Wash.),Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.428124,-117.058983,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-041e,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1710,1710,1711.jp2,/ott/image/1711.jp2,ott1710
Riverboat Jean [04],"Riverboat Jean of Portland renamed Jean of Lewiston in the Snake River south of Lewiston. Picture by Clifford M. Ott, September 11, 1984.","Ott, Clifford M.",1984-11-09,,boats,Paddle steamers--Idaho--Lewiston; Snake River (Wyo.-Wash.),Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.404218,-117.036495,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-041a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1711,1711,1712.jp2,/ott/image/1712.jp2,ott1711
"Riverboat ""Jean"" at Portland","Riverboat ""Jean"" of Portland in the 1920s at Portland.",,1920,yes,boats,Paddle steamers--Oregon--Portland; Rivers--Oregon--Portland,Oregon;Multnomah County;Portland,United States--Oregon--Multnomah County--Portland,46.428124,-117.058983,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-043,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1712,1712,1713.jp2,/ott/image/1713.jp2,ott1712
"Riverboat Jean at Portland, circa 1920",Riverboat Jean of Lewiston in the 1920s at Portland.,,1920,yes,boats,Paddle steamers--Oregon--Portland; Rivers--Oregon--Portland,Oregon;Multnomah County;Portland,United States--Oregon--Multnomah County--Portland,45.526194,-122.668204,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-042,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1713,1713,1714.jp2,/ott/image/1714.jp2,ott1713
"Old Lewiston highway, looking south",Looking south at U-turn near the bottom of the old Lewiston Highway grade. Picture about 1919 or 1920.,,1920,yes,cars; roads,Automobiles--Idaho--Nez Perce County; Roads--Idaho--Nez Perce County,Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.453439,-117.009201,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-044,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1714,1714,1715.jp2,/ott/image/1715.jp2,ott1714
"Lewiston highway, at horseshoe turn",Looking west at horseshoe turn near the top of the old Lewiston Highway grade. Later an iris bed was planted in the area east of the building and cared for  many years. Picture 1919-20.,,1920,yes,roads,Roads--Idaho--Nez Perce County,Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.461362,-117.015038,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-045,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1715,1715,1716.jp2,/ott/image/1716.jp2,ott1715
"Lewiston Highway, showing Cottonwood Curve","[Wording on photo]: No. 17 Cottonwood Curve, Lewiston Highway Idaho.",,1920,yes,cars; roads,Automobiles--Idaho--Nez Perce County; Roads--Idaho--Nez Perce County,Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.460964,-117.00551,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-045a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1716,1716,1717.jp2,/ott/image/1717.jp2,ott1716
"Highway, showing summit of Lewiston Grade","[Wording on photo]: No. 60 Summit of Grade, Lewiston Highway Idaho.",,1920,yes,cars; roads,Automobiles--Idaho--Nez Perce County; Roads--Idaho--Nez Perce County,Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.460786,-117.011347,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-045b,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1717,1717,1718.jp2,/ott/image/1718.jp2,ott1717
Lewiston hill highway,"Lewiston Hill Highway from M.A.T. Plane, #2 Hodgins Air Photo Moscow Idaho. Additional caption: Hodgins Drug Store negative, Charles Dimond photographer May 2, 1936.","Dimond, Charles",1936-05-02,,bird's-eye views; roads,Nez Perce County (Idaho)--Aerial views; Roads--Idaho--Nez Perce County,Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.449374,-117.000189,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-045c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1718,1718,1719.jp2,/ott/image/1719.jp2,ott1718
Newspaper photo of old Lewiston hill highway,[Photo of newspaper photo]. Old Lewiston Hill highway and new Lewiston Hill highway.,,1977-10-24,,bird's-eye views; clippings; roads,Newspapers--Idaho--Moscow; Nez Perce County (Idaho)--Aerial views; Roads--Idaho--Nez Perce County,Latah County,United States--Idaho--Latah County,46.440917,-116.995296,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-046,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1719,1719,1720.jp2,/ott/image/1720.jp2,ott1719
Dam [02],Looking south at the dam across the Clearwater River north of the Potlatch Lumber Company mill. Picture about 1970 by Clifford M. Ott.,,1970,yes,dams; rivers,Clearwater River (Idaho); Dams--Idaho--Lewiston,Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.433582,-116.965599,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-047,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1720,1720,1721.jp2,/ott/image/1721.jp2,ott1720
Dam [01],Showing the fish ladder at the north end of the dam across the Clearwater River. Dam has been removed for backwater from the Lower Granite Dam.,,1970,yes,dams; rivers,Clearwater River (Idaho); Dams--Idaho--Lewiston; Fishways--Idaho--Lewiston,Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.43305,-116.964569,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-048,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1721,1721,1722.jp2,/ott/image/1722.jp2,ott1721
Looking at Lewiston from top of grade,"Looking south at Lewiston from the top of the grade, December 20, 1974.",,1974-12-20,,bird's-eye views; cities; rivers; roads,Clearwater River (Idaho); Lewiston (Idaho)--Aerial views; Roads--Idaho--Lewiston,Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.462383,-116.963367,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-050,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1722,1722,1723.jp2,/ott/image/1723.jp2,ott1722
Lewiston - Clarkston at junction of Snake and Clearwater rivers,"Looking southwest from top of grade showing the junction of the Snake and Clearwater rivers. Part of Clarkston at right. December 20, 1974.",,1974-12-20,,bird's-eye views; cities; rivers; roads,Clarkston (Wash.)--Aerial views; Clearwater River (Idaho); Lewiston (Idaho)--Aerial views; Roads--Idaho--Lewiston; Snake River (Wyo.-Wash.),Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.462915,-117.004309,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-051,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1723,1723,1724.jp2,/ott/image/1724.jp2,ott1723
Looking at Lewiston from the viewpoint at top of old Lewiston Grade,"Looking southeast from the viewpoint top of the old Lewiston Grade showing Potlatch Lumber Company and light area, their settling pond.",,1970,yes,bird's-eye views; cities; rivers; roads,Clearwater River (Idaho); Lewiston (Idaho)--Aerial views; Roads--Idaho--Lewiston,Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.462087,-116.972466,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-049,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1724,1724,1725.jp2,/ott/image/1725.jp2,ott1724
"Lewiston, looking south at two new concrete grain elevators","Looking south from the foot of the grade at the new Great Western Store and two new concrete grain elevators. December 20, 1974.",,1974-12-20,,roads,"Automobiles--Idaho--Lewiston; Granaries--Idaho--Lewiston; Stores, Retail--Idaho--Lewiston",Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.424531,-116.9977,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-052,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1725,1725,1726.jp2,/ott/image/1726.jp2,ott1725
Bridge support columns in Snake River,"Some Day Bridge down river from Lewiston and north of Clarkston, showing the support columns. Bridge to be completed later. February 5, 1975.",,1975-02-05,,bridges; rivers,Bridges--Washington (State)--Design and construction; Snake River (Wyo.-Wash.),Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.42513,-117.072437,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-053,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1726,1726,1727.jp2,/ott/image/1727.jp2,ott1726
"Some Day Bridge, also known as Red Wolf Crossing","Some Day Bridge. Dedicated October 19, 1979, and named Red Wolf Crossing after a Nez Perce Indian chief. His great-great-granddaughter attended the ceremonies in a wheelchair.",,1979-10-19,,bridges; rivers,Bridges--Washington (State); Snake River (Wyo.-Wash.),Nez Perce County;Lewiston,United States--Idaho--Nez Perce County--Lewiston,46.42513,-117.072437,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-054,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1727,1727,1728.jp2,/ott/image/1728.jp2,ott1727
Snake River [02],"Snake River west of Clarkston, February 15, 1975, by Clifford M. Ott.",,1975-02-15,,rivers,Snake River (Wyo.-Wash.),Washington;Whitman County;,United States--Washington--Whitman County,46.4506,-117.210045,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-055,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1728,1728,1729.jp2,/ott/image/1729.jp2,ott1728
Motor boat on the Snake River,"Snake river west of Clarkston showing motor boat, February 15, 1975.",,1975-02-15,,rivers,Snake River (Wyo.-Wash.),Washington;Whitman County;,United States--Washington--Whitman County,46.4506,-117.210045,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-056,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1729,1729,1730.jp2,/ott/image/1730.jp2,ott1729
Snake River [01],Looking downriver at Snake River from the road south of Boyer Park.,,1910,yes,rivers,Snake River (Wyo.-Wash.),Washington;Whitman County;Colfax,United States--Washington--Whitman County--Colfax,46.4506,-117.210045,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-057,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1730,1730,1731.jp2,/ott/image/1731.jp2,ott1730
Snake River upriver from Boyer Park,"Looking west across Snake River at a pyramid formation backlighted. Upriver from Boyer Park, December 20, 1972.",,1974-12-20,,,Mountains--Washington (State)--Whitman County,Washington;Whitman County;,United States--Washington--Whitman County,46.4506,-117.210045,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-058,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1731,1731,1732.jp2,/ott/image/1732.jp2,ott1731
Snake River at Wawawai Orchards,"White walls still standing at left were the location of the Wawawai store and post office. Orchards occupied the bare grounds and to the left. Railroad moved higher. December 20, 1972.",,1974-12-20,,rivers,Snake River (Wyo.-Wash.),Washington;Whitman County;,United States--Washington--Whitman County,46.696426,-117.46582,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-10-059,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,2011-11-01,2018-03-08,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/1732,1732,1733.jp2,/ott/image/1733.jp2,ott1732
