title,description,creator,date,date is approximate,subjects,relation,latitude,longitude,source,identifier,rightsstatement,rights,format original,type,format,language,filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
Lumber and sawmill on Nora Creek [1],Mill on Nora Creek at pioneer settlement of Nora (not confirmed).,,1910,yes,ponds; logs timber; loggers; millers; sawmills; dry conifer forests; peavies; cant hooks; pike poles; lumberyards;,"Latah County, Idaho",46.76448,-116.700859,John B. Miller,pg12-251,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/188,188,39.jp2,/treesgrewtall/image/39.jp2,trees188
Tom Groh and dog,"Tom Groh as a miner, posed standing with a dog indoors.",,1900,yes,men; dogs; miners; hats; coats;,"Latah County, Idaho",46.988975,-116.411462,John B. Miller,pg12-008,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/189,189,45.jp2,/treesgrewtall/image/45.jp2,trees189
"Trumbell homestead in Elk River, Idaho","The Trumbell homestead in Elk River, Idaho",,1900,yes,cabins; timber: forests; shingles; men; women; lumber sheds; chimneys; shed roofs; outhouses;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-046,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/190,190,158.jp2,/treesgrewtall/image/158.jp2,trees190
"Helmer, Idaho, looking northeast","After construction of the new schoolhouse in 1908. The school, which stood at the north edge of town, is seen above the roof of the Wilkins barn. At right center is the Compo home. The buildings along Main Street are toward the right, half-hidden behind the nearby roofs.",,1908,yes,posts; houses; stores; barns; forests; lean-tos; roofs; skirt-roofs; rural schoolhouses;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-054,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",3x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/191,191,105.jp2,/treesgrewtall/image/105.jp2,trees191
"Parker house and Catholic Church in Bovill, Idaho","The Parker house (left) and Catholic church (right) in Bovill, Idaho.",,1910,yes,residences; churches; poles; fences; proches; steeples; belfries;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-132,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/192,192,215.jp2,/treesgrewtall/image/215.jp2,trees192
A white pine tree falling,A white pine tree falling. Loggers looking on.,,1911,yes,Pinus monticola; timber; trees; dry conifer forests; forests; loggers;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-165,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/193,193,182.jp2,/treesgrewtall/image/182.jp2,trees193
Bovill barn at haying time,"The Bovill's barn at haying time. A worker stands on the back of a cart. A horse is on the right. Bovill, Idaho.",,1905,yes,barns; hay; lofts; hooks;  laborers; men; horses; draft animals;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-223,http://rightsstatements.org/vocab/InC-EDU/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/194,194,179.jp2,/treesgrewtall/image/179.jp2,trees194
Drag saw used for cutting wood in the 1920s,"Drag-saw of the type used for wood-cutting in the 1920's. The machine was moved along the log as successive firewood blocks were cut from it. The engine was a one-cylinder, two-cycle affair. This one appears to be a Wade two-stroke dragsaw. The sawyer stands to the right of the saw.",,1920,yes,dragsaws; sawyers; logs; timber; firewood; steam engines;,,,,John B. Miller,pg12-250,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/195,195,96.jp2,/treesgrewtall/image/96.jp2,trees195
Slabtown (formerly Fairview) Idaho,"Slabtown, possibly about 1910. As shown here, the original was Fairview, but this was soon changed because there was another Fairview in Idaho.",,1910,yes,towns; storefronts; clapboards; trees; forests; timber; lumber; snow; windows;,"Latah County, Idaho",46.873366,-116.393861,John B. Miller,pg12-077,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/196,196,89.jp2,/treesgrewtall/image/89.jp2,trees196
Wagon on a fishing trip to Trumbull,"Left to right: W.S. Miller (driver), two unidentified children, Kate Olsen, Florence McGary, Nellie Bakken, Emory Olson(?). From 'Trees Grew Tall.' [On a fishing trip to Trumbull, about 1908. A wagon was a conveyance for such a trip. Leaning from the wagon is Kate Olson, Florence McGary, and Nellie Bakken. Driving is probably W.S. Miller, and the man walking might be Emory Olson. The children, dimmly (sic) seen, are not identified.",,1908,yes,buggies; horses; dirt roads; trees; forests; wheels; wagons; collars; harnesses; traces; swingletrees; axles; ornaments; saddles; breechings; bridles; reins; cuppers; bits; women; children; men; hoods;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-060,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4.25x5.25 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/197,197,239.jp2,/treesgrewtall/image/239.jp2,trees197
"Main Street, Deary, Idaho","Book caption: On the left, in order, are the pool hall, post office; Peterson building (Albert Pierce store), and a building (previously the Olson store) which at this date house the barber shop and Dr. Faust's office. The other large bldgs. have already been identified. The large building above the bank was, at this time, occupied either by Olson or Sam Anderson. Of interest in this picture are the cars. The forward three of the line-up are a Reo owned by Jorgeson, a Winton owned by Drury, and a Studebaker. The REO is a 1911 REO 30 Touring car, capacity of 5 passengers. The Winton is probably a 1910 Winton Six (by the number of passengers that appear, the removal of the roof makes the identification difficult). The Studebaker is believed to be a Garford, but may be unidentifiable based on this photograph.",,1911,yes,automobiles; dirt roads; downtowns; pool halls; drug stores; false fronts; main streets; men; women; children; boys; girls; dogs; utility poles; boardwalks; horses; buggies; wagons;,"Latah County, Idaho",46.79429,-116.55881,John B. Miller,pg12-103,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/198,198,4.jp2,/treesgrewtall/image/4.jp2,trees198
Standing on the downed White Pine King,"A group that was present when the 'King' (the tree featured in the frontispiece of the book) was cut down. People are identified on back of photo (all left to right): on the stump, Ray Waldron and Hector MacFarlane; on the log, Mrs. McFarlane, Grace Hickey McAllister (a nurse who worked for Dr. Young), Helen Jones Murphy, Agnes Frederickson, Mae Featherstone McDonald (a sister of Frank and Dan Featherstone), Bill Barr, and A.W. Laird; behind tree: Mr. Cunningham; seated: Henry Mallory, G.A. Johnson and one man not identified. Lumberjacks standing by the first stem, Dan Brown (1) and Bobby Hungerford (2), others not identified.",,1911,,men; women; nurses; loggers; snow; sledgehammers; group portraits; timber; logs; dry conifer forests; Pinus monticola;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-163,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",8x10 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/199,199,58.jp2,/treesgrewtall/image/58.jp2,trees199
"Poker game in Bovill, Idaho","From left: Harry Long, John Groh, Tony Peterson, Earl Thorpe.",,1905,yes,men; hats; cards; poker;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-123,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/200,200,106.jp2,/treesgrewtall/image/106.jp2,trees200
Soldiers fire over Arnold Asvald's grave in the Deary cemetery,"Book caption: 'George Carr, E.E. (Doc) Grannis, Joe Burkland, Russel Bjorn, and Ted Bjorn are all in this photo, although none is {sic} identified.'",,1918,yes,soldiers; veterans; officers; m1903 Springfield; rifles; funerals;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-121,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/201,201,83.jp2,/treesgrewtall/image/83.jp2,trees201
N.B. Mamer's airplane,"N.B. Mamer's airplane. John B. Miller standing on wing; Gladys Miller in passenger seat. [The biplane appears to be a Standard J-1, but may be an earlier model due to the exposed engine components.]",,1915,yes,biplanes; men; women; runways;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-148,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/202,202,175.jp2,/treesgrewtall/image/175.jp2,trees202
"William Deary, General Manager","William Deary, General Manager of Potlatch Lumber Company",,1907,yes,managers; men; offices; windows; desks; telephones; calendars; spittoons;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-167,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/203,203,41.jp2,/treesgrewtall/image/41.jp2,trees203
Idaho Ann.',"Anna Marie Anderson was a pioneer teacher in the school at Helmer and other schools near Deary and Troy. Many years later, as Anna Marie Oslund (after marriage) she was awarded the honor of being an Idaho 'mother of the Year.'",,1910,yes,women; pioneers; boots; teachers; mothers;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-053,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/204,204,66.jp2,/treesgrewtall/image/66.jp2,trees204
Houses in Bovill during Marble Creek forest fire,Houses in Bovill Idaho. Smoke from the Marble Creek forest fire above ridge.,,1920,yes,fires; smoke; utility poles; hospitals; dry conifer forests;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-242,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/205,205,43.jp2,/treesgrewtall/image/43.jp2,trees205
"Shay locomotive bringing a fire fighting crew to Bovill, Idaho","Shay locomotive bringing a fire fighting crew to Bovill, Idaho.",,1905,yes,Shay engines; locomotives; flatcars; firefighters; utility poles; steam engines;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-226,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/206,206,165.jp2,/treesgrewtall/image/165.jp2,trees206
On the road between Bovill and Hog Meadow,"From left to right: School Superintendent Okia Hall, unidentified boy, Gertrude Hale Witty, Mrs. Hall, Lee Witty. The scene is the road between Bovill and Hog Meadow. The automobile appears to be a 1916 Ford Model T Touring car.",,1917,,superintendents; boys; women; men; children; automobiles;,"Latah County, Idaho",46.84148,-116.437239,John B. Miller,pg12-095,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/207,207,186.jp2,/treesgrewtall/image/186.jp2,trees207
A team pulling a logging dolly,Two horses pull a logging dolly. A man stands on top of the logs on the dolly.,,1908,yes,logging wheels; draft animals; horses; logs; timber; drivers; loggers; dry conifer forests; reins; swingle trees; traces; chains; lumberyards;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-180,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/208,208,22.jp2,/treesgrewtall/image/22.jp2,trees208
"One-room log school house at Collins, Idaho","A one-room log school  house at Collins, Idaho. Mrs. Crawford, the teacher, stands next to the school.",,1905-03-22,,log buildings; one-room schools; rural schools; women; teachers; infants; porches;,"Latah County, Idaho",46.853045,-116.363595,John B. Miller,pg12-042,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/209,209,71.jp2,/treesgrewtall/image/71.jp2,trees209
"Looking north across Deary, Idaho","Deary about 1909, looking north across the main road, which is now the highway. The first building on the left is the Don Sahlin saloon. Beyond the corner, with a false front facing east and a gable at rear facing south, is the Bill Smith store. The buildings above are not seen clearly, but the peaked roofs of both the hardware and drug store can be distinguished, and the bank certainly existed. Farther up and to the left is the railway station, and well beyond it the Hugh Henry house. Buildings on the east (right) side of the street include the McQueary Hotel, the harness shop, and the Carlson Hotel. In the right-hand section beyond the tracks is the McGown home.",,1909,yes,main streets; downtowns; dirt roads; boardwalks; forests; mountains; ladders; hotels; drugstores;,"Latah County, Idaho",46.79429,-116.55881,John B. Miller,pg12-101,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/210,210,153.jp2,/treesgrewtall/image/153.jp2,trees210
McGiffin log loader,"A McGiffin loader lifting a bunch of logs to a car by means of a pair of chokers. The operation of these loaders was very early, mostly prior to 1910. Copy of a photo in 'Potlatch Lumber Company' booklet.",,1908,yes,donkey engine; steam engines; loaders; jammers; yarders; flatcars; railway tracks; loggers; chokers; cables; chains;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-173,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",4.5x6 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/211,211,94.jp2,/treesgrewtall/image/94.jp2,trees211
Susan Mallory driving her buggy,"This was in 1919 when she and her husband Frank lived at Camp 6, near Helmer. Susan made weekly trips to Bovill with her team for supplies.",,1919,,buggies; horses; dirt roads; trees; forests; wheels; wagons; collars; harnesses; traces; swingletrees; axles; ornaments; saddles; breechings; bridles; reins; cuppers; bits;,"Latah County, Idaho",46.868217,-116.412916,John B. Miller,pg12-049,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/212,212,200.jp2,/treesgrewtall/image/200.jp2,trees212
Funeral procession honoring Arnold Asvald,"The body of Arnold Asvald, killed in France, was buried in Deary after the war. This contingent of veterans from Deary and Bovill formed the honor guard at the funeral. The officer (rear) is Henry Black. Ensign Gallegher marches ahead of him. Byers Sanderson is in the rear rank, second from the right. Leo Guilfoy also represented Bovill.",,1918,yes,funerals; ceremonies; formal wear; children; veterans; automobiles; uniforms; utility poles; false fronts; storefronts; main streets; dirt roads; chimneys;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-120,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/213,213,10.jp2,/treesgrewtall/image/10.jp2,trees213
Couple rowing on the west fork of the Potlatch River,Ralston and Zunie' is the only reference to the identity of these two guests. They are pictured boating near the bend of the river about a quarter mile below the present town of Bovill. The view looks north towards the meadow.,,1905,yes,men; women; couples; rivers; forests; boats;,"Latah County, Idaho",46.851043,-116.401325,John B. Miller,pg12-022,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/214,214,145.jp2,/treesgrewtall/image/145.jp2,trees214
Potlatch Lumber Company's Camp 8 [2],"Potlatch Lumber Company's Camp 8 near Bovill, Idaho. This view, with carpenter shops in the forward part and machine shops toward the rear, looks about north. The dam and pond are seen beyond the buildings, in the righthand section.",,1912,yes,dams; ponds; logs; timber; sawmills; lumberyards; residences; machine shops; carpenter shops; chimneys; flatcars; railway tracks;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-172,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/215,215,141.jp2,/treesgrewtall/image/141.jp2,trees215
The Crane farm,"The Crane farm near Bovill, Idaho.",,1920,yes,farms; dirt roads; utility poles; utility lines; fences; barns; residences; pastures; trees; conifers;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-141,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/216,216,122.jp2,/treesgrewtall/image/122.jp2,trees216
"Collins store and Post Office, Collins, Idaho","Left to right: Sam Frei, Jake Frei, John Frei, one of the Mallory brothers, and an unidentified man.",,1905,yes,farm wagons; storefronts; windows; sheds; horseshoes;,"Latah County, Idaho",46.853045,-116.363595,John B. Miller,pg12-040,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6x8 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/217,217,241.jp2,/treesgrewtall/image/241.jp2,trees217
"Hugh Bovill standing on a wooden sidewalk in Troy, Idaho","Hugh Bovill stands on a wooden sidewalk in Troy, Idaho. The post picture on his right has a wanted poster fixed to it.",,1905,yes,men; roads; sidewalks; wanted posters; hats; ranger hats; gloves; coats;,"Latah County, Idaho",46.736157,-116.76881,John B. Miller,pg12-014,https://creativecommons.org/publicdomain/mark/1.0/,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/218,218,172.jp2,/treesgrewtall/image/172.jp2,trees218
"Bovill store, Bovill, Idaho",A group of visitors at the Hugh Bovill store stand on the porch. Their horse drawn carriage stands in the foreground beside a man with his back turned and a dog.,,1905,yes,Storefronts; carts; wagons; horses; tack; halters; yokes; balconies; fences;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-016,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",6.5x9.5 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/219,219,29.jp2,/treesgrewtall/image/29.jp2,trees219
Potlatch Lumber Company's Camp 7 [1],"Potlatch Lumber Company's Camp 7 on lower Moose Creek, near Bovill, Idaho.",,1906,,ponds; sawmills; storage; logs; timber;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-156,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/220,220,126.jp2,/treesgrewtall/image/126.jp2,trees220
"Palmer Livery Stable, Harvard, Idaho","Palmer Livery Stable, Harvard, Idaho. Above door: 'Geo. Palmer, Veterinarian, Surgeon & Dentist, Specialist on Teeth and Feet.'",,1905,yes,liveries; men; women; pets; dogs; draft animals; horses; tents; stables; wagons; chimneys; snow;,"Latah County, Idaho",46.86,-116.395,John B. Miller,pg12-170,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",7x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/221,221,139.jp2,/treesgrewtall/image/139.jp2,trees221
Hampton B. Felts' homestead application,"Hampton B. Felts' July 11, 1906 homestead application.",,1906,yes,homesteads; application forms;,,,,John B. Miller,pg12-221,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/222,222,75.jp2,/treesgrewtall/image/75.jp2,trees222
Cedar yard treating plant,"Treating plant at the cedar yard, Bovill, Idaho.",,1943,yes,lumberyards; Cedrus deodora; lumber treatment plants;,"Latah County, Idaho",46.85996,-116.395424,John B. Miller,pg12-212,http://rightsstatements.org/vocab/InC-EDU/1.0/,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x7 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/223,223,184.jp2,/treesgrewtall/image/184.jp2,trees223
"Mary King home near Deary, Idaho","The Mary King home near Deary, shortly before it was torn down. This was the old Wells School building which Joe Wells dismantled, moved, and used to build the home for his daughter, Mary (Wells) King.",,1905,yes,houses; sheds; automobiles; cars; trucks; pickups; roads; power lines; fields; driveways;,"Latah County, Idaho",46.799474,-116.55881,John B. Miller,pg12-033,https://creativecommons.org/publicdomain/mark/1.0/,"No Copyright. Material made available by donor/contributing institution/source (as applicable). For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",5x9 black and white print,Image;Stillimage,image/jpg,eng,,,2020-08-27,2020-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/treesgrewtall/id/224,224,1.jp2,/treesgrewtall/image/1.jp2,trees224
