title,description,creator,recipient,point of origin,date,date is approximate,subject,relation,latitude,longitude,digital collection,contributing institution,source,identifier,rights,rightsstatement,format original,type,digital format,language,file name,OCLC number,date created,date modified,reference URL,cdmid,CONTENTdm file name,CONTENTdm file path,objectid
Log Train #74 Sent To Arkansas,A photograph of log train #74 transporting lumber to Arkansas Hardwood Mill in the mid-1960's.,Gruber,,,1905-05-18,yes,construction (assembling); freight trains; railroads (infrastructure);,,33.612618,-92.068715,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_014,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/433,433,43.jp2,/riegger/image/43.jp2,riegger433
Paper Copy of Photograph of a Train Carrying Lumber,A paper copy of a photograph of a freight train engine carrying a lumber load near the Headquarters Area.,"Butler, Al","Riegger, Hal",United States; Idaho;  Clearwater County; Headquarters;,1905-04-09,yes,freight trains; letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_026,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/434,434,294.jp2,/riegger/image/294.jp2,riegger434
Unidentified Railroad Bridge,"A photograph of an unidentified railroad bridge, leading into a tunnel. Rolling hills extend in the background.","Cash, Earl",,,,,railroad bridges;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F15_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/435,435,165.jp2,/riegger/image/165.jp2,riegger435
Lumber Camp,"A photograph of an unidentified lumber camp in Potlatch, ID.",Gruber,,,1905-04-10,yes,construction (assembling); freight trains; railroads (infrastructure);,,46.642283,-115.804161,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_019,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/436,436,186.jp2,/riegger/image/186.jp2,riegger436
Grangeville Passenger Train,"A photograph of a passenger train in Grangeville, ID. This is a 'special train sponsored by Lewiston Lions Club. Believe this to be the last passenger train operated by CP.'","Butler, Bruce",,,1960-05-01,,passenger trains;,,45.926861,-116.122452,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F13_002,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/437,437,362.jp2,/riegger/image/362.jp2,riegger437
Workers Pulling Train Out Of River [2],"A photograph of several construction workers standing atop a bridge, pulling a train engine out of a river. The train engine is not pictured in the photograph captured.","Cash, Earl",,,1905-04-04,,freight trains; railroads (infrastructure);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_042,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/438,438,22.jp2,/riegger/image/22.jp2,riegger438
Laying Railroad with Handcars,A photograph of several construction workers using handcars to begin the construction process of laying a railroad.,"Cash, Earl",,,1905-04-03,,construction (assembling); freight trains; railroads (infrastructure);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_031,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/439,439,479.jp2,/riegger/image/479.jp2,riegger439
Ron Jones Interview Transcript,Transcript from Hal Riegger's interview with retired auditor and agent Ron Jones.,,,,1983-08-11,,railroads;interviews;transcripts;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F37_004,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Transcipt,text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/440,440,317.pdf,/riegger/image/317.pdf,riegger440
Freight Train Going Into a Tunnel,A color photograpgh of a freight train going into a tunnel in a snowy wooded area.,Don Wayt,,,,,freight trains; railroads; trees; tunnels;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F34_024,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/441,441,71.jp2,/riegger/image/71.jp2,riegger441
Craig Mountain Railroad Engine #1,Craig Mountain Railroad Co.'s Engine No. 1.,"Nixon, Ron",,,1905-04-29,,freight trains; railroads (infrastructure);,,46.077119,-116.851879,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_046,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/442,442,153.jp2,/riegger/image/153.jp2,riegger442
Train Trasporting Lumber,A photograph of a train transporting large amounts of timber. In the foreground are large stacks of logs waiting for transportation.,Gruber,,,1905-04-10,yes,construction (assembling); freight trains; railroads (infrastructure);,,46.642283,-115.804161,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_006,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/443,443,337.jp2,/riegger/image/337.jp2,riegger443
Crew Speeder Train Car at Headquarters,A photograph of 'one of the crew speeders used to carry men and tools to the woods.',"Butler, Bruce",,,1955-06-01,,self-propelled train car;,,46.642283,-115.804161,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F13_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/444,444,94.jp2,/riegger/image/94.jp2,riegger444
Train Motor In Front of Engine House,A photograph of train engine Heisler #72 in front of the engine house.,"Hastings, Phil",,,1951-06-14,,freight trains;,,46.642283,-115.804161,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_027,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/445,445,426.jp2,/riegger/image/426.jp2,riegger445
Passenger Train Headed For Lewiston,A photograph of passenger train 311 moving through the Pullman Junction towards Lewiston,"Butler, Bruce",,,1954-09-01,,passenger trains;,,46.715463,-117.161089,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F13_012,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/446,446,253.jp2,/riegger/image/253.jp2,riegger446
Craigmont Junction Breakheart Pass Set [2],"A photograph of a train stopped at the Craigmont Junction on the set of the film ""Breakheart Pass"". Description from Bill Clem: ""Black powder smoke bombs resulting from dynamite being thrown into supply car as Indians ransacked car to secure rifles and ammunition. 'Dynamite' was thrown by Deakin (Charles Bronson) riding by on horseback (rider in picture is not Bronson).""","Clem, Bill",,,1975,yes,color photographs; freight trains;films;,,46.240795,-116.470998,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F17_004,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/447,447,200.jp2,/riegger/image/200.jp2,riegger447
Submerged Railroad,"A photograph of a submerged railroad, possibly bridge 13.","Cash, Earl",,,1905-04-17,,freight trains; railroads (infrastructure);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_045,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/448,448,369.jp2,/riegger/image/369.jp2,riegger448
"Jackson, Clem Interviews",Recording of Hal Riegger's interviews with Verne Jackson and Bill Clem.,,,,1983-07,,railroads;interviews;recordings;auditors;engineers;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F38_tape7-83,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,tape recording,sound,audio/mp3,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/449,449,336.mp3,/riegger/image/336.mp3,riegger449
Train Runs Across Lapwai Creek Valley,"A photograph of Train #344 running through Lapwai Creek Valley on its way to Grangeville, passing motor B-14 in the process.","Hastings, Phil",,,1951-05-28,,freight trains;,,46.374216,-116.67284,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_015,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/450,450,256.jp2,/riegger/image/256.jp2,riegger450
"Letter from Patrick W. Stafford to Hal Riegger, January 30, 1984",A letter from Patrick W. Stafford to Hal Riegger concerning the progressin of Northern Pacific's rail lines in a specified area of Idaho.,"Stafford, Patrick W.","Riegger, Hal",United States; Minnesota; Ramsey County; St. Paul;,1984-01-30,,letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_013,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Text,Text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/451,451,10.pdf,/riegger/image/10.pdf,riegger451
NP Engine 684 [1],Northern Pacific Train Engine 684 at Hilly and Shopo Area in July 1974. This specific train used to run for NezPerce & Idaho Railroad.,"Rikerd, Maynard",,,1974-07-01,,freight trains; railroads (infrastructure);,,46.664655,-118.223319,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_011,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/452,452,347.jp2,/riegger/image/347.jp2,riegger452
NP&I Lantern Marker,"A close-up photograph of a lantern marker on Train Engine 4, overrun with bird nests.","Nixon, Ron",,,1905-05-04,yes,freight trains; railroads (infrastructure);,,46.242196,-116.472788,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_017,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/453,453,145.jp2,/riegger/image/145.jp2,riegger453
Northern Pacific Train Engine 09,"Northern Pacific engine #9 at the old Spokane Falls roundhouse on July 1, 1888. This engine pulled the first train into Genesee, Idaho on that date. The locomotive was shipped around the Horn and up the Columbia in 1879 to begin the building of the western end  of the railroad near Pasco, Washington. Rails were laid eventually to the coast and to connect with the west-bound crews at Gold Spike [sic] Montana. Note the old 'baloon' stack which was known as the 'Cushion Stack' at the time.'","Banks, Herb",,United States;Washington;Idaho,,,freight trains;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F09_002,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/454,454,409.jp2,/riegger/image/409.jp2,riegger454
NP #1 At Reubens,"A photograph of Northern Pacific Train Engine no. 1 at Reubens, Idaho. This engine was specially built and originally hauled train supplies when the Cascades' Stampede Tunnel was built.","Nixon, Ron",,,1905-03-26,,freight trains; railroads (infrastructure);,,46.323338,-116.542361,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_007,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/455,455,368.jp2,/riegger/image/368.jp2,riegger455
Freight Train Crossing A Bridge Toward Arrow,"A photograph of freight train #662 about to cross a metal railway bridge while headed for Spokane from Arrow, ID.","Hastings, Phil",,,1950-10-03,,freight trains;,,46.478016,-116.767954,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/456,456,141.jp2,/riegger/image/141.jp2,riegger456
Riparie Bridge In Walla Walla [1],"A photograph of the Riparie Bridge extending across a ravine in Walla Walla. There are a few men wearing construction hats standing to the right of the bridge, with rolling hills extending in the background.","Hermann, Dick",,,1962-03-09,,railroad bridges;,,46.066069,-118.345743,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F20_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/457,457,122.jp2,/riegger/image/122.jp2,riegger457
Permit for Hal Riegger,An official permit from the Camas Prairie Railroad Company giving Hal Riegger permission to be on and about the property of the Camas Prairie Railroad during a set time period to take photograghs of trains and rolling stock.,Camas Prairie Railroad Company,,,1983-08-05,,letters (correspondence);,,46.40036635,-117.002415,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F35_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,text,text,application/pdf,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/458,458,241.pdf,/riegger/image/241.pdf,riegger458
Tractor Carries Construction Material,A photograph of a worker riding a tractor while moving what appears to be a large piece of pipe.,"Meckstroth, Wally",,,1957,yes,freight trains; railroads (infrastructure);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F23_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/459,459,469.jp2,/riegger/image/469.jp2,riegger459
Workers Pulling Train Out Of River [3],"A photograph of several construction workers standing atop a bridge, pulling a train engine out of a river. The train engine is not pictured in the photograph captured.","Cash, Earl",,,1905-04-04,,freight trains; railroads (infrastructure);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_043,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/460,460,172.jp2,/riegger/image/172.jp2,riegger460
Railroad Map by Everett Popham,"A map of the train lines leading to Lewiston. Drawn by Everett Popham. Note from the document: 'Mid 1880s U.P. considered on of three routes into Lewiston: From Pullman/Moscow, Riparia and Pomeroy. N.P. beat them with first route from Moscow thru Arrow to Lewiston.'","Popham, Everett",,United States; Washington; Asotin County; Clarkston;,1984-11-20,,freight trains; letters (correspondence); line-route maps;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_043,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/461,461,380.jp2,/riegger/image/380.jp2,riegger461
NP 5139 and 684 At Parkwater,"Northern Pacific Train Engine 5139 and 684 (renamed from NP&I no. 4) at Parkwater Roundhouse, the big and the little.","Nixon, Ron",,,1953-04-13,,freight trains; railroads (infrastructure);,,46.550866,-116.929038,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_031,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/462,462,29.jp2,/riegger/image/29.jp2,riegger462
Paper Copy of Photograph of Timber Train,"A paper copy of a photograph of a timer train belonging to Clearwater Timber Co. in Headquarters, Idaho.","Butler, Al","Riegger, Hal",United States; Idaho;  Clearwater County; Headquarters,1905-04-09,yes,freight trains; letters (correspondence);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_018,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/463,463,126.jp2,/riegger/image/126.jp2,riegger463
"Bridge 50.1, Kamiah Mine Fire [8]",A photograph of Bridge 50.1 on the Camas Prairie Railroad next to the Kamiah Mine. Smoke billows from a fire on the railroad bridge.,"Leiterman, Ray",,,1905-05-25,,freight trains;,,46.22694,-116.029859,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_021,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/464,464,139.jp2,/riegger/image/139.jp2,riegger464
Train 858 in the Camas Prairie Plateau,"Train No. 858 the Grangeville Local, running across a trestle between Ferdinand and Cottonwood on the Camas Prairie plateau.","Sullivan, Todd",,,1976-07-23,,freight trains; railroads (infrastructure); roads; trestles; cows; trees;,,46.10161625,-116.3653787,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_003,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/465,465,75.jp2,/riegger/image/75.jp2,riegger465
Train Engine Resting In Orofino,"A photograph of train engine #2504 stopping for the night in Orofino after dropping off a shipment of log loads in Headquarters, Idaho.","Hastings, Phil",,,1951-05-27,,freight trains;,,46.488083,-116.260967,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F19_012,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/466,466,274.jp2,/riegger/image/274.jp2,riegger466
NP 684 reconditioned for NP&I,"NezPerce &Idaho Engine no. 4 being prepared for movement to Nez Perce for the first time. In 1928 the 684 was sent to Livingston to be scrapped but at about that ime the NP&I needed another engine and bought the 681. It was reconditioned in the Livingston shop, largest on the Northern Pacific.","Nixon, Ron",,,1905-04-11,,freight trains; railroads (infrastructure);,,45.661264,-110.556491,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_040,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/467,467,184.jp2,/riegger/image/184.jp2,riegger467
Loading Logs With Railroad Tongs,"A photograph of lumber workers loading white pine logs with a pair of railroad tongs at Camp 14 for Potlatch. Near Bovill, Idaho.",Gruber,,,1905-04-10,yes,construction (assembling); freight trains; railroads (infrastructure);,,46.858753,-116.392962,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_015,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/468,468,259.jp2,/riegger/image/259.jp2,riegger468
Pile Driving On Bridge 66 [4],A photograph of pile driving occurring on bridge 66 of the Camas Prairie Railroad. Two men stand on the railroad scaffolding while another is atop the pile driver machinery.,"Cash, Earl",,,1905-04-08,,construction (assembling); freight trains; railroads (infrastructure);,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_017,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/469,469,1.jp2,/riegger/image/1.jp2,riegger469
Composite Map of Central and Eastern Washington,A set of enlargements made by Hal Riegger to build a map of central and eastern Washington.,"Riegger, Hal",,United States; Washington;,,,historical maps; location maps;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_002,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/470,470,313.jp2,/riegger/image/313.jp2,riegger470
Freight Train Crossing Bridge 38,"An unidentified freight train crossing bridge 38 of the Camas Prairie Railroad. The picture is taken from the ground, from a great distance away, allowing for the scaffolding and infrastructure of the bridge to be seen.","Cash, Earl",,,1905-04-25,,freight trains; railroads (infrastructure);,,46.151777,-116.390602,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_012,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/471,471,428.jp2,/riegger/image/428.jp2,riegger471
Great Northern Railroad Map [2],A scan of a map of the Great Northern Railroad in Oregon and Washington.,"Riegger, Hal",,United States; Washington; Oregon;,,,historical maps; location maps;,,,,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/page/InC-EDU/1.0/?language=en,Photograph,image;stillimage,image/jpg,eng,,,2021-07-15,2021-07-15,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/472,472,478.jp2,/riegger/image/478.jp2,riegger472
