title,description,subject,date,date is approximate,source,latitude,longitude,subject (lcsh),format-original,donor,identifier,format,language,type,rights,rights (standardized),date created,filename,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,object-id,reference_url
"Two men show a bull","Two men stand showing a bull.","Livestock;cattle","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Livestock;","","","MG 76, Box 3, Slide 138","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/449","449","","","","http://localhost:4000/digital/iddings/items/spec_ji449.html"
"Cattle showing [05]","Participants are lined up and ready for a cattle showing at the University of Idaho.","Cows; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cows; Livestock;","","","MG 76, Box 3, Slide 139","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/450","450","","","","http://localhost:4000/digital/iddings/items/spec_ji450.html"
"People looking at sheep","People looking at a flock of sheep outside a building in an unknown location.","Sheep; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Sheep; Livestock;","","","MG 76, Box 3, Slide 140","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/451","451","","","","http://localhost:4000/digital/iddings/items/spec_ji451.html"
"Ship at sea","A large ocean liner at sea.","Cruise ships;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cruise ships;","","","MG 76, Box 3, Slide 141","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/452","452","","","","http://localhost:4000/digital/iddings/items/spec_ji452.html"
"Four wheeled carriages","Four-wheeled carriages pulled by teams of horses with drivers and passengers.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 142","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/453","453","","","","http://localhost:4000/digital/iddings/items/spec_ji453.html"
"Facade of a building [04]","Facade of a building in an unknown location.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 143","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/454","454","","","","http://localhost:4000/digital/iddings/items/spec_ji454.html"
"Harvesting a crop","Harvesting a crop using gas-powered machines.",";machines; chimney","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 144","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/455","455","","","","http://localhost:4000/digital/iddings/items/spec_ji455.html"
"Low wheeled chair with dog","A low wheeled chair with driver and a harnessed dog on the side.",";transport; transportation","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 119","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/456","456","","","","http://localhost:4000/digital/iddings/items/spec_ji456.html"
"Long building with garden","A long building at left and a man standing in a garden, at right.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 120","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/457","457","","","","http://localhost:4000/digital/iddings/items/spec_ji457.html"
"Crop field near channel","Crop field with windmill and irrigation canal.","Windmills;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Windmills;","","","MG 76, Box 3, Slide 150","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/458","458","","","","http://localhost:4000/digital/iddings/items/spec_ji458.html"
"Costume parade [01]","People in a costume parade on an unidentified street.",";wooden shoes","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 151","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/459","459","","","","http://localhost:4000/digital/iddings/items/spec_ji459.html"
"Tending a crop","Men tend a crop in beds; one man is watering plants in the background (right side of image) while another kneels to look at undergrowth.",";irrigation","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 145","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/460","460","","","","http://localhost:4000/digital/iddings/items/spec_ji460.html"
"Costume parade [02]","Men in tophats dance with women in bonnets and flowered dresses during a parade.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 152","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/461","461","","","","http://localhost:4000/digital/iddings/items/spec_ji461.html"
"Cavalry parade [01]","Cavalry parade in an open field near the University of Idaho.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 153","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/462","462","","","","http://localhost:4000/digital/iddings/items/spec_ji462.html"
"Cavalry parade [02]","Cavalry on parade in an open field near the University of Idaho.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 154","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/463","463","","","","http://localhost:4000/digital/iddings/items/spec_ji463.html"
"Men on parade","Men on parade in an open field.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 155","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/464","464","","","","http://localhost:4000/digital/iddings/items/spec_ji464.html"
"Cavalry parade [03]","Cavalry parade in an open field near the University of Idaho.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 156","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/465","465","","","","http://localhost:4000/digital/iddings/items/spec_ji465.html"
"Military parade","A military parade in an open field, with infantry and gunmen in foreground.","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 157","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/466","466","","","","http://localhost:4000/digital/iddings/items/spec_ji466.html"
"Men and cars beside a building","Two cars and three men in front of a building. [Vejen?]","","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","","","","MG 76, Box 3, Slide 146","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/467","467","","","","http://localhost:4000/digital/iddings/items/spec_ji467.html"
"Man with two bulls pulling a mill","A man with two bulls pulling a mill stone.","Livestock;animal traction; machines","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Livestock;","","","MG 76, Box 3, Slide 147","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/468","468","","","","http://localhost:4000/digital/iddings/items/spec_ji468.html"
"Man in traditional desert dress","A man in traditional costume with a horse in front of a building in an unknown location.","Horses;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Horses;","","","MG 76, Box 3, Slide 148","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/469","469","","","","http://localhost:4000/digital/iddings/items/spec_ji469.html"
"Cattle in a corral","Dairy heifers, likely pregnant, standing in a corrall.","Cows; Livestock;","1927","","MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","","","Cows; Livestock;","","","MG 76, Box 3, Slide 149","image/jpg","eng","Image;StillImage","Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","https://creativecommons.org/publicdomain/mark/1.0/","","","","","http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/470","470","","","","http://localhost:4000/digital/iddings/items/spec_ji470.html"

